Body,Implies,Head,Support,Confidence
"{'retired', 'housemaid'}", --> ,{'technician'},0.5256410256410257,0.7884615384615385
"{'retired', 'technician'}", --> ,{'housemaid'},0.5256410256410257,0.9761904761904763
"{'housemaid', 'technician'}", --> ,{'retired'},0.5256410256410257,0.8541666666666666
{'technician'}, --> ,{'management'},0.6025641025641025,0.9399999999999998
{'management'}, --> ,{'technician'},0.6025641025641025,0.9215686274509803
{'housemaid'}, --> ,"{'technician', 'management'}",0.5897435897435898,0.7796610169491526
{'technician'}, --> ,"{'housemaid', 'management'}",0.5897435897435898,0.9199999999999999
{'management'}, --> ,"{'housemaid', 'technician'}",0.5897435897435898,0.9019607843137255
"{'housemaid', 'technician'}", --> ,{'management'},0.5897435897435898,0.9583333333333333
"{'housemaid', 'management'}", --> ,{'technician'},0.5897435897435898,0.9387755102040817
"{'technician', 'management'}", --> ,{'housemaid'},0.5897435897435898,0.9787234042553192
{'retired'}, --> ,"{'housemaid', 'technician', 'management'}",0.5,0.582089552238806
{'housemaid'}, --> ,"{'retired', 'technician', 'management'}",0.5,0.6610169491525424
{'technician'}, --> ,"{'retired', 'housemaid', 'management'}",0.5,0.7799999999999999
{'management'}, --> ,"{'retired', 'housemaid', 'technician'}",0.5,0.7647058823529411
"{'retired', 'housemaid'}", --> ,"{'technician', 'management'}",0.5,0.75
"{'retired', 'technician'}", --> ,"{'housemaid', 'management'}",0.5,0.9285714285714286
"{'retired', 'management'}", --> ,"{'housemaid', 'technician'}",0.5,0.8863636363636364
"{'housemaid', 'technician'}", --> ,"{'retired', 'management'}",0.5,0.8125
"{'housemaid', 'management'}", --> ,"{'retired', 'technician'}",0.5,0.7959183673469388
"{'technician', 'management'}", --> ,"{'retired', 'housemaid'}",0.5,0.8297872340425533
"{'retired', 'housemaid', 'technician'}", --> ,{'management'},0.5,0.9512195121951219
"{'retired', 'housemaid', 'management'}", --> ,{'technician'},0.5,0.9285714285714286
"{'retired', 'technician', 'management'}", --> ,{'housemaid'},0.5,0.9750000000000001
"{'housemaid', 'technician', 'management'}", --> ,{'retired'},0.5,0.8478260869565217
{'retired'}, --> ,"{'technician', 'management'}",0.5128205128205128,0.5970149253731343
{'technician'}, --> ,"{'retired', 'management'}",0.5128205128205128,0.7999999999999998
{'management'}, --> ,"{'retired', 'technician'}",0.5128205128205128,0.784313725490196
"{'retired', 'technician'}", --> ,{'management'},0.5128205128205128,0.9523809523809523
"{'retired', 'management'}", --> ,{'technician'},0.5128205128205128,0.9090909090909091
"{'technician', 'management'}", --> ,{'retired'},0.5128205128205128,0.851063829787234
{'retired'}, --> ,{'technician'},0.5384615384615384,0.6268656716417911
{'technician'}, --> ,{'retired'},0.5384615384615384,0.8399999999999999
{'blue-collar'}, --> ,{'admin.'},0.6025641025641025,0.9591836734693877
{'admin.'}, --> ,{'blue-collar'},0.6025641025641025,0.9215686274509803
{'housemaid'}, --> ,"{'blue-collar', 'admin.'}",0.5897435897435898,0.7796610169491526
{'blue-collar'}, --> ,"{'housemaid', 'admin.'}",0.5897435897435898,0.9387755102040817
{'admin.'}, --> ,"{'housemaid', 'blue-collar'}",0.5897435897435898,0.9019607843137255
"{'housemaid', 'blue-collar'}", --> ,{'admin.'},0.5897435897435898,0.9583333333333333
"{'housemaid', 'admin.'}", --> ,{'blue-collar'},0.5897435897435898,0.9199999999999999
"{'blue-collar', 'admin.'}", --> ,{'housemaid'},0.5897435897435898,0.9787234042553192
{'retired'}, --> ,"{'housemaid', 'blue-collar', 'admin.'}",0.5,0.582089552238806
{'housemaid'}, --> ,"{'retired', 'blue-collar', 'admin.'}",0.5,0.6610169491525424
{'blue-collar'}, --> ,"{'retired', 'housemaid', 'admin.'}",0.5,0.7959183673469388
{'admin.'}, --> ,"{'retired', 'housemaid', 'blue-collar'}",0.5,0.7647058823529411
"{'retired', 'housemaid'}", --> ,"{'blue-collar', 'admin.'}",0.5,0.75
"{'retired', 'blue-collar'}", --> ,"{'housemaid', 'admin.'}",0.5,0.9512195121951219
"{'retired', 'admin.'}", --> ,"{'housemaid', 'blue-collar'}",0.5,0.9069767441860465
"{'housemaid', 'blue-collar'}", --> ,"{'retired', 'admin.'}",0.5,0.8125
"{'housemaid', 'admin.'}", --> ,"{'retired', 'blue-collar'}",0.5,0.7799999999999999
"{'blue-collar', 'admin.'}", --> ,"{'retired', 'housemaid'}",0.5,0.8297872340425533
"{'retired', 'housemaid', 'blue-collar'}", --> ,{'admin.'},0.5,0.9512195121951219
"{'retired', 'housemaid', 'admin.'}", --> ,{'blue-collar'},0.5,0.9069767441860465
"{'retired', 'blue-collar', 'admin.'}", --> ,{'housemaid'},0.5,1.0
"{'housemaid', 'blue-collar', 'admin.'}", --> ,{'retired'},0.5,0.8478260869565217
{'admin.'}, --> ,"{'blue-collar', 'management'}",0.5769230769230769,0.8823529411764705
{'blue-collar'}, --> ,"{'admin.', 'management'}",0.5769230769230769,0.9183673469387754
{'management'}, --> ,"{'blue-collar', 'admin.'}",0.5769230769230769,0.8823529411764705
"{'blue-collar', 'admin.'}", --> ,{'management'},0.5769230769230769,0.9574468085106382
"{'management', 'admin.'}", --> ,{'blue-collar'},0.5769230769230769,0.9574468085106382
"{'blue-collar', 'management'}", --> ,{'admin.'},0.5769230769230769,0.9782608695652173
{'housemaid'}, --> ,"{'management', 'blue-collar', 'admin.'}",0.5769230769230769,0.7627118644067796
{'admin.'}, --> ,"{'housemaid', 'blue-collar', 'management'}",0.5769230769230769,0.8823529411764705
{'blue-collar'}, --> ,"{'housemaid', 'management', 'admin.'}",0.5769230769230769,0.9183673469387754
{'management'}, --> ,"{'housemaid', 'blue-collar', 'admin.'}",0.5769230769230769,0.8823529411764705
"{'housemaid', 'admin.'}", --> ,"{'blue-collar', 'management'}",0.5769230769230769,0.8999999999999998
"{'housemaid', 'blue-collar'}", --> ,"{'management', 'admin.'}",0.5769230769230769,0.9374999999999999
"{'housemaid', 'management'}", --> ,"{'blue-collar', 'admin.'}",0.5769230769230769,0.9183673469387754
"{'blue-collar', 'admin.'}", --> ,"{'housemaid', 'management'}",0.5769230769230769,0.9574468085106382
"{'management', 'admin.'}", --> ,"{'housemaid', 'blue-collar'}",0.5769230769230769,0.9574468085106382
"{'blue-collar', 'management'}", --> ,"{'housemaid', 'admin.'}",0.5769230769230769,0.9782608695652173
"{'housemaid', 'blue-collar', 'admin.'}", --> ,{'management'},0.5769230769230769,0.9782608695652173
"{'housemaid', 'admin.', 'management'}", --> ,{'blue-collar'},0.5769230769230769,0.9574468085106382
"{'housemaid', 'blue-collar', 'management'}", --> ,{'admin.'},0.5769230769230769,0.9782608695652173
"{'management', 'blue-collar', 'admin.'}", --> ,{'housemaid'},0.5769230769230769,1.0
{'retired'}, --> ,"{'blue-collar', 'admin.'}",0.5,0.582089552238806
{'blue-collar'}, --> ,"{'retired', 'admin.'}",0.5,0.7959183673469388
{'admin.'}, --> ,"{'retired', 'blue-collar'}",0.5,0.7647058823529411
"{'retired', 'blue-collar'}", --> ,{'admin.'},0.5,0.9512195121951219
"{'retired', 'admin.'}", --> ,{'blue-collar'},0.5,0.9069767441860465
"{'blue-collar', 'admin.'}", --> ,{'retired'},0.5,0.8297872340425533
{'technician'}, --> ,{'blue-collar'},0.6025641025641025,0.9399999999999998
{'blue-collar'}, --> ,{'technician'},0.6025641025641025,0.9591836734693877
{'technician'}, --> ,"{'blue-collar', 'admin.'}",0.5897435897435898,0.9199999999999999
{'blue-collar'}, --> ,"{'technician', 'admin.'}",0.5897435897435898,0.9387755102040817
{'admin.'}, --> ,"{'technician', 'blue-collar'}",0.5897435897435898,0.9019607843137255
"{'technician', 'blue-collar'}", --> ,{'admin.'},0.5897435897435898,0.9787234042553192
"{'technician', 'admin.'}", --> ,{'blue-collar'},0.5897435897435898,0.9583333333333333
"{'blue-collar', 'admin.'}", --> ,{'technician'},0.5897435897435898,0.9787234042553192
{'housemaid'}, --> ,"{'technician', 'blue-collar', 'admin.'}",0.5769230769230769,0.7627118644067796
{'technician'}, --> ,"{'housemaid', 'blue-collar', 'admin.'}",0.5769230769230769,0.8999999999999998
{'blue-collar'}, --> ,"{'housemaid', 'technician', 'admin.'}",0.5769230769230769,0.9183673469387754
{'admin.'}, --> ,"{'housemaid', 'technician', 'blue-collar'}",0.5769230769230769,0.8823529411764705
"{'housemaid', 'technician'}", --> ,"{'blue-collar', 'admin.'}",0.5769230769230769,0.9374999999999999
"{'housemaid', 'blue-collar'}", --> ,"{'technician', 'admin.'}",0.5769230769230769,0.9374999999999999
"{'housemaid', 'admin.'}", --> ,"{'technician', 'blue-collar'}",0.5769230769230769,0.8999999999999998
"{'technician', 'blue-collar'}", --> ,"{'housemaid', 'admin.'}",0.5769230769230769,0.9574468085106382
"{'technician', 'admin.'}", --> ,"{'housemaid', 'blue-collar'}",0.5769230769230769,0.9374999999999999
"{'blue-collar', 'admin.'}", --> ,"{'housemaid', 'technician'}",0.5769230769230769,0.9574468085106382
"{'housemaid', 'technician', 'blue-collar'}", --> ,{'admin.'},0.5769230769230769,0.9782608695652173
"{'housemaid', 'technician', 'admin.'}", --> ,{'blue-collar'},0.5769230769230769,0.9574468085106382
"{'housemaid', 'blue-collar', 'admin.'}", --> ,{'technician'},0.5769230769230769,0.9782608695652173
"{'technician', 'blue-collar', 'admin.'}", --> ,{'housemaid'},0.5769230769230769,0.9782608695652173
{'technician'}, --> ,"{'management', 'blue-collar', 'admin.'}",0.5641025641025641,0.8799999999999999
{'admin.'}, --> ,"{'technician', 'blue-collar', 'management'}",0.5641025641025641,0.8627450980392156
{'blue-collar'}, --> ,"{'technician', 'management', 'admin.'}",0.5641025641025641,0.8979591836734694
{'management'}, --> ,"{'technician', 'blue-collar', 'admin.'}",0.5641025641025641,0.8627450980392156
"{'technician', 'admin.'}", --> ,"{'blue-collar', 'management'}",0.5641025641025641,0.9166666666666666
"{'technician', 'blue-collar'}", --> ,"{'management', 'admin.'}",0.5641025641025641,0.9361702127659575
"{'technician', 'management'}", --> ,"{'blue-collar', 'admin.'}",0.5641025641025641,0.9361702127659575
"{'blue-collar', 'admin.'}", --> ,"{'technician', 'management'}",0.5641025641025641,0.9361702127659575
"{'management', 'admin.'}", --> ,"{'technician', 'blue-collar'}",0.5641025641025641,0.9361702127659575
"{'blue-collar', 'management'}", --> ,"{'technician', 'admin.'}",0.5641025641025641,0.9565217391304347
"{'technician', 'blue-collar', 'admin.'}", --> ,{'management'},0.5641025641025641,0.9565217391304347
"{'technician', 'admin.', 'management'}", --> ,{'blue-collar'},0.5641025641025641,0.9565217391304347
"{'technician', 'blue-collar', 'management'}", --> ,{'admin.'},0.5641025641025641,1.0
"{'management', 'blue-collar', 'admin.'}", --> ,{'technician'},0.5641025641025641,0.9777777777777779
{'blue-collar'}, --> ,"{'housemaid', 'technician', 'management', 'admin.'}",0.5641025641025641,0.8979591836734694
{'management'}, --> ,"{'housemaid', 'technician', 'blue-collar', 'admin.'}",0.5641025641025641,0.8627450980392156
{'housemaid'}, --> ,"{'technician', 'management', 'blue-collar', 'admin.'}",0.5641025641025641,0.7457627118644068
{'technician'}, --> ,"{'housemaid', 'management', 'blue-collar', 'admin.'}",0.5641025641025641,0.8799999999999999
{'admin.'}, --> ,"{'housemaid', 'technician', 'blue-collar', 'management'}",0.5641025641025641,0.8627450980392156
"{'blue-collar', 'management'}", --> ,"{'housemaid', 'technician', 'admin.'}",0.5641025641025641,0.9565217391304347
"{'housemaid', 'blue-collar'}", --> ,"{'technician', 'management', 'admin.'}",0.5641025641025641,0.9166666666666666
"{'technician', 'blue-collar'}", --> ,"{'housemaid', 'management', 'admin.'}",0.5641025641025641,0.9361702127659575
"{'blue-collar', 'admin.'}", --> ,"{'housemaid', 'technician', 'management'}",0.5641025641025641,0.9361702127659575
"{'housemaid', 'management'}", --> ,"{'technician', 'blue-collar', 'admin.'}",0.5641025641025641,0.8979591836734694
"{'technician', 'management'}", --> ,"{'housemaid', 'blue-collar', 'admin.'}",0.5641025641025641,0.9361702127659575
"{'admin.', 'management'}", --> ,"{'housemaid', 'technician', 'blue-collar'}",0.5641025641025641,0.9361702127659575
"{'housemaid', 'technician'}", --> ,"{'management', 'blue-collar', 'admin.'}",0.5641025641025641,0.9166666666666666
"{'housemaid', 'admin.'}", --> ,"{'technician', 'blue-collar', 'management'}",0.5641025641025641,0.8799999999999999
"{'technician', 'admin.'}", --> ,"{'housemaid', 'blue-collar', 'management'}",0.5641025641025641,0.9166666666666666
"{'housemaid', 'blue-collar', 'management'}", --> ,"{'technician', 'admin.'}",0.5641025641025641,0.9565217391304347
"{'technician', 'blue-collar', 'management'}", --> ,"{'housemaid', 'admin.'}",0.5641025641025641,1.0
"{'management', 'blue-collar', 'admin.'}", --> ,"{'housemaid', 'technician'}",0.5641025641025641,0.9777777777777779
"{'housemaid', 'technician', 'blue-collar'}", --> ,"{'management', 'admin.'}",0.5641025641025641,0.9565217391304347
"{'housemaid', 'blue-collar', 'admin.'}", --> ,"{'technician', 'management'}",0.5641025641025641,0.9565217391304347
"{'technician', 'blue-collar', 'admin.'}", --> ,"{'housemaid', 'management'}",0.5641025641025641,0.9565217391304347
"{'housemaid', 'technician', 'management'}", --> ,"{'blue-collar', 'admin.'}",0.5641025641025641,0.9565217391304347
"{'housemaid', 'admin.', 'management'}", --> ,"{'technician', 'blue-collar'}",0.5641025641025641,0.9361702127659575
"{'technician', 'admin.', 'management'}", --> ,"{'housemaid', 'blue-collar'}",0.5641025641025641,0.9565217391304347
"{'housemaid', 'technician', 'admin.'}", --> ,"{'blue-collar', 'management'}",0.5641025641025641,0.9361702127659575
"{'housemaid', 'technician', 'blue-collar', 'management'}", --> ,{'admin.'},0.5641025641025641,1.0
"{'housemaid', 'management', 'blue-collar', 'admin.'}", --> ,{'technician'},0.5641025641025641,0.9777777777777779
"{'technician', 'management', 'blue-collar', 'admin.'}", --> ,{'housemaid'},0.5641025641025641,1.0
"{'housemaid', 'technician', 'blue-collar', 'admin.'}", --> ,{'management'},0.5641025641025641,0.9777777777777779
"{'housemaid', 'technician', 'admin.', 'management'}", --> ,{'blue-collar'},0.5641025641025641,0.9565217391304347
{'housemaid'}, --> ,"{'technician', 'blue-collar'}",0.5897435897435898,0.7796610169491526
{'technician'}, --> ,"{'housemaid', 'blue-collar'}",0.5897435897435898,0.9199999999999999
{'blue-collar'}, --> ,"{'housemaid', 'technician'}",0.5897435897435898,0.9387755102040817
"{'housemaid', 'technician'}", --> ,{'blue-collar'},0.5897435897435898,0.9583333333333333
"{'housemaid', 'blue-collar'}", --> ,{'technician'},0.5897435897435898,0.9583333333333333
"{'technician', 'blue-collar'}", --> ,{'housemaid'},0.5897435897435898,0.9787234042553192
{'retired'}, --> ,"{'housemaid', 'technician', 'blue-collar'}",0.5,0.582089552238806
{'housemaid'}, --> ,"{'retired', 'technician', 'blue-collar'}",0.5,0.6610169491525424
{'technician'}, --> ,"{'retired', 'housemaid', 'blue-collar'}",0.5,0.7799999999999999
{'blue-collar'}, --> ,"{'retired', 'housemaid', 'technician'}",0.5,0.7959183673469388
"{'retired', 'housemaid'}", --> ,"{'technician', 'blue-collar'}",0.5,0.75
"{'retired', 'technician'}", --> ,"{'housemaid', 'blue-collar'}",0.5,0.9285714285714286
"{'retired', 'blue-collar'}", --> ,"{'housemaid', 'technician'}",0.5,0.9512195121951219
"{'housemaid', 'technician'}", --> ,"{'retired', 'blue-collar'}",0.5,0.8125
"{'housemaid', 'blue-collar'}", --> ,"{'retired', 'technician'}",0.5,0.8125
"{'technician', 'blue-collar'}", --> ,"{'retired', 'housemaid'}",0.5,0.8297872340425533
