Body,Implies,Head,Support,Confidence
{'unemployed'}, --> ,{'housemaid'},0.5512820512820513,1.0
{'unknown'}, --> ,{'housemaid'},0.6025641025641025,0.9791666666666665
{'housemaid'}, --> ,{'unknown'},0.6025641025641025,0.7966101694915254
{'management'}, --> ,{'retired'},0.5641025641025641,0.8627450980392156
{'retired'}, --> ,{'management'},0.5641025641025641,0.6567164179104478
{'self-employed'}, --> ,{'management'},0.5641025641025641,0.9777777777777779
{'management'}, --> ,{'self-employed'},0.5641025641025641,0.8627450980392156
{'management'}, --> ,{'services'},0.5256410256410257,0.803921568627451
{'services'}, --> ,{'management'},0.5256410256410257,0.9534883720930232
{'technician'}, --> ,{'management'},0.6025641025641025,0.9399999999999998
{'management'}, --> ,{'technician'},0.6025641025641025,0.9215686274509803
{'management'}, --> ,{'unemployed'},0.5512820512820513,0.8431372549019608
{'unemployed'}, --> ,{'management'},0.5512820512820513,1.0
{'unknown'}, --> ,{'management'},0.5512820512820513,0.8958333333333334
{'management'}, --> ,{'unknown'},0.5512820512820513,0.8431372549019608
{'technician'}, --> ,{'retired'},0.5384615384615384,0.8399999999999999
{'retired'}, --> ,{'technician'},0.5384615384615384,0.6268656716417911
{'unknown'}, --> ,{'retired'},0.5512820512820513,0.8958333333333334
{'retired'}, --> ,{'unknown'},0.5512820512820513,0.6417910447761195
{'self-employed'}, --> ,{'services'},0.5256410256410257,0.9111111111111112
{'services'}, --> ,{'self-employed'},0.5256410256410257,0.9534883720930232
{'technician'}, --> ,{'self-employed'},0.5512820512820513,0.86
{'self-employed'}, --> ,{'technician'},0.5512820512820513,0.9555555555555557
{'self-employed'}, --> ,{'unemployed'},0.5256410256410257,0.9111111111111112
{'unemployed'}, --> ,{'self-employed'},0.5256410256410257,0.9534883720930232
{'unknown'}, --> ,{'self-employed'},0.5128205128205128,0.8333333333333333
{'self-employed'}, --> ,{'unknown'},0.5128205128205128,0.8888888888888888
{'technician'}, --> ,{'services'},0.5512820512820513,0.86
{'services'}, --> ,{'technician'},0.5512820512820513,1.0
{'unemployed'}, --> ,{'services'},0.5256410256410257,0.9534883720930232
{'services'}, --> ,{'unemployed'},0.5256410256410257,0.9534883720930232
{'technician'}, --> ,{'unemployed'},0.5512820512820513,0.86
{'unemployed'}, --> ,{'technician'},0.5512820512820513,1.0
{'technician'}, --> ,{'unknown'},0.5512820512820513,0.86
{'unknown'}, --> ,{'technician'},0.5512820512820513,0.8958333333333334
{'unknown'}, --> ,{'unemployed'},0.5,0.8125
{'unemployed'}, --> ,{'unknown'},0.5,0.9069767441860465
{'entrepreneur'}, --> ,"{'blue-collar', 'admin.'}",0.5256410256410257,0.9761904761904763
{'blue-collar'}, --> ,"{'entrepreneur', 'admin.'}",0.5256410256410257,0.8367346938775511
{'admin.'}, --> ,"{'entrepreneur', 'blue-collar'}",0.5256410256410257,0.803921568627451
"{'entrepreneur', 'blue-collar'}", --> ,{'admin.'},0.5256410256410257,0.9761904761904763
"{'entrepreneur', 'admin.'}", --> ,{'blue-collar'},0.5256410256410257,1.0
"{'blue-collar', 'admin.'}", --> ,{'entrepreneur'},0.5256410256410257,0.8723404255319149
{'housemaid'}, --> ,"{'blue-collar', 'admin.'}",0.5897435897435898,0.7796610169491526
{'blue-collar'}, --> ,"{'housemaid', 'admin.'}",0.5897435897435898,0.9387755102040817
{'admin.'}, --> ,"{'housemaid', 'blue-collar'}",0.5897435897435898,0.9019607843137255
"{'housemaid', 'blue-collar'}", --> ,{'admin.'},0.5897435897435898,0.9583333333333333
"{'housemaid', 'admin.'}", --> ,{'blue-collar'},0.5897435897435898,0.9199999999999999
"{'blue-collar', 'admin.'}", --> ,{'housemaid'},0.5897435897435898,0.9787234042553192
{'blue-collar'}, --> ,"{'management', 'admin.'}",0.5769230769230769,0.9183673469387754
{'management'}, --> ,"{'blue-collar', 'admin.'}",0.5769230769230769,0.8823529411764705
{'admin.'}, --> ,"{'blue-collar', 'management'}",0.5769230769230769,0.8823529411764705
"{'blue-collar', 'management'}", --> ,{'admin.'},0.5769230769230769,0.9782608695652173
"{'blue-collar', 'admin.'}", --> ,{'management'},0.5769230769230769,0.9574468085106382
"{'management', 'admin.'}", --> ,{'blue-collar'},0.5769230769230769,0.9574468085106382
{'blue-collar'}, --> ,"{'admin.', 'retired'}",0.5,0.7959183673469388
{'retired'}, --> ,"{'blue-collar', 'admin.'}",0.5,0.582089552238806
{'admin.'}, --> ,"{'blue-collar', 'retired'}",0.5,0.7647058823529411
"{'blue-collar', 'retired'}", --> ,{'admin.'},0.5,0.9512195121951219
"{'blue-collar', 'admin.'}", --> ,{'retired'},0.5,0.8297872340425533
"{'admin.', 'retired'}", --> ,{'blue-collar'},0.5,0.9069767441860465
{'self-employed'}, --> ,"{'blue-collar', 'admin.'}",0.5512820512820513,0.9555555555555557
{'blue-collar'}, --> ,"{'self-employed', 'admin.'}",0.5512820512820513,0.8775510204081634
{'admin.'}, --> ,"{'self-employed', 'blue-collar'}",0.5512820512820513,0.8431372549019608
"{'self-employed', 'blue-collar'}", --> ,{'admin.'},0.5512820512820513,1.0
"{'self-employed', 'admin.'}", --> ,{'blue-collar'},0.5512820512820513,0.9555555555555557
"{'blue-collar', 'admin.'}", --> ,{'self-employed'},0.5512820512820513,0.9148936170212767
{'blue-collar'}, --> ,"{'admin.', 'services'}",0.5384615384615384,0.8571428571428571
{'admin.'}, --> ,"{'blue-collar', 'services'}",0.5384615384615384,0.8235294117647058
{'services'}, --> ,"{'blue-collar', 'admin.'}",0.5384615384615384,0.9767441860465115
"{'blue-collar', 'admin.'}", --> ,{'services'},0.5384615384615384,0.8936170212765957
"{'blue-collar', 'services'}", --> ,{'admin.'},0.5384615384615384,0.9767441860465115
"{'admin.', 'services'}", --> ,{'blue-collar'},0.5384615384615384,1.0
{'technician'}, --> ,"{'blue-collar', 'admin.'}",0.5897435897435898,0.9199999999999999
{'blue-collar'}, --> ,"{'technician', 'admin.'}",0.5897435897435898,0.9387755102040817
{'admin.'}, --> ,"{'technician', 'blue-collar'}",0.5897435897435898,0.9019607843137255
"{'technician', 'blue-collar'}", --> ,{'admin.'},0.5897435897435898,0.9787234042553192
"{'technician', 'admin.'}", --> ,{'blue-collar'},0.5897435897435898,0.9583333333333333
"{'blue-collar', 'admin.'}", --> ,{'technician'},0.5897435897435898,0.9787234042553192
{'blue-collar'}, --> ,"{'admin.', 'unemployed'}",0.5384615384615384,0.8571428571428571
{'admin.'}, --> ,"{'blue-collar', 'unemployed'}",0.5384615384615384,0.8235294117647058
{'unemployed'}, --> ,"{'blue-collar', 'admin.'}",0.5384615384615384,0.9767441860465115
"{'blue-collar', 'admin.'}", --> ,{'unemployed'},0.5384615384615384,0.8936170212765957
"{'blue-collar', 'unemployed'}", --> ,{'admin.'},0.5384615384615384,1.0
"{'admin.', 'unemployed'}", --> ,{'blue-collar'},0.5384615384615384,0.9767441860465115
{'unknown'}, --> ,"{'blue-collar', 'admin.'}",0.5128205128205128,0.8333333333333333
{'blue-collar'}, --> ,"{'unknown', 'admin.'}",0.5128205128205128,0.8163265306122448
{'admin.'}, --> ,"{'unknown', 'blue-collar'}",0.5128205128205128,0.784313725490196
"{'unknown', 'blue-collar'}", --> ,{'admin.'},0.5128205128205128,0.9756097560975608
"{'unknown', 'admin.'}", --> ,{'blue-collar'},0.5128205128205128,0.9090909090909091
"{'blue-collar', 'admin.'}", --> ,{'unknown'},0.5128205128205128,0.851063829787234
{'entrepreneur'}, --> ,"{'housemaid', 'admin.'}",0.5128205128205128,0.9523809523809523
{'housemaid'}, --> ,"{'entrepreneur', 'admin.'}",0.5128205128205128,0.6779661016949152
{'admin.'}, --> ,"{'entrepreneur', 'housemaid'}",0.5128205128205128,0.784313725490196
"{'entrepreneur', 'housemaid'}", --> ,{'admin.'},0.5128205128205128,0.9756097560975608
"{'entrepreneur', 'admin.'}", --> ,{'housemaid'},0.5128205128205128,0.9756097560975608
"{'housemaid', 'admin.'}", --> ,{'entrepreneur'},0.5128205128205128,0.7999999999999998
{'entrepreneur'}, --> ,"{'management', 'admin.'}",0.5128205128205128,0.9523809523809523
{'management'}, --> ,"{'entrepreneur', 'admin.'}",0.5128205128205128,0.784313725490196
{'admin.'}, --> ,"{'entrepreneur', 'management'}",0.5128205128205128,0.784313725490196
"{'entrepreneur', 'management'}", --> ,{'admin.'},0.5128205128205128,1.0
"{'entrepreneur', 'admin.'}", --> ,{'management'},0.5128205128205128,0.9756097560975608
"{'management', 'admin.'}", --> ,{'entrepreneur'},0.5128205128205128,0.851063829787234
{'entrepreneur'}, --> ,"{'self-employed', 'admin.'}",0.5128205128205128,0.9523809523809523
{'admin.'}, --> ,"{'entrepreneur', 'self-employed'}",0.5128205128205128,0.784313725490196
{'self-employed'}, --> ,"{'entrepreneur', 'admin.'}",0.5128205128205128,0.8888888888888888
"{'entrepreneur', 'admin.'}", --> ,{'self-employed'},0.5128205128205128,0.9756097560975608
"{'entrepreneur', 'self-employed'}", --> ,{'admin.'},0.5128205128205128,1.0
"{'self-employed', 'admin.'}", --> ,{'entrepreneur'},0.5128205128205128,0.8888888888888888
{'entrepreneur'}, --> ,"{'admin.', 'services'}",0.5128205128205128,0.9523809523809523
{'admin.'}, --> ,"{'entrepreneur', 'services'}",0.5128205128205128,0.784313725490196
{'services'}, --> ,"{'entrepreneur', 'admin.'}",0.5128205128205128,0.9302325581395348
"{'entrepreneur', 'admin.'}", --> ,{'services'},0.5128205128205128,0.9756097560975608
"{'entrepreneur', 'services'}", --> ,{'admin.'},0.5128205128205128,0.9756097560975608
"{'admin.', 'services'}", --> ,{'entrepreneur'},0.5128205128205128,0.9523809523809523
{'technician'}, --> ,"{'entrepreneur', 'admin.'}",0.5256410256410257,0.82
{'entrepreneur'}, --> ,"{'technician', 'admin.'}",0.5256410256410257,0.9761904761904763
{'admin.'}, --> ,"{'technician', 'entrepreneur'}",0.5256410256410257,0.803921568627451
"{'technician', 'entrepreneur'}", --> ,{'admin.'},0.5256410256410257,0.9761904761904763
"{'technician', 'admin.'}", --> ,{'entrepreneur'},0.5256410256410257,0.8541666666666666
"{'entrepreneur', 'admin.'}", --> ,{'technician'},0.5256410256410257,1.0
{'entrepreneur'}, --> ,"{'admin.', 'unemployed'}",0.5,0.9285714285714286
{'admin.'}, --> ,"{'entrepreneur', 'unemployed'}",0.5,0.7647058823529411
{'unemployed'}, --> ,"{'entrepreneur', 'admin.'}",0.5,0.9069767441860465
"{'entrepreneur', 'admin.'}", --> ,{'unemployed'},0.5,0.9512195121951219
"{'entrepreneur', 'unemployed'}", --> ,{'admin.'},0.5,1.0
"{'admin.', 'unemployed'}", --> ,{'entrepreneur'},0.5,0.9069767441860465
{'housemaid'}, --> ,"{'management', 'admin.'}",0.6025641025641025,0.7966101694915254
{'management'}, --> ,"{'housemaid', 'admin.'}",0.6025641025641025,0.9215686274509803
{'admin.'}, --> ,"{'housemaid', 'management'}",0.6025641025641025,0.9215686274509803
"{'housemaid', 'management'}", --> ,{'admin.'},0.6025641025641025,0.9591836734693877
"{'housemaid', 'admin.'}", --> ,{'management'},0.6025641025641025,0.9399999999999998
"{'management', 'admin.'}", --> ,{'housemaid'},0.6025641025641025,1.0
{'housemaid'}, --> ,"{'admin.', 'retired'}",0.5512820512820513,0.728813559322034
{'retired'}, --> ,"{'housemaid', 'admin.'}",0.5512820512820513,0.6417910447761195
{'admin.'}, --> ,"{'housemaid', 'retired'}",0.5512820512820513,0.8431372549019608
"{'housemaid', 'retired'}", --> ,{'admin.'},0.5512820512820513,0.826923076923077
"{'housemaid', 'admin.'}", --> ,{'retired'},0.5512820512820513,0.86
"{'admin.', 'retired'}", --> ,{'housemaid'},0.5512820512820513,1.0
{'self-employed'}, --> ,"{'housemaid', 'admin.'}",0.5769230769230769,1.0
{'housemaid'}, --> ,"{'self-employed', 'admin.'}",0.5769230769230769,0.7627118644067796
{'admin.'}, --> ,"{'self-employed', 'housemaid'}",0.5769230769230769,0.8823529411764705
"{'self-employed', 'housemaid'}", --> ,{'admin.'},0.5769230769230769,1.0
"{'self-employed', 'admin.'}", --> ,{'housemaid'},0.5769230769230769,1.0
"{'housemaid', 'admin.'}", --> ,{'self-employed'},0.5769230769230769,0.8999999999999998
{'housemaid'}, --> ,"{'admin.', 'services'}",0.5256410256410257,0.6949152542372882
{'admin.'}, --> ,"{'housemaid', 'services'}",0.5256410256410257,0.803921568627451
{'services'}, --> ,"{'housemaid', 'admin.'}",0.5256410256410257,0.9534883720930232
"{'housemaid', 'admin.'}", --> ,{'services'},0.5256410256410257,0.82
"{'housemaid', 'services'}", --> ,{'admin.'},0.5256410256410257,0.9761904761904763
"{'admin.', 'services'}", --> ,{'housemaid'},0.5256410256410257,0.9761904761904763
{'technician'}, --> ,"{'housemaid', 'admin.'}",0.6025641025641025,0.9399999999999998
{'housemaid'}, --> ,"{'technician', 'admin.'}",0.6025641025641025,0.7966101694915254
{'admin.'}, --> ,"{'technician', 'housemaid'}",0.6025641025641025,0.9215686274509803
"{'technician', 'housemaid'}", --> ,{'admin.'},0.6025641025641025,0.9791666666666665
"{'technician', 'admin.'}", --> ,{'housemaid'},0.6025641025641025,0.9791666666666665
"{'housemaid', 'admin.'}", --> ,{'technician'},0.6025641025641025,0.9399999999999998
{'housemaid'}, --> ,"{'admin.', 'unemployed'}",0.5512820512820513,0.728813559322034
{'admin.'}, --> ,"{'housemaid', 'unemployed'}",0.5512820512820513,0.8431372549019608
{'unemployed'}, --> ,"{'housemaid', 'admin.'}",0.5512820512820513,1.0
"{'housemaid', 'admin.'}", --> ,{'unemployed'},0.5512820512820513,0.86
"{'housemaid', 'unemployed'}", --> ,{'admin.'},0.5512820512820513,1.0
"{'admin.', 'unemployed'}", --> ,{'housemaid'},0.5512820512820513,1.0
{'unknown'}, --> ,"{'housemaid', 'admin.'}",0.5641025641025641,0.9166666666666666
{'housemaid'}, --> ,"{'unknown', 'admin.'}",0.5641025641025641,0.7457627118644068
{'admin.'}, --> ,"{'unknown', 'housemaid'}",0.5641025641025641,0.8627450980392156
"{'unknown', 'housemaid'}", --> ,{'admin.'},0.5641025641025641,0.9361702127659575
"{'unknown', 'admin.'}", --> ,{'housemaid'},0.5641025641025641,1.0
"{'housemaid', 'admin.'}", --> ,{'unknown'},0.5641025641025641,0.8799999999999999
{'retired'}, --> ,"{'management', 'admin.'}",0.5128205128205128,0.5970149253731343
{'management'}, --> ,"{'retired', 'admin.'}",0.5128205128205128,0.784313725490196
{'admin.'}, --> ,"{'management', 'retired'}",0.5128205128205128,0.784313725490196
"{'management', 'retired'}", --> ,{'admin.'},0.5128205128205128,0.9090909090909091
"{'admin.', 'retired'}", --> ,{'management'},0.5128205128205128,0.9302325581395348
"{'management', 'admin.'}", --> ,{'retired'},0.5128205128205128,0.851063829787234
{'self-employed'}, --> ,"{'management', 'admin.'}",0.5641025641025641,0.9777777777777779
{'management'}, --> ,"{'self-employed', 'admin.'}",0.5641025641025641,0.8627450980392156
{'admin.'}, --> ,"{'self-employed', 'management'}",0.5641025641025641,0.8627450980392156
"{'self-employed', 'management'}", --> ,{'admin.'},0.5641025641025641,1.0
"{'self-employed', 'admin.'}", --> ,{'management'},0.5641025641025641,0.9777777777777779
"{'management', 'admin.'}", --> ,{'self-employed'},0.5641025641025641,0.9361702127659575
{'management'}, --> ,"{'admin.', 'services'}",0.5256410256410257,0.803921568627451
{'admin.'}, --> ,"{'management', 'services'}",0.5256410256410257,0.803921568627451
{'services'}, --> ,"{'management', 'admin.'}",0.5256410256410257,0.9534883720930232
"{'management', 'admin.'}", --> ,{'services'},0.5256410256410257,0.8723404255319149
"{'management', 'services'}", --> ,{'admin.'},0.5256410256410257,1.0
"{'admin.', 'services'}", --> ,{'management'},0.5256410256410257,0.9761904761904763
{'technician'}, --> ,"{'management', 'admin.'}",0.5897435897435898,0.9199999999999999
{'management'}, --> ,"{'technician', 'admin.'}",0.5897435897435898,0.9019607843137255
{'admin.'}, --> ,"{'technician', 'management'}",0.5897435897435898,0.9019607843137255
"{'technician', 'management'}", --> ,{'admin.'},0.5897435897435898,0.9787234042553192
"{'technician', 'admin.'}", --> ,{'management'},0.5897435897435898,0.9583333333333333
"{'management', 'admin.'}", --> ,{'technician'},0.5897435897435898,0.9787234042553192
{'management'}, --> ,"{'admin.', 'unemployed'}",0.5512820512820513,0.8431372549019608
{'admin.'}, --> ,"{'management', 'unemployed'}",0.5512820512820513,0.8431372549019608
{'unemployed'}, --> ,"{'management', 'admin.'}",0.5512820512820513,1.0
"{'management', 'admin.'}", --> ,{'unemployed'},0.5512820512820513,0.9148936170212767
"{'management', 'unemployed'}", --> ,{'admin.'},0.5512820512820513,1.0
"{'admin.', 'unemployed'}", --> ,{'management'},0.5512820512820513,1.0
{'unknown'}, --> ,"{'management', 'admin.'}",0.5384615384615384,0.8749999999999999
{'management'}, --> ,"{'unknown', 'admin.'}",0.5384615384615384,0.8235294117647058
{'admin.'}, --> ,"{'unknown', 'management'}",0.5384615384615384,0.8235294117647058
"{'unknown', 'management'}", --> ,{'admin.'},0.5384615384615384,0.9767441860465115
"{'unknown', 'admin.'}", --> ,{'management'},0.5384615384615384,0.9545454545454545
"{'management', 'admin.'}", --> ,{'unknown'},0.5384615384615384,0.8936170212765957
{'technician'}, --> ,"{'admin.', 'retired'}",0.5128205128205128,0.7999999999999998
{'retired'}, --> ,"{'technician', 'admin.'}",0.5128205128205128,0.5970149253731343
{'admin.'}, --> ,"{'technician', 'retired'}",0.5128205128205128,0.784313725490196
"{'technician', 'retired'}", --> ,{'admin.'},0.5128205128205128,0.9523809523809523
"{'technician', 'admin.'}", --> ,{'retired'},0.5128205128205128,0.8333333333333333
"{'admin.', 'retired'}", --> ,{'technician'},0.5128205128205128,0.9302325581395348
{'unknown'}, --> ,"{'admin.', 'retired'}",0.5,0.8125
{'retired'}, --> ,"{'unknown', 'admin.'}",0.5,0.582089552238806
{'admin.'}, --> ,"{'unknown', 'retired'}",0.5,0.7647058823529411
"{'unknown', 'retired'}", --> ,{'admin.'},0.5,0.9069767441860465
"{'unknown', 'admin.'}", --> ,{'retired'},0.5,0.8863636363636364
"{'admin.', 'retired'}", --> ,{'unknown'},0.5,0.9069767441860465
{'self-employed'}, --> ,"{'admin.', 'services'}",0.5256410256410257,0.9111111111111112
{'admin.'}, --> ,"{'self-employed', 'services'}",0.5256410256410257,0.803921568627451
{'services'}, --> ,"{'self-employed', 'admin.'}",0.5256410256410257,0.9534883720930232
"{'self-employed', 'admin.'}", --> ,{'services'},0.5256410256410257,0.9111111111111112
"{'self-employed', 'services'}", --> ,{'admin.'},0.5256410256410257,1.0
"{'admin.', 'services'}", --> ,{'self-employed'},0.5256410256410257,0.9761904761904763
{'technician'}, --> ,"{'self-employed', 'admin.'}",0.5512820512820513,0.86
{'self-employed'}, --> ,"{'technician', 'admin.'}",0.5512820512820513,0.9555555555555557
{'admin.'}, --> ,"{'technician', 'self-employed'}",0.5512820512820513,0.8431372549019608
"{'technician', 'self-employed'}", --> ,{'admin.'},0.5512820512820513,1.0
"{'technician', 'admin.'}", --> ,{'self-employed'},0.5512820512820513,0.8958333333333334
"{'self-employed', 'admin.'}", --> ,{'technician'},0.5512820512820513,0.9555555555555557
{'self-employed'}, --> ,"{'admin.', 'unemployed'}",0.5256410256410257,0.9111111111111112
{'admin.'}, --> ,"{'self-employed', 'unemployed'}",0.5256410256410257,0.803921568627451
{'unemployed'}, --> ,"{'self-employed', 'admin.'}",0.5256410256410257,0.9534883720930232
"{'self-employed', 'admin.'}", --> ,{'unemployed'},0.5256410256410257,0.9111111111111112
"{'self-employed', 'unemployed'}", --> ,{'admin.'},0.5256410256410257,1.0
"{'admin.', 'unemployed'}", --> ,{'self-employed'},0.5256410256410257,0.9534883720930232
{'unknown'}, --> ,"{'self-employed', 'admin.'}",0.5128205128205128,0.8333333333333333
{'self-employed'}, --> ,"{'unknown', 'admin.'}",0.5128205128205128,0.8888888888888888
{'admin.'}, --> ,"{'unknown', 'self-employed'}",0.5128205128205128,0.784313725490196
"{'unknown', 'self-employed'}", --> ,{'admin.'},0.5128205128205128,1.0
"{'unknown', 'admin.'}", --> ,{'self-employed'},0.5128205128205128,0.9090909090909091
"{'self-employed', 'admin.'}", --> ,{'unknown'},0.5128205128205128,0.8888888888888888
{'technician'}, --> ,"{'admin.', 'services'}",0.5384615384615384,0.8399999999999999
{'admin.'}, --> ,"{'technician', 'services'}",0.5384615384615384,0.8235294117647058
{'services'}, --> ,"{'technician', 'admin.'}",0.5384615384615384,0.9767441860465115
"{'technician', 'admin.'}", --> ,{'services'},0.5384615384615384,0.8749999999999999
"{'technician', 'services'}", --> ,{'admin.'},0.5384615384615384,0.9767441860465115
"{'admin.', 'services'}", --> ,{'technician'},0.5384615384615384,1.0
{'unemployed'}, --> ,"{'admin.', 'services'}",0.5256410256410257,0.9534883720930232
{'admin.'}, --> ,"{'unemployed', 'services'}",0.5256410256410257,0.803921568627451
{'services'}, --> ,"{'admin.', 'unemployed'}",0.5256410256410257,0.9534883720930232
"{'admin.', 'unemployed'}", --> ,{'services'},0.5256410256410257,0.9534883720930232
"{'services', 'unemployed'}", --> ,{'admin.'},0.5256410256410257,1.0
"{'admin.', 'services'}", --> ,{'unemployed'},0.5256410256410257,0.9761904761904763
{'technician'}, --> ,"{'admin.', 'unemployed'}",0.5512820512820513,0.86
{'admin.'}, --> ,"{'technician', 'unemployed'}",0.5512820512820513,0.8431372549019608
{'unemployed'}, --> ,"{'technician', 'admin.'}",0.5512820512820513,1.0
"{'technician', 'admin.'}", --> ,{'unemployed'},0.5512820512820513,0.8958333333333334
"{'technician', 'unemployed'}", --> ,{'admin.'},0.5512820512820513,1.0
"{'admin.', 'unemployed'}", --> ,{'technician'},0.5512820512820513,1.0
{'technician'}, --> ,"{'unknown', 'admin.'}",0.5384615384615384,0.8399999999999999
{'unknown'}, --> ,"{'technician', 'admin.'}",0.5384615384615384,0.8749999999999999
{'admin.'}, --> ,"{'technician', 'unknown'}",0.5384615384615384,0.8235294117647058
"{'technician', 'unknown'}", --> ,{'admin.'},0.5384615384615384,0.9767441860465115
"{'technician', 'admin.'}", --> ,{'unknown'},0.5384615384615384,0.8749999999999999
"{'unknown', 'admin.'}", --> ,{'technician'},0.5384615384615384,0.9545454545454545
{'unknown'}, --> ,"{'admin.', 'unemployed'}",0.5,0.8125
{'admin.'}, --> ,"{'unknown', 'unemployed'}",0.5,0.7647058823529411
{'unemployed'}, --> ,"{'unknown', 'admin.'}",0.5,0.9069767441860465
"{'unknown', 'admin.'}", --> ,{'unemployed'},0.5,0.8863636363636364
"{'unknown', 'unemployed'}", --> ,{'admin.'},0.5,1.0
"{'admin.', 'unemployed'}", --> ,{'unknown'},0.5,0.9069767441860465
{'entrepreneur'}, --> ,"{'housemaid', 'blue-collar'}",0.5256410256410257,0.9761904761904763
{'blue-collar'}, --> ,"{'entrepreneur', 'housemaid'}",0.5256410256410257,0.8367346938775511
{'housemaid'}, --> ,"{'entrepreneur', 'blue-collar'}",0.5256410256410257,0.6949152542372882
