TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season
122,female,12,0,0,4,2,7,2,1,1
123,female,8,10,1,1,6,2,1,3,3
124,female,14,11,9,1,0,0,0,0,2
125,male,13,6,9,4,4,4,0,3,3
126,female,4,6,7,6,3,6,1,1,2
127,female,19,2,7,6,0,3,4,1,2
128,female,8,7,6,0,1,1,2,4,2
129,male,0,6,4,7,4,0,3,2,2
130,female,15,6,6,6,5,1,5,1,1
131,male,14,7,6,7,0,8,3,3,3
132,female,10,9,4,1,4,6,1,2,2
133,male,18,9,3,7,3,5,5,0,2
134,male,10,7,9,2,0,7,6,0,0
135,female,0,7,2,5,2,9,6,1,0
136,female,5,8,7,1,4,6,1,2,0
137,female,11,2,3,6,4,6,5,4,2
138,male,19,3,1,2,7,0,3,3,1
139,male,6,3,9,2,2,1,0,4,1
140,female,0,10,8,7,1,7,5,1,1
141,male,5,5,7,4,5,0,6,4,3
142,female,7,8,2,1,7,6,0,3,0
143,female,16,10,3,3,5,6,2,1,2
144,female,6,5,1,0,5,0,1,1,3
145,female,5,3,3,1,6,1,6,0,0
146,male,6,1,4,6,1,1,4,0,3
147,female,9,11,8,5,2,3,3,2,3
148,male,10,11,3,3,0,1,1,2,2
149,male,5,5,5,7,0,3,4,0,2
150,male,3,5,4,5,4,0,1,3,2
151,male,16,5,9,7,0,7,2,3,3
152,female,19,8,5,6,6,2,6,0,2
153,male,10,1,7,3,7,6,6,1,3
154,female,14,2,4,2,3,2,6,1,1
155,female,1,1,2,3,5,0,1,3,3
156,male,4,9,5,4,5,6,2,2,2
157,female,16,11,4,4,1,8,5,3,0
158,male,4,7,7,6,7,7,0,2,1
159,female,9,4,6,6,5,5,3,4,2
160,female,13,0,6,2,1,8,4,0,2
161,female,8,11,0,7,7,9,1,1,3
162,male,15,11,9,5,2,1,3,1,1
163,male,12,4,5,6,5,8,2,3,2
164,male,1,5,2,0,0,1,4,2,0
165,male,2,6,7,3,5,4,2,2,1
166,female,7,4,6,0,2,9,6,1,1
167,male,2,3,6,6,7,0,4,0,1
168,female,4,8,8,4,0,6,4,4,1
169,male,1,2,0,6,5,4,0,3,0
170,female,2,3,5,6,5,2,0,3,3
171,male,2,4,4,1,7,4,3,0,0
172,male,2,5,6,5,1,1,1,4,2
173,female,17,9,2,7,0,1,1,2,0
174,female,18,10,9,0,4,8,2,0,2
175,female,5,4,7,4,6,3,3,1,2
176,male,12,7,4,6,0,5,3,1,2
177,female,10,5,6,2,6,9,0,1,3
178,male,11,9,4,5,1,6,2,3,1
179,female,7,3,8,3,2,5,6,4,2
180,male,0,3,6,0,1,4,1,4,1
181,female,18,3,0,5,5,5,0,2,0
182,male,19,4,8,4,0,2,4,2,0
183,female,18,6,5,3,6,1,5,4,3
184,male,15,6,7,7,6,0,4,4,1
185,female,12,9,1,7,3,7,0,4,1
186,female,0,9,2,5,5,6,6,2,0
187,male,1,11,3,6,4,9,2,2,1
188,female,1,7,2,1,4,0,6,3,1
189,female,1,1,6,4,5,7,0,0,3
190,male,18,10,0,5,3,0,4,2,2
191,female,17,2,7,0,7,0,4,2,0
192,male,3,2,8,2,3,5,4,2,3
193,female,1,3,2,3,7,0,3,1,2
194,male,0,11,0,5,4,3,1,3,2
195,female,6,7,5,2,7,3,1,0,2
196,male,3,5,0,7,7,5,5,2,3
197,male,8,9,9,1,2,9,2,3,2
198,male,4,0,9,5,4,6,3,2,1
199,female,2,6,1,0,7,5,3,0,0
200,female,18,8,2,5,0,1,1,2,3
201,male,5,5,4,2,7,2,4,3,1
202,male,2,1,0,0,3,8,6,4,1
203,male,14,11,4,1,6,6,3,0,3
204,male,17,4,7,7,2,4,3,1,3
205,male,4,1,3,5,2,2,0,1,1
206,male,18,9,8,0,7,0,2,3,3
207,male,6,0,3,2,4,8,3,3,1
208,female,1,5,1,7,2,0,3,2,2
209,male,5,9,5,1,2,5,1,4,2
210,female,16,10,5,1,2,0,2,4,3
211,male,2,9,9,4,6,3,2,0,0
212,female,14,6,1,4,3,2,3,4,3
213,male,9,0,4,5,1,1,1,4,0
214,female,8,0,2,4,5,4,4,2,0
215,male,17,6,7,2,1,4,1,1,2
216,female,6,5,4,1,3,8,6,2,2
217,male,11,0,7,5,2,5,2,4,0
218,male,4,9,3,4,7,4,3,1,2
219,female,0,11,8,3,7,9,4,0,2
220,male,0,6,4,1,0,3,2,2,1
221,male,6,7,8,0,5,0,0,3,1
222,female,14,7,5,3,2,9,6,3,2
223,female,6,6,8,4,2,7,0,4,2
224,female,6,0,2,0,5,4,4,1,3
225,male,18,8,9,6,1,1,4,2,3
226,female,2,3,5,3,0,3,4,0,3
227,female,5,1,2,7,7,7,1,0,0
228,female,13,2,2,5,1,6,2,4,0
229,male,5,11,3,2,6,6,3,4,3
230,female,2,1,8,5,6,0,3,3,0
231,female,18,6,9,0,4,8,6,4,0
232,female,16,3,4,6,3,2,4,4,2
233,female,6,5,1,5,2,2,5,2,1
234,male,7,6,6,2,0,0,2,4,0
235,male,5,8,7,1,7,8,6,3,0
236,female,17,7,8,0,6,2,4,3,2
237,female,4,8,3,6,1,4,5,4,2
238,male,0,7,0,5,2,7,2,0,2
239,female,18,0,7,1,6,7,4,0,1
240,female,8,6,7,6,2,8,4,3,0
241,male,11,2,7,1,4,0,4,0,3
242,female,16,10,7,1,3,7,5,0,3
243,male,7,6,1,6,5,6,4,0,2
244,male,16,6,9,4,1,0,0,2,2
245,female,8,0,4,3,5,4,1,4,0
246,female,17,9,2,4,2,2,4,0,0
247,female,15,6,2,7,4,6,0,2,0
248,female,9,0,6,1,0,7,1,3,3
249,female,9,4,6,6,2,6,3,4,1
250,female,15,9,9,3,5,7,5,3,1
251,female,1,1,5,0,4,6,5,2,0
252,female,6,1,4,7,0,7,6,4,2
253,female,4,8,9,3,4,5,6,4,1
254,male,12,11,4,7,2,6,2,2,3
255,male,10,1,2,0,1,4,6,1,0
256,male,2,10,7,2,6,2,5,2,1
257,female,9,0,3,6,1,4,3,3,1
258,male,10,3,3,0,1,3,3,0,3
259,male,3,6,7,3,7,0,2,0,3
260,female,14,0,9,4,4,4,5,0,1
261,male,11,0,2,3,1,7,6,2,0
262,female,3,2,5,4,3,5,1,3,2
263,female,3,6,3,1,3,9,3,0,1
264,female,14,10,5,1,1,7,3,1,2
265,female,8,1,8,5,5,2,3,4,1
266,female,5,2,0,3,0,7,3,4,2
267,female,1,5,3,4,6,3,5,0,1
268,female,11,5,8,3,4,7,4,1,1
269,female,0,5,5,2,3,7,5,4,2
270,male,1,4,2,6,6,8,5,4,2
271,female,7,11,9,0,0,0,1,3,2
272,male,16,9,8,0,6,4,6,3,2
273,female,14,3,6,5,4,6,0,3,0
274,male,12,6,8,1,0,0,4,3,1
275,male,16,1,1,7,6,6,1,1,3
276,female,1,6,1,1,1,0,1,1,2
277,male,4,8,8,4,3,1,6,0,2
278,male,5,3,0,7,1,1,1,3,2
279,female,0,7,4,3,7,2,2,4,1
280,male,1,3,5,7,1,1,6,2,1
281,female,18,11,5,3,0,6,2,4,3
282,male,18,2,4,4,1,1,6,1,3
283,male,15,9,9,4,7,9,5,0,2
284,female,6,7,5,0,6,5,1,3,1
285,female,6,2,5,5,3,5,2,4,0
286,male,5,1,9,4,6,1,6,2,0
287,male,4,1,6,6,4,8,2,0,0
288,male,13,3,0,5,5,2,1,2,1
289,female,12,9,6,0,6,0,2,2,0
290,female,15,9,2,7,2,3,3,2,0
291,female,15,8,7,6,1,9,6,4,0
292,female,1,0,8,0,3,9,3,3,0
293,female,1,0,2,4,6,2,2,1,2
294,female,1,10,9,7,1,7,5,2,1
295,female,4,10,9,6,6,1,5,4,3
296,female,12,6,2,2,0,1,6,3,0
297,female,18,1,3,0,0,4,4,3,1
298,male,7,2,2,2,6,5,5,0,0
299,male,19,3,4,3,1,9,1,2,1
300,male,19,2,7,1,5,5,2,0,1
301,female,14,0,7,6,7,3,4,1,0
302,male,2,7,1,5,4,5,4,4,2
303,female,1,5,8,5,1,6,1,0,1
304,female,1,3,5,0,2,4,5,1,2
305,male,8,2,8,0,4,0,5,1,2
306,female,0,7,3,4,1,0,5,4,0
307,male,13,11,5,1,1,6,6,2,0
308,female,8,9,7,3,1,6,4,0,1
309,male,16,8,2,5,6,3,4,3,0
310,female,17,8,8,2,3,8,1,0,2
311,male,19,11,9,1,3,1,5,3,1
312,male,7,4,5,0,0,9,5,2,0
313,female,2,1,2,6,1,1,5,3,3
314,male,11,0,8,2,2,3,5,3,2
315,female,10,3,0,0,3,2,1,0,1
316,female,13,3,6,2,5,4,5,0,3
317,female,1,5,3,0,3,4,1,4,0
318,male,13,8,7,6,5,6,6,2,2
319,male,3,10,9,2,0,5,2,2,1
320,female,12,9,4,3,4,8,2,3,3
321,male,16,8,2,4,5,7,0,3,1
322,female,5,6,0,4,2,5,4,1,0
323,male,15,2,9,2,1,2,1,1,0
324,male,5,7,1,0,2,8,5,3,1
325,male,19,10,8,7,3,5,0,2,0
326,male,18,4,6,7,6,8,5,2,0
327,female,10,2,6,6,6,7,3,1,3
328,female,19,10,1,1,1,8,6,2,0
329,female,11,7,9,5,0,0,6,4,0
330,female,1,11,5,5,7,6,5,1,3
331,male,5,6,4,7,5,9,1,4,3
332,male,7,4,9,2,3,8,3,4,2
333,male,9,9,8,5,4,3,2,4,1
334,male,6,7,7,4,6,6,1,0,2
335,male,12,7,3,2,6,3,2,4,1
336,female,4,4,8,3,7,9,3,3,3
337,male,13,5,0,0,1,4,2,0,1
338,female,7,4,2,0,2,8,6,2,0
339,female,2,11,9,4,7,1,3,1,2
340,male,2,8,4,5,7,6,1,0,3
341,male,18,7,3,7,1,0,6,1,2
342,female,17,11,2,6,7,8,0,1,0
343,female,13,10,7,5,0,1,1,3,0
344,male,17,4,2,4,1,4,0,0,1
345,male,9,2,3,5,2,1,1,1,1
346,male,8,7,7,0,7,8,0,0,3
347,female,6,4,6,7,1,6,5,3,0
348,male,10,2,5,0,1,6,0,2,2
349,female,11,6,2,3,4,7,3,2,1
350,male,14,3,3,6,7,4,3,2,0
351,female,19,0,9,2,1,4,3,2,1
352,male,17,10,5,2,3,7,5,0,2
353,male,0,0,1,7,2,6,1,2,0
354,female,12,3,1,7,4,6,3,1,2
355,female,16,2,5,7,7,6,4,0,3
356,female,5,3,6,4,7,9,3,0,2
357,male,0,1,5,2,2,9,5,2,3
358,female,15,9,7,5,6,0,1,1,1
359,male,11,2,5,2,6,5,2,1,2
360,male,10,1,2,6,2,5,4,2,3
361,male,0,9,1,3,7,3,1,4,1
362,female,8,6,0,1,5,6,6,1,2
363,female,1,11,6,1,3,8,5,2,0
364,female,17,10,9,4,0,0,3,3,1
365,female,15,11,7,0,5,2,2,4,2
366,male,18,9,6,1,4,8,6,2,0
367,female,15,9,8,1,0,1,6,1,1
368,female,9,1,3,1,4,7,4,3,3
369,male,18,2,6,3,3,3,4,4,2
370,male,16,1,0,0,4,9,6,3,0
371,male,13,8,1,4,3,1,5,0,0
372,female,13,8,9,6,2,0,5,0,1
373,male,11,4,0,7,1,8,4,1,2
374,male,1,3,7,7,2,8,6,3,0
375,male,0,11,8,3,2,7,3,4,3
376,male,3,3,8,5,6,6,1,4,0
377,female,1,7,7,0,0,3,3,1,1
378,male,6,3,0,2,7,6,4,3,2
379,female,1,1,6,3,0,0,3,2,0
380,male,12,8,2,0,7,2,1,2,2
381,male,3,2,1,4,4,6,6,4,1
382,female,7,10,3,1,5,7,4,2,0
383,female,10,7,7,3,4,6,6,2,2
384,female,5,2,0,5,0,2,2,4,0
385,female,0,10,3,3,7,5,6,0,1
386,female,19,3,7,4,3,1,1,1,2
387,female,15,3,7,5,2,8,0,2,1
388,female,6,2,8,0,6,8,4,2,3
389,male,18,7,2,4,3,7,4,0,0
390,male,9,4,4,6,1,1,5,0,1
391,male,3,10,4,0,3,2,1,3,3
392,male,12,0,3,5,0,7,6,1,1
393,female,13,6,2,2,1,7,2,0,1
394,male,3,7,9,5,1,2,0,2,0
395,male,3,3,6,6,1,1,4,4,3
396,male,19,1,2,1,7,2,0,1,1
397,female,8,1,7,4,7,1,3,3,1
398,female,19,4,2,2,6,9,2,0,0
399,female,18,1,8,2,4,0,1,3,3
400,female,5,0,4,4,5,5,2,3,3
401,male,4,7,1,5,2,5,2,3,2
402,male,14,11,9,5,6,6,0,2,3
403,male,4,5,6,1,2,2,5,2,0
404,male,10,1,0,4,2,8,5,4,3
405,male,6,10,9,0,4,2,0,4,3
406,male,11,8,1,1,5,3,4,1,3
407,female,10,3,9,3,7,1,1,0,2
408,male,14,0,5,5,2,9,3,4,0
409,female,18,0,7,3,0,4,1,0,3
410,male,8,11,8,7,2,8,4,3,2
411,female,1,3,1,0,1,1,3,0,1
412,male,1,10,9,6,3,3,1,1,0
413,female,17,2,3,7,5,2,2,0,0
414,female,18,9,7,5,2,9,2,0,0
415,male,19,8,3,1,5,0,2,3,0
416,male,8,5,7,6,3,7,3,2,0
417,male,6,9,2,5,0,0,6,0,1
418,male,16,10,1,5,5,9,3,0,1
419,female,3,7,6,5,3,1,6,1,3
420,male,19,1,5,4,6,6,3,4,3
421,female,2,6,6,6,4,6,1,2,3
422,female,11,3,9,0,7,8,1,3,2
423,male,9,10,2,5,6,8,3,0,0
424,female,16,4,8,2,7,6,5,4,0
425,male,6,9,3,1,5,4,0,4,2
426,male,1,7,0,0,6,2,5,2,1
427,male,16,6,0,3,2,6,0,3,1
428,male,14,7,5,1,6,0,2,1,1
429,female,0,9,9,0,2,8,6,2,3
430,male,1,4,7,6,2,9,0,3,1
431,female,14,10,9,3,7,2,6,1,1
432,male,4,3,8,0,6,2,2,3,2
433,male,10,3,6,5,5,6,5,1,2
434,male,6,5,1,1,4,3,5,2,2
435,female,3,5,8,5,1,3,5,3,0
436,male,18,2,4,0,0,1,1,2,1
437,male,4,0,9,1,2,3,2,4,1
438,male,13,4,7,2,0,6,1,2,3
439,female,6,8,9,0,3,0,5,1,1
440,female,2,2,1,6,4,6,2,1,0
441,female,13,1,2,4,4,8,3,3,0
442,female,19,3,5,2,2,6,1,4,0
443,male,12,4,0,0,4,8,0,1,3
444,male,0,3,8,6,5,9,4,3,2
445,female,6,2,5,2,0,7,5,1,2
446,female,12,1,9,3,0,7,6,3,0
447,female,19,5,0,5,5,7,5,4,2
448,female,4,4,3,6,2,3,6,2,2
449,female,11,4,8,7,1,6,0,1,1
450,male,6,1,6,3,5,4,6,4,0
451,female,9,8,8,1,5,9,1,0,1
452,female,13,1,3,4,5,8,6,4,1
453,male,12,10,7,7,1,0,1,0,1
454,female,8,10,6,5,1,8,1,1,2
455,male,16,5,0,1,6,7,4,0,2
456,male,15,2,3,2,5,1,5,2,2
457,female,6,10,3,3,1,9,5,1,3
458,female,10,0,4,6,6,2,3,4,1
459,male,0,8,0,2,3,1,0,1,0
460,female,8,6,1,7,1,7,3,2,1
461,female,19,6,5,6,6,8,2,0,3
462,female,18,8,4,4,6,8,3,2,3
463,female,0,4,3,6,3,4,4,3,0
464,female,1,5,8,3,0,1,4,1,2
465,male,5,10,7,4,0,9,4,3,2
466,male,13,2,8,2,6,9,5,1,0
467,female,14,0,0,5,3,9,2,3,1
468,male,8,0,5,6,3,9,5,2,0
469,female,12,10,8,3,2,7,6,1,2
470,male,18,5,5,4,7,4,0,4,0
471,male,7,1,3,6,0,1,4,2,2
472,female,16,1,9,6,7,6,4,2,0
473,female,12,9,4,7,6,0,6,4,0
474,female,4,0,4,6,7,7,3,2,3
475,female,8,4,4,6,4,0,4,4,3
476,female,10,3,4,6,4,8,1,4,3
477,female,13,4,1,5,4,6,1,2,0
478,female,7,2,6,3,3,5,6,3,0
479,male,7,2,7,1,3,3,2,3,1
480,female,3,2,0,4,0,1,5,3,2
481,female,3,5,8,1,4,2,0,1,2
482,female,15,2,6,5,3,2,6,1,0
483,female,7,5,5,0,3,3,4,2,1
484,female,8,9,9,5,7,0,5,3,1
485,male,10,4,4,5,0,6,3,2,2
486,male,12,11,4,3,6,7,3,0,3
487,female,0,4,1,1,5,5,2,0,2
488,female,2,4,8,5,0,4,2,0,2
489,female,4,4,5,3,5,6,5,2,0
490,female,18,8,2,4,7,0,0,3,0
491,male,6,5,8,3,0,7,1,0,0
492,male,3,10,0,5,3,1,3,2,3
493,male,0,0,8,4,5,8,1,3,0
494,female,7,7,5,2,6,8,2,2,1
495,female,4,8,5,3,7,0,5,0,0
496,female,1,7,4,7,6,5,6,4,2
497,female,0,8,0,7,0,2,4,1,2
498,male,14,3,5,6,7,1,1,3,1
499,male,15,2,1,3,6,3,3,0,1
500,male,5,11,5,3,5,5,6,3,3
501,male,12,2,2,7,7,6,6,2,0
502,female,19,2,0,6,2,8,3,4,0
503,male,13,5,3,0,5,5,2,1,1
504,male,6,8,8,3,7,5,0,3,0
505,male,7,4,9,0,0,2,2,4,1
506,female,7,7,3,6,4,4,0,1,1
507,male,17,8,2,0,5,4,0,3,3
508,female,11,9,0,1,6,9,3,3,3
509,female,16,4,7,5,4,6,1,1,2
510,female,16,9,4,1,2,8,0,2,2
511,male,16,8,9,0,2,9,2,3,2
512,female,10,10,8,5,7,3,1,3,0
513,male,1,5,6,5,3,9,5,1,1
514,male,13,10,9,7,0,6,2,2,2
515,female,8,5,5,2,0,0,1,0,0
516,male,10,8,1,3,2,6,1,2,0
517,male,19,8,0,1,0,2,0,1,1
518,female,3,3,0,0,7,0,3,3,2
519,male,10,7,0,1,4,2,0,0,1
520,male,14,11,5,4,5,0,6,1,2
521,male,7,10,2,1,6,7,1,4,2
522,female,9,1,0,2,7,6,1,1,0
523,male,11,2,3,6,2,8,6,3,1
524,female,8,9,7,2,7,2,0,0,0
525,male,5,6,6,7,2,0,0,3,1
526,male,13,7,9,5,7,4,6,0,3
527,female,6,9,7,1,7,7,0,3,0
528,male,6,3,4,6,2,4,6,4,1
529,male,19,3,7,5,2,8,2,1,3
530,male,12,5,5,2,1,6,1,0,2
531,male,6,6,1,6,5,5,1,2,1
532,female,6,8,1,4,4,6,2,1,3
533,female,10,0,9,3,0,4,0,2,3
534,male,7,11,1,3,0,0,0,2,1
535,female,19,1,0,5,6,8,5,1,0
536,male,12,1,9,3,3,6,1,4,0
537,female,11,8,4,4,1,8,4,3,3
538,male,12,10,0,7,5,2,5,2,0
539,female,8,10,4,6,5,3,2,3,2
540,male,11,2,4,6,4,7,4,4,3
541,male,3,7,5,6,7,0,1,2,2
542,male,12,8,2,5,7,3,4,0,3
543,female,16,1,5,3,2,9,2,3,1
544,female,16,0,1,1,6,0,2,3,2
545,male,11,7,5,5,6,5,6,0,3
546,female,14,4,5,5,6,2,0,1,1
547,female,13,2,5,1,2,6,0,4,0
548,female,0,2,3,0,2,9,5,4,0
549,male,0,8,4,0,6,9,5,0,3
550,male,19,0,3,6,4,2,2,4,1
551,male,15,9,2,7,0,8,6,1,1
552,female,7,11,0,5,0,3,0,0,3
553,female,9,9,4,0,4,4,6,4,3
554,female,16,5,4,6,0,7,4,3,2
555,male,7,7,9,1,7,6,0,0,0
556,male,12,5,7,4,4,7,1,4,1
557,male,7,5,1,1,7,8,1,1,3
558,female,19,4,1,5,5,4,1,0,1
559,female,8,2,4,1,6,4,1,2,0
560,female,2,11,7,2,0,1,1,4,3
561,male,0,11,6,7,0,1,4,2,2
562,female,17,2,9,1,2,9,1,0,2
563,male,5,7,0,1,3,4,1,2,0
564,female,3,1,7,2,6,2,0,3,2
565,male,0,10,7,3,1,4,0,2,1
566,female,13,1,8,3,7,5,3,0,2
567,female,6,5,9,3,3,6,6,2,2
568,male,5,11,0,3,0,5,0,3,0
569,male,17,7,1,2,0,0,2,0,2
570,male,13,1,5,7,6,7,5,4,2
571,female,16,6,3,4,6,3,3,0,0
572,female,19,10,0,6,1,6,5,1,2
573,female,16,9,9,0,0,8,4,2,3
574,male,2,9,0,2,6,7,5,2,0
575,female,16,9,9,7,5,3,6,3,3
576,female,15,4,7,3,5,7,6,4,3
577,female,11,7,7,3,7,6,5,2,1
578,female,10,5,8,3,7,2,3,0,2
579,female,11,2,2,0,4,7,0,1,3
580,male,13,1,0,1,0,3,5,0,3
581,male,8,7,3,7,0,4,6,1,3
582,male,19,4,6,0,6,7,2,2,1
583,female,9,6,2,2,4,8,4,0,1
584,female,5,11,5,6,7,7,5,1,0
585,male,4,9,2,3,5,2,4,3,1
586,female,12,11,4,7,1,5,3,2,0
587,female,14,6,2,4,7,4,2,2,2
588,male,4,7,2,4,3,8,1,3,2
589,female,1,0,1,5,0,6,5,3,3
590,female,5,3,7,2,7,0,6,0,2
591,female,13,6,3,3,0,2,6,0,1
592,female,3,7,3,7,3,4,4,0,1
593,female,14,0,5,4,3,7,5,3,0
594,female,4,0,4,5,1,8,6,3,3
595,male,7,0,4,7,7,7,1,1,3
596,female,8,5,9,7,4,6,2,1,3
597,male,18,5,4,6,0,6,5,0,0
598,female,4,8,8,6,3,9,6,3,0
599,male,1,2,3,7,3,2,5,2,1
600,male,7,1,3,1,3,3,1,1,1
601,female,9,7,4,1,2,3,5,1,0
602,female,2,6,2,2,2,5,3,0,0
603,male,16,6,1,5,7,2,6,3,2
604,female,0,7,9,3,5,3,1,3,3
605,female,15,10,0,0,5,6,2,1,2
606,female,8,4,0,7,3,5,5,1,2
607,female,14,9,7,4,5,6,1,4,0
608,male,9,0,2,5,7,5,3,3,0
609,male,14,8,0,0,5,1,6,0,0
610,female,13,7,6,6,4,2,3,1,1
611,male,16,7,9,6,5,6,4,4,3
612,male,7,6,1,4,2,8,1,1,0
613,male,1,6,9,1,2,9,1,0,0
614,female,18,1,9,4,2,1,1,1,2
615,male,16,8,3,3,1,5,5,4,3
616,male,13,3,8,4,6,4,1,0,0
617,female,12,0,9,6,6,0,5,3,1
618,female,0,0,9,7,2,3,5,0,3
619,male,16,0,5,6,0,6,4,1,0
620,male,13,4,0,2,3,1,2,0,3
621,female,9,8,6,5,3,1,6,4,0
622,male,7,7,3,5,4,9,3,4,0
623,male,18,5,9,0,0,1,2,0,3
624,female,14,8,8,6,2,6,4,1,2
625,male,14,11,4,6,7,7,5,3,0
626,male,12,3,9,1,4,2,1,3,3
627,female,7,7,8,4,3,7,4,4,3
628,female,15,7,7,6,0,8,1,3,1
629,male,1,4,5,5,0,7,1,2,3
630,female,2,3,6,6,5,6,1,3,1
631,male,12,3,8,0,5,0,6,4,2
