TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season,s/n
72,female,300,vest,orange,M,NET,cotton,Canada,shopee,fall,sell
73,female,1500,dress,blue,M,Zara,rayon,Taiwan,Adidas,spring,sell
74,female,200,shirt,red,XXL,Zara,acetate,Japan,Internet,fall,sell
75,female,800,uniforms,Brown,S,NIKE,nylon,Europe,shopee,winter,sell
76,male,1900,shoes,white,M,H&M,cotton,Europe,Internet,winter,sell
77,female,1000,suit,Brown,XXXL,GU,acetate,Canada,Internet,winter,fail
78,female,1500,shirt,orange,XXL,Adidas,spandex,Canada,Internet,fall,fail
79,male,200,vest,orange,XXXL,Unique,acetate,Japan,Internet,winter,sell
80,female,700,jack,green,XXL,Adidas,nylon,Japan,Internet,winter,fail
81,female,400,coat,green,XXXL,Adidas,linen,Canada,Adidas,winter,fail
82,female,1200,louse,black,L,H&M,polyester,China,Internet,fall,fail
83,male,1700,vest,Brown,M,NIKE,cotton,Taiwan,Internet,winter,sell
84,male,900,suit,white,XXXL,H&M,spandex,Canada,shopee,fall,sell
85,male,1000,pants,red,M,NET,lycra,Europe,shopee,spring,sell
86,female,700,coat,purple,XSS,NET,acrylic,Korea,Internet,summer,sell
87,female,1800,uniforms,red,XSS,GU,linen,Korea,Internet,summer,sell
88,female,2000,uniforms,green,XS,NET,rayon,Taiwan,Internet,fall,sell
89,male,1400,vest,purple,XS,NET,silk,America,Storefront,summer,sell
90,male,1800,shoes,orange,S,Adidas,nylon,Canada,Internet,winter,fail
91,male,700,garter,blue,L,H&M,spandex,Taiwan,amazon,fall,sell
92,male,100,sweater,black,XXXL,GAP,acetate,America,amazon,summer,sell
93,female,100,jack,green,XSS,Adidas,cotton,Europe,Adidas,summer,sell
94,male,100,jack,green,XSS,NET,nylon,Taiwan,Adidas,winter,sell
95,female,800,louse,Brown,XXL,Unique,spandex,Europe,Adidas,winter,fail
96,female,700,shoes,yellow,M,Adidas,acetate,Taiwan,shopee,spring,fail
97,female,1900,shoes,blue,XSS,Adidas,acetate,Japan,amazon,fall,fail
98,female,100,suit,green,M,Unique,silk,Canada,amazon,spring,sell
99,female,1900,garter,black,XXXL,NIKE,nylon,America,amazon,fall,fail
100,female,1600,dress,orange,XL,Zara,acetate,America,amazon,winter,sell
101,male,1900,suit,orange,M,GAP,rayon,Japan,Adidas,summer,fail
102,male,1800,louse,Brown,L,NET,acetate,Taiwan,Adidas,fall,sell
103,female,800,jack,yellow,L,Unique,rayon,Taiwan,Storefront,summer,sell
104,male,1600,pants,blue,XXXL,NET,polyester,China,amazon,fall,sell
105,female,400,sweater,black,XXXL,H&M,nylon,Canada,shopee,winter,fail
106,male,1500,shoes,purple,XXXL,NET,acetate,America,Adidas,spring,fail
107,female,400,suit,black,XL,Unique,acrylic,Korea,Adidas,winter,sell
108,male,1600,vest,pink,M,Adidas,spandex,Taiwan,amazon,winter,sell
109,male,2000,sweater,green,XXXL,Zara,polyester,Taiwan,Internet,spring,sell
110,male,900,vest,purple,XXXL,H&M,spandex,China,Internet,spring,sell
111,female,500,coat,orange,L,NIKE,cotton,Taiwan,amazon,fall,fail
112,female,100,vest,green,M,GAP,spandex,Europe,Internet,winter,sell
113,female,800,dress,blue,XXXL,Adidas,acetate,China,Adidas,fall,sell
114,female,2000,shoes,green,XL,NET,acrylic,Japan,Adidas,fall,fail
115,male,1600,vest,black,XL,NIKE,cotton,Canada,amazon,summer,sell
116,male,1600,dress,green,L,Unique,acrylic,Japan,Internet,spring,sell
117,female,1500,shoes,green,XXL,GU,linen,China,Adidas,fall,fail
118,male,1400,shirt,yellow,L,Adidas,lycra,Taiwan,Adidas,spring,sell
119,female,800,shoes,purple,XSS,GAP,acetate,America,Adidas,fall,fail
120,male,800,shirt,red,XXXL,GU,acrylic,Japan,Internet,winter,fail
121,male,1000,vest,green,S,NIKE,nylon,America,amazon,fall,sell
122,male,1100,jack,red,M,NIKE,acrylic,America,Internet,spring,fail
123,male,2000,coat,red,S,NIKE,acetate,Japan,Adidas,spring,fail
124,male,500,coat,green,XS,GU,linen,Europe,Internet,winter,fail
125,female,700,sweater,white,L,NET,acrylic,Taiwan,shopee,summer,fail
126,male,1400,pants,black,XL,GU,acrylic,Japan,Internet,summer,sell
127,male,2000,pants,yellow,XSS,NET,lycra,Korea,Internet,winter,sell
128,male,1100,sweater,green,XL,Unique,rayon,Taiwan,shopee,spring,sell
129,male,1000,pants,yellow,M,Zara,spandex,China,amazon,winter,sell
130,male,900,vest,yellow,XXXL,GU,acetate,Japan,amazon,winter,sell
131,female,1200,dress,red,XL,GU,acetate,Taiwan,Storefront,spring,sell
132,female,1100,louse,green,XS,GAP,linen,Taiwan,Storefront,winter,fail
133,male,200,jack,yellow,XXL,Unique,silk,Canada,amazon,fall,sell
134,male,2000,vest,pink,M,Unique,nylon,Taiwan,amazon,winter,sell
135,male,1000,sweater,Brown,XXXL,NIKE,acetate,America,Storefront,fall,fail
136,male,1200,garter,orange,XXXL,GU,cotton,Japan,Storefront,fall,fail
137,male,1600,shirt,blue,M,NIKE,acetate,Canada,Internet,spring,fail
138,female,1400,pants,Brown,XL,NIKE,rayon,Japan,Adidas,summer,sell
139,female,1700,uniforms,Brown,M,NET,lycra,Taiwan,amazon,fall,fail
140,male,100,garter,purple,XS,GAP,lycra,Korea,amazon,winter,sell
141,male,1200,dress,black,S,NET,acetate,Taiwan,Adidas,summer,sell
142,male,900,louse,green,L,Zara,acrylic,America,amazon,spring,sell
143,female,1800,garter,red,XXL,GAP,silk,Europe,Adidas,spring,fail
144,female,700,jack,orange,XL,NET,cotton,China,Internet,winter,fail
145,female,2000,jack,blue,L,GAP,nylon,Europe,shopee,spring,fail
146,female,800,shoes,purple,XSS,NIKE,lycra,Europe,amazon,spring,fail
147,male,200,jack,white,L,H&M,linen,Canada,amazon,winter,sell
148,male,1600,suit,white,XL,H&M,polyester,Taiwan,Adidas,winter,sell
149,female,100,suit,orange,L,Zara,spandex,Canada,Storefront,winter,sell
150,female,600,uniforms,white,S,Unique,acrylic,Canada,Internet,spring,sell
151,female,400,dress,orange,XXL,Unique,polyester,China,shopee,summer,sell
152,male,1500,louse,green,XSS,Zara,silk,Canada,shopee,summer,fail
153,male,1800,suit,pink,XL,Unique,lycra,Taiwan,Internet,summer,sell
154,male,1500,dress,orange,XS,NIKE,lycra,America,Adidas,fall,fail
155,male,1800,suit,green,XS,Unique,cotton,Japan,amazon,spring,sell
156,female,1300,garter,red,L,NET,silk,China,Adidas,summer,fail
157,female,1500,coat,red,XXXL,NET,acrylic,America,Storefront,fall,fail
158,male,1000,shoes,black,XXXL,H&M,lycra,Korea,Adidas,spring,fail
159,female,1900,sweater,green,XXL,GAP,lycra,Japan,Storefront,spring,fail
160,female,700,garter,orange,XXL,Unique,nylon,China,shopee,summer,fail
161,male,300,jack,yellow,XXL,Unique,silk,America,amazon,summer,sell
162,female,1600,jack,green,XSS,NIKE,acrylic,Korea,Adidas,winter,sell
163,female,1700,suit,red,XXL,Unique,cotton,China,Internet,fall,fail
164,female,1100,jack,red,S,Unique,rayon,America,Adidas,winter,sell
165,male,1700,shoes,purple,XSS,H&M,polyester,America,Storefront,winter,fail
166,female,700,suit,red,XSS,H&M,cotton,Japan,Storefront,fall,fail
167,female,300,uniforms,pink,M,Zara,silk,Japan,Storefront,winter,sell
168,female,2000,shoes,green,S,Adidas,acrylic,America,Storefront,winter,sell
169,female,1400,suit,yellow,XS,Unique,linen,Japan,amazon,spring,fail
170,male,200,shirt,blue,XL,Unique,linen,China,Adidas,winter,sell
171,male,900,pants,blue,XSS,Zara,lycra,Taiwan,amazon,spring,sell
172,female,1100,garter,purple,S,NIKE,acetate,China,shopee,winter,sell
173,male,1400,jack,white,L,Unique,acetate,Taiwan,Internet,winter,sell
174,female,1800,garter,pink,XXXL,GAP,lycra,America,Adidas,fall,fail
175,female,600,sweater,red,L,GU,lycra,China,shopee,summer,fail
176,female,100,jack,red,S,GAP,linen,Canada,Storefront,summer,sell
177,female,600,vest,green,XXL,Unique,nylon,America,amazon,summer,fail
178,female,1100,uniforms,black,XSS,Zara,rayon,Korea,Adidas,spring,sell
179,female,500,garter,white,M,H&M,acrylic,Europe,Storefront,summer,fail
180,female,1400,suit,Brown,XL,GU,silk,Europe,shopee,spring,fail
181,male,400,shoes,Brown,XXXL,NET,silk,Canada,Internet,summer,fail
182,female,1400,sweater,white,S,H&M,linen,Europe,amazon,summer,sell
183,male,1500,pants,pink,XL,H&M,nylon,Canada,amazon,fall,sell
184,female,2000,coat,green,L,Zara,cotton,Europe,Adidas,winter,sell
185,male,900,uniforms,blue,XL,H&M,silk,Taiwan,Storefront,fall,sell
186,female,600,jack,pink,XXL,Adidas,spandex,Canada,amazon,spring,fail
187,female,800,uniforms,purple,M,NET,spandex,Canada,shopee,spring,fail
188,male,1500,shirt,yellow,XXXL,GU,acrylic,Japan,Storefront,fall,fail
189,male,1500,vest,white,XL,Unique,rayon,Japan,Internet,fall,sell
190,male,500,shoes,green,XXXL,Adidas,spandex,Korea,Internet,winter,fail
191,male,900,garter,orange,L,Zara,spandex,Taiwan,shopee,summer,sell
192,male,1400,dress,white,XXL,NIKE,polyester,America,amazon,winter,sell
193,female,400,vest,orange,M,GU,spandex,Taiwan,amazon,spring,fail
194,male,400,coat,Brown,L,NET,linen,Europe,amazon,spring,sell
195,male,1300,suit,blue,M,Unique,acrylic,China,amazon,spring,sell
196,male,400,jack,black,S,Zara,acetate,Canada,Storefront,winter,fail
197,male,1700,shoes,purple,XS,H&M,acrylic,America,shopee,fall,fail
198,female,700,uniforms,purple,XL,Adidas,acrylic,America,Adidas,winter,fail
199,female,1500,shoes,orange,XS,Adidas,nylon,Canada,shopee,fall,fail
200,female,1800,shirt,red,L,Unique,nylon,America,shopee,winter,fail
201,male,600,shirt,white,L,Zara,linen,Europe,Internet,spring,sell
202,female,1800,louse,red,XS,Zara,polyester,America,Storefront,fall,sell
203,male,1900,shirt,Brown,M,Adidas,polyester,Japan,Storefront,spring,fail
204,male,800,jack,orange,XS,Adidas,linen,Taiwan,amazon,spring,sell
205,male,1000,louse,red,XL,Adidas,linen,Japan,shopee,fall,fail
206,male,1900,shirt,Brown,S,GU,cotton,Canada,shopee,spring,fail
207,female,500,shoes,blue,M,NIKE,acetate,America,Internet,spring,fail
208,female,2000,coat,green,S,NET,lycra,Taiwan,Adidas,summer,sell
209,male,1200,coat,blue,XS,NIKE,linen,Canada,Internet,spring,fail
210,male,200,shirt,red,XS,NET,rayon,America,shopee,spring,sell
211,female,1600,jack,orange,XS,GAP,linen,Taiwan,Storefront,summer,fail
212,male,2000,pants,blue,M,NIKE,cotton,Taiwan,shopee,spring,sell
213,female,1400,suit,blue,XSS,Zara,acrylic,China,Adidas,spring,sell
214,male,300,vest,blue,XXL,GAP,cotton,Taiwan,Adidas,summer,sell
215,male,400,coat,orange,XXXL,NIKE,rayon,Europe,amazon,spring,fail
216,female,300,shoes,green,XS,NIKE,polyester,America,Storefront,spring,sell
217,female,1000,shirt,white,XXL,H&M,nylon,Europe,amazon,summer,fail
218,male,1900,vest,pink,S,Adidas,lycra,Korea,Storefront,summer,sell
219,female,300,jack,white,XL,NET,spandex,Japan,amazon,winter,sell
220,male,1200,sweater,orange,XSS,NET,rayon,Europe,Storefront,summer,fail
221,female,1500,vest,red,L,Unique,acetate,Korea,Storefront,spring,sell
222,female,1600,uniforms,black,S,GU,rayon,Korea,Adidas,winter,sell
223,male,300,louse,black,XL,H&M,silk,Taiwan,Internet,spring,sell
224,female,800,pants,pink,XXXL,NET,cotton,Canada,Storefront,winter,fail
225,male,800,pants,Brown,XS,Adidas,rayon,America,Adidas,spring,sell
226,female,1100,coat,purple,XS,H&M,nylon,Japan,Adidas,fall,fail
227,female,1000,suit,yellow,L,NIKE,acetate,Korea,amazon,fall,sell
228,female,1800,shoes,Brown,L,Zara,polyester,Europe,Storefront,fall,sell
229,male,1200,louse,white,XXL,GAP,acrylic,Canada,Adidas,spring,sell
230,male,900,louse,blue,XXL,GU,cotton,Japan,Internet,spring,fail
231,female,1900,suit,black,L,H&M,cotton,Taiwan,amazon,spring,fail
232,female,1800,jack,yellow,M,NIKE,spandex,Canada,Storefront,spring,fail
233,female,1100,vest,red,L,NIKE,cotton,Europe,amazon,winter,fail
234,female,500,shoes,Brown,XXXL,NIKE,acetate,Europe,Internet,spring,fail
235,male,1000,vest,yellow,XL,Adidas,rayon,America,amazon,winter,sell
236,male,200,jack,blue,XXL,H&M,linen,Korea,amazon,spring,sell
237,female,700,coat,black,M,Adidas,spandex,Taiwan,Internet,summer,fail
238,male,300,uniforms,blue,XXXL,Zara,rayon,China,amazon,summer,fail
239,male,1700,coat,black,XS,GAP,cotton,Korea,Adidas,fall,fail
240,male,1900,coat,purple,S,NIKE,linen,Korea,Storefront,summer,fail
241,female,1300,louse,purple,XXXL,GAP,acetate,America,Adidas,fall,fail
242,male,100,garter,Brown,XL,GAP,linen,Europe,Storefront,spring,sell
243,male,500,coat,Brown,XSS,Adidas,nylon,Japan,Internet,summer,fail
244,male,600,uniforms,black,XXXL,Adidas,lycra,Taiwan,Adidas,fall,sell
245,female,1500,suit,orange,XS,NIKE,acrylic,China,Adidas,winter,fail
246,female,1200,pants,Brown,XS,Adidas,polyester,Europe,Internet,spring,fail
247,female,100,suit,red,XL,Unique,nylon,Korea,shopee,fall,sell
248,male,1400,jack,purple,L,Zara,polyester,Taiwan,shopee,fall,sell
249,female,200,shoes,red,M,NET,silk,Taiwan,Adidas,summer,sell
250,female,1000,uniforms,orange,XL,NET,spandex,Korea,amazon,winter,sell
251,male,200,vest,black,M,NIKE,rayon,Japan,amazon,fall,sell
252,female,1100,uniforms,red,S,Zara,acetate,China,Storefront,spring,sell
253,male,1000,pants,white,XXXL,Zara,silk,Canada,Storefront,spring,sell
254,female,1100,coat,black,XL,GAP,silk,Taiwan,Adidas,fall,fail
255,female,900,jack,orange,XSS,NIKE,linen,Korea,Storefront,winter,sell
256,female,1000,garter,green,S,H&M,silk,America,Storefront,summer,sell
257,male,1900,pants,blue,XS,Unique,acetate,China,Adidas,fall,sell
258,male,300,dress,white,S,NIKE,spandex,Japan,shopee,fall,sell
259,male,800,sweater,pink,L,Adidas,cotton,Taiwan,Internet,fall,sell
260,female,300,suit,black,XXL,Unique,lycra,Japan,Internet,spring,sell
261,male,500,jack,yellow,XXL,H&M,cotton,Taiwan,Storefront,fall,sell
262,female,800,shirt,black,XS,NET,silk,Europe,Adidas,summer,fail
263,male,100,vest,red,XSS,Zara,rayon,Korea,Adidas,fall,sell
264,female,2000,coat,yellow,M,H&M,spandex,Europe,Internet,summer,fail
265,male,500,uniforms,Brown,S,H&M,lycra,Canada,Internet,summer,fail
266,female,300,suit,black,XL,Adidas,silk,Japan,Storefront,winter,sell
267,female,1400,suit,orange,S,GAP,linen,Canada,Storefront,winter,sell
268,female,1100,vest,pink,XXL,Adidas,lycra,Korea,Storefront,winter,sell
269,male,1600,jack,black,M,NET,cotton,America,Internet,winter,fail
270,female,700,suit,orange,L,Adidas,silk,China,shopee,spring,fail
271,male,1900,pants,white,XXL,Zara,spandex,Taiwan,shopee,winter,sell
272,male,800,shoes,white,XXL,GU,spandex,America,shopee,spring,sell
273,male,1700,shoes,Brown,XXXL,NIKE,spandex,Japan,amazon,spring,fail
274,male,400,shirt,yellow,XL,NET,lycra,China,shopee,fall,fail
275,female,200,vest,white,XL,GAP,nylon,China,amazon,fall,sell
276,female,600,garter,red,XSS,Zara,acetate,Europe,Adidas,spring,sell
277,female,600,jack,white,XXXL,GAP,silk,Taiwan,amazon,fall,fail
278,female,700,suit,blue,M,H&M,acrylic,Europe,Storefront,winter,fail
279,female,500,garter,white,XSS,NET,acetate,Taiwan,Internet,spring,fail
280,female,400,sweater,pink,S,GU,acrylic,Canada,Internet,summer,sell
281,male,100,sweater,red,XSS,Unique,rayon,America,Adidas,spring,sell
282,male,1800,pants,black,S,Zara,silk,Korea,Storefront,spring,sell
283,male,1800,uniforms,blue,XL,NIKE,lycra,Japan,amazon,fall,fail
284,male,900,coat,black,XSS,NIKE,rayon,America,shopee,winter,fail
285,male,800,sweater,purple,XXXL,GU,polyester,Korea,amazon,spring,fail
286,male,400,pants,purple,S,Adidas,silk,Canada,amazon,winter,sell
287,female,100,vest,purple,XL,GU,polyester,Korea,Adidas,fall,sell
288,male,100,dress,black,XXXL,GAP,lycra,America,Adidas,summer,sell
289,female,600,suit,Brown,M,NIKE,nylon,Europe,Storefront,spring,fail
290,female,200,pants,orange,XS,NIKE,silk,America,Storefront,spring,sell
291,male,1200,suit,yellow,XXL,H&M,cotton,Korea,shopee,spring,fail
292,male,2000,vest,pink,XXL,GU,acetate,Taiwan,Internet,summer,sell
293,female,1400,uniforms,pink,S,Adidas,acrylic,Canada,amazon,fall,sell
294,female,1700,sweater,black,XXXL,H&M,lycra,Taiwan,Internet,spring,fail
295,male,1400,pants,white,S,NIKE,spandex,America,Storefront,fall,sell
296,female,300,uniforms,white,XSS,GU,silk,America,Storefront,fall,sell
297,female,1400,dress,purple,XXXL,Adidas,lycra,Korea,shopee,spring,sell
298,male,100,jack,yellow,XXXL,NET,spandex,Taiwan,Internet,fall,sell
299,male,600,shirt,white,M,GU,silk,Canada,amazon,winter,sell
300,male,1100,shirt,Brown,S,Unique,cotton,America,Storefront,summer,sell
301,female,1200,shoes,black,XS,Unique,cotton,Taiwan,Storefront,spring,fail
302,female,1300,coat,orange,XL,Adidas,linen,Korea,Storefront,fall,sell
303,female,300,dress,black,S,GAP,silk,China,shopee,winter,sell
304,male,1200,coat,white,XXXL,NET,spandex,China,Adidas,spring,sell
305,female,1300,coat,red,XXXL,Zara,cotton,Canada,Adidas,summer,sell
306,female,1400,louse,Brown,M,H&M,polyester,Japan,Internet,winter,fail
307,male,700,louse,white,XXL,H&M,nylon,Korea,shopee,fall,sell
308,male,1200,suit,pink,M,Adidas,nylon,Taiwan,shopee,fall,sell
309,male,2000,dress,purple,XXXL,NIKE,silk,Japan,Adidas,fall,fail
310,male,500,uniforms,purple,XXXL,H&M,rayon,Europe,Adidas,fall,fail
311,female,1400,suit,green,L,GU,linen,America,amazon,spring,fail
312,female,200,louse,white,XSS,H&M,rayon,China,Internet,fall,sell
313,male,700,suit,Brown,XXL,NIKE,polyester,China,amazon,spring,fail
314,male,1800,coat,purple,M,H&M,silk,Canada,shopee,fall,fail
315,male,500,shoes,blue,XXXL,Adidas,cotton,Japan,shopee,winter,fail
316,male,500,jack,white,XXXL,NIKE,nylon,China,Internet,summer,sell
317,male,1200,suit,green,XXXL,GU,polyester,Korea,Adidas,fall,fail
318,male,1900,pants,yellow,XSS,NET,spandex,Taiwan,Adidas,spring,sell
319,female,1200,coat,pink,XXL,Adidas,silk,Taiwan,Storefront,winter,fail
320,male,300,louse,yellow,L,H&M,silk,Taiwan,amazon,summer,sell
321,male,1900,garter,green,L,NIKE,acrylic,Canada,Adidas,winter,sell
322,male,1600,suit,white,XXL,NET,spandex,Taiwan,shopee,winter,sell
323,female,1700,dress,black,M,GAP,acrylic,China,Adidas,spring,sell
324,female,400,pants,black,XXXL,GU,spandex,America,amazon,spring,fail
325,male,200,vest,blue,M,NET,lycra,Canada,Adidas,winter,sell
326,male,1900,dress,red,XL,GAP,nylon,China,Storefront,spring,fail
327,male,2000,louse,black,S,Adidas,polyester,Canada,amazon,spring,fail
328,female,400,vest,white,XXXL,H&M,acrylic,China,Internet,spring,fail
329,female,1600,sweater,orange,XSS,NIKE,nylon,Canada,Internet,spring,fail
330,female,600,sweater,Brown,XXL,GU,acrylic,Japan,amazon,summer,fail
331,female,1800,shoes,orange,XXL,Adidas,acetate,Europe,Internet,spring,fail
332,female,100,dress,red,XS,GAP,silk,Taiwan,shopee,summer,sell
333,female,600,suit,red,L,GU,lycra,Canada,Adidas,fall,fail
334,male,200,dress,purple,XS,Adidas,linen,Taiwan,Adidas,winter,sell
335,male,1300,dress,purple,S,NIKE,cotton,Japan,amazon,winter,fail
336,male,300,jack,purple,M,Zara,rayon,Canada,Internet,winter,fail
337,male,1300,shirt,red,XL,GAP,acrylic,Europe,Adidas,summer,fail
338,female,200,uniforms,Brown,L,GAP,polyester,America,shopee,winter,sell
339,male,300,shirt,Brown,M,H&M,lycra,China,Adidas,summer,fail
340,male,1500,dress,red,XL,NET,polyester,Europe,Adidas,spring,fail
341,male,1700,dress,pink,XL,H&M,cotton,Canada,Storefront,winter,fail
342,male,400,pants,pink,M,GU,acetate,Korea,Internet,winter,sell
343,male,700,sweater,pink,XS,GAP,linen,Europe,Adidas,summer,fail
344,female,1500,garter,red,XS,Adidas,lycra,Taiwan,shopee,fall,fail
345,male,2000,jack,purple,XL,Unique,linen,America,Internet,summer,sell
346,male,1700,uniforms,Brown,S,Unique,spandex,Europe,Adidas,fall,sell
347,female,1800,pants,blue,XXXL,GU,linen,Korea,shopee,summer,sell
348,female,300,vest,yellow,L,NET,acrylic,America,Internet,fall,sell
349,female,1100,louse,white,S,H&M,polyester,Canada,Internet,winter,sell
350,male,900,louse,black,XSS,H&M,nylon,America,Adidas,fall,fail
351,male,1900,garter,Brown,XS,GAP,rayon,China,Storefront,summer,fail
352,male,1100,coat,blue,XXXL,H&M,acrylic,Taiwan,Internet,summer,sell
353,female,1800,garter,yellow,XXXL,Zara,nylon,Canada,amazon,winter,sell
354,female,400,suit,green,S,H&M,rayon,Canada,Storefront,spring,sell
355,female,1300,pants,orange,S,Zara,acrylic,Taiwan,Internet,fall,sell
356,female,400,dress,yellow,S,NET,acrylic,Canada,amazon,fall,sell
357,female,1300,garter,white,XXXL,Unique,lycra,Canada,Storefront,fall,fail
358,female,1300,shoes,black,XS,Unique,nylon,Japan,Internet,spring,fail
359,male,800,sweater,pink,L,NET,spandex,Japan,amazon,fall,sell
360,male,700,louse,blue,L,Unique,rayon,Europe,Storefront,winter,sell
361,male,2000,louse,green,M,Zara,linen,Taiwan,Storefront,summer,sell
362,female,1500,uniforms,purple,XL,H&M,polyester,Japan,Storefront,winter,fail
363,male,900,dress,orange,XL,Zara,lycra,China,Adidas,winter,fail
364,male,1800,uniforms,purple,XS,GAP,cotton,Japan,Storefront,winter,fail
365,male,700,suit,yellow,XXXL,GAP,acrylic,Korea,Internet,spring,fail
