TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season,s/n
160,0,6,2,4,6,6,5,2,4,2,0
161,1,2,3,9,6,6,8,0,3,2,1
162,0,15,3,3,5,5,1,5,0,3,1
163,0,16,8,7,6,6,2,2,1,0,0
164,0,10,3,7,2,6,7,0,0,3,1
165,1,16,7,6,5,3,6,0,2,3,0
166,0,6,8,7,5,3,2,4,2,0,0
167,0,2,10,5,1,7,8,4,2,3,1
168,0,19,7,3,2,0,1,0,2,3,1
169,0,13,8,9,4,6,3,4,3,1,0
170,1,1,6,2,3,6,3,2,0,3,1
171,1,8,5,2,5,7,4,6,3,1,1
172,0,10,2,6,2,5,0,2,4,3,1
173,1,13,3,8,0,6,0,6,1,3,1
174,0,17,2,5,7,1,4,0,0,0,0
175,0,5,9,7,0,2,4,2,4,2,0
176,0,0,3,7,2,1,3,1,2,2,1
177,0,5,11,3,6,6,5,0,3,2,0
178,0,10,10,1,5,7,7,5,0,1,1
179,0,4,2,8,1,3,1,3,2,2,0
180,0,13,8,0,3,2,8,3,4,1,0
181,1,3,7,0,7,4,8,1,1,2,0
182,0,13,9,8,2,3,3,3,3,2,1
183,1,14,5,5,3,3,5,1,3,0,1
184,0,19,0,3,0,7,2,3,0,3,1
185,1,8,10,2,3,3,8,6,2,0,1
186,0,5,3,5,6,0,9,1,3,1,0
187,0,7,10,6,1,4,9,1,4,1,0
188,1,14,6,9,7,2,1,4,2,0,0
189,1,14,11,8,3,6,7,4,1,0,1
190,1,4,7,3,7,0,9,5,1,3,0
191,1,8,2,4,0,7,9,6,4,2,1
192,1,13,1,8,6,5,6,0,3,3,1
193,0,3,11,4,1,2,9,6,3,1,0
194,1,3,0,0,0,4,3,3,3,1,1
195,1,12,8,2,1,6,1,2,3,1,1
196,1,3,3,1,2,7,0,1,2,3,0
197,1,16,7,6,4,3,1,0,4,0,0
198,0,6,10,6,3,0,1,0,0,3,0
199,0,14,7,4,4,0,5,1,4,0,0
200,0,17,6,7,0,6,5,0,4,3,0
201,1,5,6,8,0,7,3,3,1,1,1
202,0,17,4,7,4,7,6,0,2,0,1
203,1,18,6,0,1,0,6,4,2,1,0
204,1,7,3,4,4,0,3,6,3,1,1
205,1,9,4,7,3,0,3,4,4,0,0
206,1,18,6,0,2,2,2,1,4,1,0
207,0,4,7,2,1,5,0,0,1,1,0
208,0,19,0,3,2,4,4,6,0,2,1
209,1,11,0,2,4,5,3,1,1,1,0
210,1,1,6,7,4,4,7,0,4,1,1
211,0,15,3,4,4,1,3,6,2,2,0
212,1,19,5,2,1,5,2,6,4,1,1
213,0,13,8,2,5,7,1,2,0,1,1
214,1,2,11,2,6,1,2,6,0,2,1
215,1,3,0,4,7,5,7,3,3,1,0
216,0,2,7,3,4,5,6,0,2,1,1
217,0,9,6,8,6,3,5,3,3,2,0
218,1,18,11,5,2,0,4,5,2,2,1
219,0,2,3,8,3,4,9,4,3,3,1
220,1,11,9,4,5,4,7,3,2,2,0
221,0,14,11,7,0,6,0,5,2,1,1
222,0,15,10,1,2,2,7,5,0,3,1
223,1,2,4,1,3,3,8,6,1,1,1
224,0,7,5,5,7,4,2,1,2,3,0
225,1,7,5,0,4,0,7,0,0,1,1
226,0,10,0,6,4,3,5,4,0,0,0
227,0,9,8,9,0,5,0,5,3,0,1
228,0,17,7,0,0,7,6,3,2,0,1
229,1,11,4,8,6,1,1,1,0,1,1
230,1,8,4,2,6,2,2,4,1,1,0
231,0,18,8,1,0,3,2,6,3,1,0
232,0,17,3,9,1,5,9,1,2,1,0
233,0,10,11,7,0,5,2,3,3,3,0
234,0,4,7,0,7,5,0,3,1,1,0
235,1,9,11,9,3,0,7,0,3,3,1
236,1,1,3,2,6,3,3,5,3,1,1
237,0,6,0,1,1,0,9,6,1,2,0
238,1,2,10,2,7,7,7,2,3,2,0
239,1,16,0,1,4,1,2,5,0,0,0
240,1,18,0,6,2,5,3,5,2,2,0
241,0,12,4,6,7,1,0,0,0,0,0
242,1,0,2,0,3,1,3,3,2,1,1
243,1,4,0,0,5,0,5,4,1,2,0
244,1,5,10,1,7,0,4,6,0,0,1
245,0,14,8,4,4,5,1,2,0,3,0
246,0,11,5,0,4,0,6,3,1,1,0
247,0,0,8,7,3,6,5,5,4,0,1
248,1,13,3,6,0,7,6,6,4,0,1
249,0,1,7,7,1,4,8,6,0,2,1
250,0,9,10,4,3,4,9,5,3,3,1
251,1,1,11,1,1,5,7,4,3,0,1
252,0,10,10,7,2,7,0,2,2,1,1
253,1,9,5,8,7,7,8,1,2,1,1
254,0,10,0,1,3,1,8,6,0,0,0
255,0,8,3,4,5,5,3,5,2,3,1
256,0,9,2,3,2,3,8,0,2,2,1
257,1,18,5,2,4,6,0,2,0,0,1
258,1,2,1,8,2,5,9,4,4,0,1
259,1,7,9,5,0,0,2,6,1,0,1
260,0,2,8,1,6,6,4,4,1,1,1
261,1,4,3,9,6,3,2,6,2,0,1
262,0,7,6,1,4,4,8,3,0,2,0
263,1,0,11,7,5,7,7,5,0,0,1
264,0,19,0,9,1,3,9,3,1,2,0
265,1,4,10,0,2,3,4,1,1,2,0
266,0,2,8,1,3,0,8,4,2,3,1
267,0,13,8,4,2,1,3,1,2,3,1
268,0,10,11,5,6,0,4,5,2,3,1
269,1,15,3,1,1,4,2,0,1,3,0
270,0,6,8,4,0,0,8,2,4,1,0
271,1,18,5,8,6,7,9,6,4,3,1
272,1,7,7,8,6,2,9,0,4,1,1
273,1,16,7,0,7,5,9,4,3,1,0
274,1,3,6,9,3,4,4,2,4,0,0
275,0,1,11,8,3,1,5,2,3,0,1
276,0,5,2,7,5,7,0,3,0,1,1
277,0,5,3,8,7,1,8,6,3,0,0
278,0,6,8,2,1,3,1,3,2,3,0
279,0,4,2,8,5,4,0,6,1,1,0
280,0,3,9,5,2,2,1,1,1,2,1
281,1,0,9,7,5,6,7,0,0,1,1
282,1,17,5,1,2,7,8,5,2,1,1
283,1,17,10,2,3,5,4,4,3,0,0
284,1,8,0,1,5,5,7,0,4,3,0
285,1,7,9,6,7,2,6,5,3,1,0
286,1,3,5,6,2,0,8,1,3,3,1
287,0,0,11,6,3,2,6,5,0,0,1
288,1,0,1,1,7,1,4,0,0,2,1
289,0,5,8,0,1,5,5,3,2,1,0
290,0,1,5,4,4,5,8,0,2,1,1
291,1,11,8,9,6,3,2,5,4,1,0
292,1,19,11,5,6,2,0,6,1,2,1
293,0,13,10,5,2,0,1,1,3,0,1
294,0,16,9,1,7,3,4,6,1,1,0
295,1,13,5,8,2,5,9,0,2,0,1
296,0,2,10,8,5,2,8,0,2,0,1
297,0,13,1,6,7,0,4,5,4,1,1
298,1,0,3,9,7,4,9,6,1,0,1
299,1,5,6,8,1,2,8,1,3,3,1
300,1,10,6,0,2,6,2,0,2,2,1
301,0,11,7,1,4,6,2,6,2,1,0
302,0,12,0,4,3,0,3,5,2,0,1
303,0,2,1,1,2,1,8,2,4,3,1
304,1,11,0,8,7,4,9,2,0,1,1
305,0,12,0,7,7,7,2,1,0,2,1
306,0,13,4,0,1,3,6,4,1,3,0
307,1,6,4,8,6,3,5,5,4,0,1
308,1,11,8,5,1,0,5,6,4,0,1
309,1,19,1,6,7,5,8,4,0,0,0
310,1,4,10,6,7,3,7,3,0,0,0
311,0,13,8,3,0,2,3,0,3,1,0
312,0,1,4,8,5,3,7,2,1,0,1
313,1,6,8,0,6,5,6,2,3,1,0
314,1,17,0,6,1,3,8,1,4,0,0
315,1,4,7,2,7,0,2,4,4,3,0
316,1,4,3,8,7,5,5,2,1,2,1
317,1,11,8,3,7,2,6,5,0,0,0
318,1,18,5,9,5,4,9,6,0,1,1
319,0,11,0,5,6,0,8,6,2,3,0
320,1,2,4,9,0,3,8,6,3,2,1
321,1,18,2,3,0,5,1,1,0,3,1
322,1,15,8,8,6,4,9,6,4,3,1
323,0,16,1,1,1,1,1,2,0,1,1
324,0,3,5,1,7,2,9,0,3,1,0
325,1,1,11,2,1,4,4,1,0,3,1
326,1,18,1,7,3,1,5,2,2,1,0
327,1,19,4,1,2,0,6,1,3,1,0
328,0,3,11,8,7,3,1,2,1,1,0
329,0,15,9,4,5,5,5,1,1,1,0
330,0,5,9,0,6,2,1,4,3,2,0
331,0,17,7,4,6,0,0,3,1,1,0
332,0,0,1,7,4,1,8,6,4,2,1
333,0,5,8,7,0,2,4,1,0,0,0
334,1,1,1,6,4,0,3,6,0,3,1
335,1,12,1,6,2,5,2,4,3,3,0
336,1,2,3,6,1,7,7,1,1,3,0
337,1,12,6,7,3,1,1,3,0,2,0
338,0,1,10,0,0,1,6,0,4,3,1
339,1,2,6,0,1,3,4,2,0,2,0
340,1,14,1,7,3,4,6,3,0,1,0
341,1,16,1,5,3,3,2,1,2,3,0
342,1,3,5,5,1,2,0,5,1,3,1
343,1,6,9,5,4,1,3,3,0,2,0
344,0,14,2,7,4,0,4,6,4,0,0
345,1,19,3,6,3,6,3,0,1,2,1
346,1,16,10,0,2,6,9,3,0,0,1
347,0,17,5,2,7,2,3,5,4,2,1
348,0,2,11,9,0,4,1,0,1,0,1
349,0,10,4,8,2,3,6,1,1,3,1
350,1,8,4,1,5,3,5,0,0,0,0
351,1,18,2,0,4,1,7,2,2,2,0
352,1,10,0,2,7,3,1,6,1,2,1
353,0,17,2,9,7,7,5,1,3,3,1
354,0,3,8,3,2,3,7,1,2,1,1
355,0,12,5,4,2,7,1,6,1,0,1
356,0,3,1,9,2,4,1,1,3,0,1
357,0,12,2,8,7,6,4,1,2,0,0
358,0,12,7,1,4,6,5,4,1,1,0
359,1,7,9,5,0,4,9,4,3,0,1
360,1,6,4,2,0,6,7,3,2,3,1
361,1,19,4,3,1,7,3,6,2,2,1
362,0,14,10,6,3,3,6,4,2,3,0
363,1,8,1,4,3,7,4,2,0,3,0
364,1,17,10,6,4,1,2,4,2,3,0
365,1,6,8,9,7,1,1,5,1,1,0
366,0,2,10,0,6,3,7,1,3,0,1
367,1,2,9,4,7,7,9,6,1,2,1
368,1,5,10,4,0,1,1,4,0,0,1
369,1,5,9,1,2,1,8,6,1,1,1
370,0,6,3,5,6,6,3,1,3,0,0
371,1,12,0,5,2,1,9,2,0,2,0
372,0,16,1,4,5,2,9,4,2,0,1
373,1,9,7,4,1,5,8,3,4,2,0
374,0,2,4,6,6,5,3,4,0,2,1
375,0,10,7,3,1,5,6,1,3,2,0
376,1,15,11,1,3,2,0,3,1,1,1
377,1,9,6,6,7,6,4,4,3,0,1
378,0,19,10,5,3,2,3,0,4,3,0
379,0,15,4,9,2,3,5,0,3,2,1
380,1,0,0,1,1,3,7,6,4,0,1
381,1,12,9,7,5,7,0,5,0,3,0
382,0,13,10,0,1,5,6,0,1,3,0
383,1,1,8,3,6,2,0,3,2,1,1
384,1,17,2,5,6,2,8,2,1,3,0
385,0,14,2,1,4,3,8,0,0,3,0
386,1,1,6,3,3,2,5,0,4,0,1
387,0,7,10,1,6,0,8,6,0,3,0
388,0,6,1,9,3,7,3,4,1,3,1
389,1,19,1,5,1,4,4,0,3,0,0
390,0,13,6,8,4,5,9,6,0,2,0
391,0,8,11,8,3,6,5,3,2,2,0
392,0,18,8,1,6,7,5,4,1,1,1
393,1,0,4,9,2,7,4,3,0,1,1
394,0,18,1,5,5,5,0,3,1,3,1
395,0,15,8,6,4,0,9,1,0,1,0
396,1,18,8,4,6,5,6,3,3,1,0
397,1,6,3,0,7,7,3,5,2,0,0
398,1,19,1,7,0,3,6,0,4,1,1
399,1,5,2,5,3,6,2,5,2,3,1
400,0,17,6,2,4,6,1,0,0,3,0
401,1,0,9,6,6,0,4,1,3,2,1
402,1,14,1,5,2,4,8,6,1,0,1
403,1,17,6,0,1,4,8,3,0,1,0
404,0,0,10,0,0,5,9,1,1,1,1
405,1,10,2,6,0,4,8,3,2,1,1
406,1,19,8,0,3,0,7,0,4,3,0
407,1,15,0,6,0,5,3,2,1,1,1
408,1,10,10,8,6,1,8,3,1,0,1
409,1,11,2,5,2,0,8,4,0,2,0
410,1,9,6,9,4,5,3,3,3,3,0
411,0,5,0,2,7,4,5,3,3,1,0
412,0,7,2,8,7,4,3,6,2,0,0
413,1,2,6,7,7,1,0,0,2,1,0
414,1,17,11,0,5,6,1,2,2,2,1
415,1,1,6,1,1,7,2,6,0,0,1
416,0,2,6,7,2,0,8,4,0,0,1
417,0,1,6,7,6,0,4,4,1,2,1
418,1,8,0,2,0,0,7,3,0,1,1
419,1,6,8,8,4,4,5,5,2,2,1
420,0,19,4,5,5,5,7,0,3,3,1
421,1,13,7,2,7,1,8,0,0,0,0
422,0,0,9,2,7,1,1,6,2,0,1
423,0,13,4,5,1,1,8,4,2,1,0
424,0,14,3,9,4,0,5,2,1,2,0
425,1,19,3,8,6,5,3,6,0,1,1
426,0,17,0,1,2,3,5,6,4,2,1
427,1,16,8,2,5,5,0,5,0,3,0
428,1,10,7,2,3,5,1,4,2,1,0
429,0,12,5,5,2,4,4,4,4,1,1
430,1,18,5,3,5,1,1,1,4,0,1
431,1,2,5,2,2,1,2,3,3,1,1
432,1,8,2,9,0,6,5,1,3,3,1
433,1,7,9,2,2,3,7,2,1,0,0
434,1,16,6,0,5,1,5,6,0,0,1
435,1,17,7,7,4,7,4,2,3,2,0
436,0,15,9,8,5,6,9,0,4,3,0
437,0,5,5,3,5,7,1,3,3,2,1
438,0,4,6,3,1,5,5,1,3,0,0
439,1,6,1,7,1,0,5,3,4,3,0
440,0,17,5,1,3,3,3,6,3,0,0
441,0,6,5,4,4,3,1,4,4,2,0
442,0,12,2,3,6,0,6,4,1,3,0
443,1,1,9,5,5,6,2,5,4,2,1
444,0,2,11,0,5,2,9,2,3,1,1
445,1,3,4,3,0,3,4,6,0,1,1
446,0,7,11,3,4,1,8,3,4,0,0
447,0,4,0,5,0,5,0,5,2,3,1
448,1,9,1,7,1,2,2,6,4,2,1
449,0,7,2,1,1,1,7,1,2,1,1
450,1,0,11,9,0,2,0,2,0,1,1
451,0,7,9,9,7,1,8,3,1,2,0
452,0,18,3,1,3,7,0,5,1,2,1
453,0,5,0,6,5,7,0,6,0,1,1
454,0,16,11,1,2,4,7,0,2,3,1
455,1,14,0,5,3,1,7,5,2,0,0
456,1,6,9,5,3,6,6,6,4,3,1
457,0,14,9,9,5,3,3,5,3,1,1
458,0,3,1,6,1,0,6,0,4,0,1
459,0,17,3,2,7,5,5,6,4,1,0
460,1,3,3,1,2,2,1,6,3,1,1
461,1,3,8,0,2,4,2,3,1,3,0
462,0,18,0,5,0,7,7,5,2,2,1
463,1,4,4,7,4,0,1,5,1,0,0
464,1,6,11,0,0,3,8,5,4,2,1
465,1,13,2,9,1,5,6,1,0,1,0
466,0,13,4,2,2,2,8,4,0,1,1
467,1,0,1,1,1,6,8,2,2,0,1
468,1,18,2,5,3,4,6,1,1,0,0
469,0,14,11,6,6,5,2,6,3,3,0
470,1,9,3,1,2,6,2,1,2,2,1
471,1,4,5,9,4,1,8,4,1,1,1
472,1,5,3,3,1,3,2,6,2,3,1
473,0,2,11,0,4,4,5,2,3,1,1
474,0,14,0,4,0,5,4,5,1,2,1
475,1,19,3,5,1,4,3,5,4,3,0
476,0,18,1,1,6,6,9,5,1,2,1
477,0,6,0,1,6,0,4,4,0,3,0
478,0,13,11,3,0,3,0,0,0,1,0
479,1,8,6,7,3,3,8,4,0,1,0
480,0,7,7,4,5,0,1,4,2,3,0
481,1,1,4,9,1,1,6,0,4,0,1
482,1,2,11,9,4,5,5,4,4,0,1
483,1,14,6,4,0,2,6,5,2,3,1
484,1,0,6,9,4,2,5,5,2,3,1
485,1,2,6,5,1,6,7,1,2,2,1
486,0,9,10,2,6,5,9,3,3,1,0
487,0,6,8,5,6,6,1,0,0,0,0
488,0,0,8,7,3,6,2,6,3,0,1
489,0,0,7,0,7,2,7,4,1,3,1
490,1,19,7,5,3,5,7,0,4,2,0
491,1,9,7,3,3,2,9,2,0,0,0
492,1,17,5,6,7,2,8,1,4,1,1
493,1,17,2,4,0,0,3,1,3,1,1
494,1,12,6,9,4,2,6,0,4,0,0
495,0,12,8,2,2,0,0,5,4,0,1
496,1,15,8,5,2,1,6,1,3,2,0
497,0,0,5,7,2,0,4,6,4,3,1
498,0,6,4,8,0,4,6,6,4,0,0
499,0,17,11,6,2,5,3,4,0,2,1
500,0,9,9,8,2,2,5,3,1,3,1
501,1,1,11,1,0,7,5,3,1,1,1
502,0,8,9,1,2,2,3,2,0,2,1
503,1,9,2,3,4,1,1,5,2,3,0
504,1,3,5,2,4,6,4,5,4,2,1
505,1,10,11,0,3,2,1,3,4,2,1
506,1,11,4,0,0,3,8,1,3,1,1
507,0,16,10,9,4,5,8,6,2,2,0
508,0,8,7,9,6,2,6,1,3,3,0
509,1,10,0,3,5,7,1,5,2,2,0
510,0,15,0,4,0,5,6,3,1,3,0
511,1,10,7,4,3,3,8,6,1,0,1
512,1,8,2,7,3,3,6,5,2,0,0
513,1,13,1,3,2,0,4,2,2,2,0
514,1,5,4,8,6,0,3,3,3,1,1
515,1,10,7,4,1,5,9,3,4,2,0
516,0,19,11,0,6,2,4,6,2,1,0
517,1,12,3,3,0,1,3,1,2,3,1
518,0,3,9,8,3,0,9,2,3,3,0
519,1,3,8,7,0,3,0,3,1,1,1
520,0,16,7,8,1,2,1,3,3,1,0
521,1,11,3,0,2,1,4,1,1,3,0
522,0,11,9,5,7,2,1,5,1,0,1
523,0,2,4,3,7,6,5,0,3,0,1
524,1,8,7,9,2,2,5,3,1,0,0
525,0,2,5,5,2,1,9,4,1,0,1
526,0,2,7,6,7,0,5,1,4,1,1
527,1,14,1,6,3,6,8,2,2,3,1
528,1,7,0,4,1,0,5,0,0,2,0
529,0,10,6,3,1,6,8,1,4,3,0
530,1,12,5,2,2,7,7,1,2,3,1
531,1,7,8,2,2,0,4,5,1,3,0
532,1,16,1,6,2,5,7,3,4,1,0
533,1,12,1,3,0,6,8,5,0,3,1
534,0,17,2,9,5,6,4,6,0,3,0
535,0,1,2,7,7,3,8,1,3,3,1
536,1,3,11,0,6,7,2,4,4,0,1
537,1,1,5,2,0,5,2,6,0,3,1
538,1,15,8,3,6,5,9,4,1,3,0
539,1,8,1,1,7,3,0,0,4,2,0
540,0,5,9,7,1,5,8,2,2,2,0
541,0,3,8,7,7,0,4,2,4,2,0
542,0,18,4,9,1,5,5,5,4,0,1
543,1,18,1,4,3,2,3,3,0,0,0
544,1,6,0,3,1,5,7,5,1,0,0
545,0,7,2,3,1,2,4,0,3,3,0
546,1,3,7,1,2,2,5,0,1,0,0
547,1,1,7,0,0,1,4,5,0,1,1
548,0,10,4,5,1,2,6,2,0,2,0
549,0,11,9,8,5,6,1,4,4,0,0
550,1,12,10,5,7,6,5,2,0,3,1
551,1,10,6,7,5,1,3,6,0,0,1
552,1,0,9,1,1,1,5,1,3,1,1
553,1,3,10,5,4,7,4,6,0,3,1
554,0,11,5,7,1,3,9,1,2,2,0
555,1,17,11,7,7,5,2,1,4,3,1
556,1,14,6,5,5,5,4,1,1,0,0
557,1,9,5,7,7,3,7,3,0,2,1
558,0,11,8,0,2,3,3,4,2,1,1
559,0,5,9,8,6,4,4,5,0,0,1
560,1,0,4,1,4,2,9,1,4,3,1
561,1,1,5,3,3,6,0,6,1,1,1
562,0,19,6,5,1,3,2,3,1,2,0
563,0,18,2,8,1,0,2,0,2,1,0
564,1,16,9,4,5,6,5,1,4,2,1
565,1,19,8,8,5,7,4,3,3,0,1
566,1,0,5,2,4,7,4,1,4,1,1
567,1,4,6,4,0,5,9,2,0,0,1
568,0,11,0,4,2,5,8,3,3,1,1
569,0,2,11,2,7,1,7,0,0,0,1
570,0,2,10,6,6,7,4,4,2,1,1
571,0,3,9,9,1,7,6,0,4,2,1
572,1,16,10,8,4,6,0,2,4,3,1
573,1,8,0,2,0,6,0,5,2,1,1
574,0,11,8,5,6,3,4,0,3,3,0
575,0,3,9,1,2,1,1,5,1,3,1
576,0,3,1,6,1,3,3,5,2,1,1
577,0,10,6,8,4,7,0,3,2,1,1
578,1,7,7,1,0,1,4,3,1,3,1
