TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season,s/n
105,0,2,7,9,1,5,4,3,1,0,1
106,1,0,2,3,0,5,4,5,4,2,1
107,1,9,10,5,5,7,1,2,4,3,0
108,0,11,2,8,1,5,6,0,3,0,0
109,1,11,11,4,5,7,6,0,4,3,1
110,0,2,9,6,5,7,8,0,3,1,1
111,1,12,5,8,7,1,1,2,0,0,1
112,1,2,9,1,2,1,1,2,1,0,0
113,1,1,1,2,0,6,9,0,2,3,1
114,0,4,3,1,7,7,5,0,3,2,1
115,1,3,3,9,0,2,8,1,3,2,1
116,0,18,4,8,1,5,2,3,2,3,0
117,1,7,5,4,1,4,4,4,2,2,1
118,0,9,6,1,5,5,5,4,2,3,0
119,1,4,3,4,1,0,0,3,2,1,0
120,0,1,4,1,2,5,0,4,2,0,1
121,1,16,11,6,0,7,4,6,3,2,1
122,1,7,9,8,5,5,5,6,1,3,1
123,0,18,2,1,3,7,0,2,2,2,1
124,1,9,8,6,7,1,2,2,2,1,0
125,1,4,11,1,0,4,7,2,2,2,1
126,1,2,9,3,2,2,1,1,4,0,0
127,1,15,11,8,2,6,3,2,1,1,1
128,0,3,10,7,0,3,1,4,2,0,0
129,1,12,9,9,3,4,8,4,1,3,0
130,0,7,4,1,5,1,6,4,1,3,0
131,0,3,8,9,1,1,7,5,0,2,1
132,1,3,7,3,3,2,7,6,3,1,1
133,0,0,6,1,1,7,5,6,2,3,1
134,0,3,10,9,7,3,1,0,4,2,0
135,0,13,11,7,2,1,2,4,1,1,1
136,0,9,6,2,1,7,2,6,4,0,1
137,1,6,4,6,3,0,4,0,4,1,0
138,1,19,2,8,3,1,2,6,2,1,1
139,0,2,9,3,0,0,6,3,2,1,1
140,0,9,7,8,1,2,7,0,2,2,1
141,0,6,4,6,2,1,7,5,0,2,1
142,0,6,4,9,7,2,9,0,1,2,0
143,0,10,11,1,7,2,1,2,2,3,0
144,1,8,9,8,7,4,7,5,2,0,1
145,0,19,4,4,6,6,6,5,0,1,1
146,1,11,4,1,2,1,0,5,2,2,0
147,1,14,8,7,7,4,1,4,3,1,0
148,1,5,2,5,2,3,5,6,1,0,1
149,1,0,9,3,5,6,8,6,2,1,1
150,0,13,5,2,2,3,9,1,1,0,1
151,1,5,3,9,5,1,8,0,1,2,0
152,0,1,2,7,1,5,4,4,3,2,1
153,1,19,5,8,3,7,8,4,1,1,1
154,0,3,2,4,6,5,1,5,3,3,1
155,0,6,6,1,7,4,5,0,0,2,0
156,1,17,2,8,3,7,9,3,3,0,1
157,0,19,2,9,1,7,3,6,4,1,1
158,1,11,8,2,3,7,0,5,2,1,0
159,0,1,0,8,2,2,8,2,4,2,1
160,1,4,1,9,6,6,6,0,3,2,1
161,0,14,7,4,2,5,6,5,2,3,1
162,0,1,5,9,4,4,8,5,3,1,1
163,1,10,7,8,1,0,7,6,3,3,1
164,0,2,11,7,0,7,0,3,4,0,1
165,1,12,0,9,2,0,7,1,2,3,0
166,1,4,2,6,6,3,9,3,4,0,0
167,1,13,0,8,6,6,9,1,2,0,1
168,0,8,7,4,0,5,3,6,3,2,0
169,0,8,1,1,0,5,9,0,4,1,1
170,1,15,3,4,6,0,2,6,4,2,1
171,1,4,10,3,6,4,8,6,0,3,1
172,1,17,2,4,2,2,3,4,3,0,0
173,1,8,7,5,7,6,8,6,1,2,1
174,0,4,3,7,1,4,9,2,2,1,0
175,0,9,6,5,7,3,6,6,1,2,0
176,0,13,4,9,3,4,2,0,1,3,0
177,1,4,4,6,0,7,9,5,0,0,1
178,1,18,8,7,6,4,8,0,4,1,0
179,0,9,6,1,0,1,2,4,0,2,0
180,1,18,7,1,2,0,5,2,3,3,0
181,0,19,0,0,2,2,4,1,4,0,1
182,0,5,11,4,5,1,1,6,0,3,0
183,1,4,10,3,2,1,3,1,4,1,0
184,1,18,2,0,6,0,6,0,2,1,0
185,1,2,8,0,7,2,6,0,2,0,0
186,1,15,4,2,7,6,2,0,3,1,1
187,0,12,9,6,4,1,6,1,1,2,0
188,1,14,11,1,7,5,3,4,2,0,1
189,0,8,9,7,1,5,8,4,1,3,0
190,0,19,11,2,3,1,6,0,2,2,0
191,0,9,10,8,6,6,1,1,2,2,0
192,1,11,0,9,2,0,6,6,2,1,1
193,1,14,0,7,4,2,6,2,2,0,0
194,0,3,6,2,0,5,7,3,0,2,1
195,0,11,11,6,0,1,8,1,2,3,0
196,1,1,7,5,0,2,6,6,3,0,1
197,0,10,9,5,1,2,7,4,3,1,1
198,1,0,4,8,1,6,2,0,1,3,1
199,1,15,7,0,6,0,8,0,4,3,0
200,0,6,9,9,2,4,2,3,4,2,1
201,1,3,1,3,5,0,8,1,4,0,0
202,1,10,7,2,6,7,9,2,0,1,0
203,0,11,10,4,5,6,8,1,4,0,0
204,0,1,7,1,2,4,5,4,1,2,1
205,0,4,0,0,2,4,8,5,4,3,1
206,1,4,6,3,5,1,0,1,2,0,0
207,0,0,4,2,4,1,0,4,3,2,1
208,0,5,4,3,2,7,7,5,0,0,1
209,1,18,11,8,7,4,2,2,3,2,1
210,1,17,7,1,7,2,3,4,0,0,0
211,0,0,7,2,2,0,5,4,3,3,1
212,0,8,6,9,7,4,2,5,3,2,1
213,0,16,1,6,0,5,0,0,0,2,1
214,1,4,1,9,2,7,8,0,2,2,0
215,0,14,1,9,2,4,3,2,2,3,1
216,0,0,7,6,4,5,3,5,0,3,1
217,1,6,7,2,3,7,5,5,1,1,0
218,1,1,3,9,6,4,7,6,0,3,1
219,1,8,9,5,1,7,5,5,0,1,0
220,0,0,2,8,6,2,1,2,4,2,1
221,0,3,3,3,4,3,5,4,2,3,0
222,1,19,2,7,5,6,5,2,3,1,1
223,1,3,5,5,5,2,7,6,3,2,1
224,0,15,6,2,5,2,6,3,3,1,0
225,1,15,0,0,1,6,9,4,0,1,1
226,1,7,9,6,3,7,5,4,0,3,0
227,0,1,1,5,6,5,9,0,4,0,1
228,1,18,4,3,5,4,9,3,1,0,0
229,0,4,9,5,7,2,1,0,2,0,0
230,0,14,9,4,0,5,6,3,2,1,0
231,1,19,4,8,0,1,8,6,3,2,1
232,0,2,1,0,0,0,5,0,0,1,1
233,1,19,3,6,5,5,6,1,1,3,0
234,1,16,8,6,4,5,3,5,1,2,0
235,0,3,1,7,4,3,7,1,0,2,1
236,1,4,3,4,4,6,7,3,4,0,1
237,0,14,11,2,7,4,7,2,4,0,1
238,0,2,0,7,4,3,2,0,0,2,1
239,0,8,11,0,0,6,0,5,4,1,1
240,1,16,8,5,6,1,4,1,4,2,0
241,0,17,0,2,7,3,4,2,4,3,0
242,1,8,2,8,6,7,3,0,1,3,1
243,0,19,5,8,2,6,3,2,2,2,1
244,0,8,6,0,2,3,6,0,3,0,1
245,0,7,9,4,2,0,8,1,1,2,1
246,1,5,5,3,4,7,7,2,4,1,1
247,1,3,3,1,3,1,1,6,2,2,1
248,0,5,6,0,1,0,5,6,1,2,0
249,1,13,7,2,4,3,5,5,1,2,0
250,0,0,5,8,1,4,6,6,0,0,1
251,1,3,0,1,2,6,0,5,3,1,1
252,0,3,4,4,0,3,6,0,1,2,0
253,0,16,0,3,2,3,1,1,3,0,1
254,0,6,6,8,3,4,7,3,0,2,1
255,1,17,11,4,0,2,3,2,0,2,1
256,1,15,5,3,4,7,8,1,0,2,1
257,1,19,0,9,3,0,3,3,3,0,0
258,0,6,4,9,7,6,1,1,4,2,0
259,0,11,2,4,6,4,5,5,2,2,1
260,1,19,7,6,1,7,6,4,0,0,0
261,1,6,11,1,7,4,5,5,2,1,1
262,1,18,3,8,1,3,9,4,0,0,1
263,1,2,2,2,4,2,4,2,2,0,0
264,1,0,7,0,5,1,5,2,1,0,1
265,1,19,3,7,1,4,7,4,2,0,0
266,1,17,9,0,5,2,4,6,0,1,1
267,0,8,10,4,4,4,6,5,1,0,1
268,1,1,5,8,1,5,9,0,2,3,1
269,0,7,0,3,4,7,0,0,0,2,1
270,1,8,6,5,7,7,0,2,3,1,0
271,1,4,8,9,7,5,1,6,4,2,1
272,0,19,11,3,3,0,6,2,4,2,0
273,0,4,6,4,0,5,5,1,2,2,0
274,0,14,8,8,1,7,0,4,1,3,1
275,1,6,2,4,3,2,1,3,2,0,0
276,1,15,1,8,1,0,6,0,0,2,1
277,1,11,1,4,2,3,7,0,3,3,0
278,0,11,6,8,1,6,9,0,3,1,0
279,0,8,11,9,0,3,3,3,4,3,0
280,1,7,6,8,4,6,5,2,2,1,1
281,0,7,0,8,4,1,8,6,0,0,0
282,1,8,0,8,3,3,7,2,4,3,1
283,0,12,7,9,0,0,7,0,4,1,1
284,0,1,1,8,0,6,2,4,4,2,1
285,0,1,5,6,2,5,6,6,1,3,1
286,1,4,5,1,2,3,6,2,0,0,1
287,0,11,0,1,4,4,4,4,0,1,0
288,0,7,2,6,0,6,9,0,3,0,0
289,0,5,9,6,1,0,5,1,2,2,0
290,1,8,9,1,5,3,5,1,3,3,0
291,0,8,10,0,6,3,8,6,1,1,0
292,0,1,2,7,0,1,0,1,0,2,1
293,0,10,10,1,3,7,7,3,2,0,1
294,1,9,2,4,5,6,6,5,1,3,1
295,1,14,4,2,6,4,0,6,2,2,1
296,1,19,9,8,3,3,0,1,0,3,1
297,1,14,4,8,1,4,6,4,2,3,1
298,1,15,8,4,5,5,3,5,3,3,0
299,1,1,1,6,7,6,8,5,2,0,1
300,1,2,5,4,5,5,7,0,3,1,1
301,0,13,6,9,5,5,9,0,3,1,0
302,1,6,11,2,7,0,1,3,2,0,1
303,0,5,0,4,2,6,6,2,4,1,1
304,0,1,11,8,1,0,1,4,0,0,1
305,1,12,11,4,0,6,3,5,4,0,1
306,1,5,6,7,0,0,3,6,0,0,1
307,1,1,6,3,3,7,0,6,1,2,1
308,0,17,4,7,5,0,5,1,1,2,0
309,1,18,8,8,1,1,8,0,3,0,1
310,1,5,10,2,6,3,5,2,3,3,0
311,0,6,10,4,4,1,2,6,4,1,0
312,1,1,9,1,3,7,0,0,1,3,1
313,0,4,2,4,5,1,6,0,0,2,0
314,1,0,2,9,6,1,6,3,0,1,1
315,0,11,2,9,0,4,4,6,1,1,0
316,0,19,0,9,5,1,4,6,2,3,0
317,1,15,6,3,3,3,6,1,2,0,0
318,1,8,5,1,6,7,8,5,4,1,1
319,1,8,5,1,7,3,0,0,0,0,1
320,0,13,6,9,0,5,6,6,2,0,0
321,1,7,3,5,7,4,5,2,1,0,0
322,0,4,2,9,4,7,0,5,1,2,1
323,1,10,8,4,1,5,2,4,1,0,0
324,0,1,2,8,5,2,5,5,2,2,1
325,0,17,5,3,4,0,8,5,2,2,1
326,1,16,7,7,1,0,9,0,4,3,0
327,1,3,0,9,3,5,8,6,0,1,1
328,1,3,4,0,4,5,1,6,1,2,1
329,1,2,10,7,1,4,6,4,4,2,0
330,0,0,1,6,0,0,2,1,4,3,1
331,1,17,11,4,4,4,1,2,3,3,1
332,0,12,3,9,2,6,8,0,1,1,1
333,1,17,0,2,2,3,5,2,0,1,0
334,0,3,5,6,4,1,8,0,0,0,0
335,0,4,3,8,7,4,7,5,3,2,1
336,1,2,6,5,1,6,1,1,1,0,1
337,1,18,3,8,5,5,8,6,2,3,1
338,1,18,0,0,7,1,5,3,1,2,0
339,1,8,2,5,6,0,7,0,0,1,0
340,1,13,1,5,4,4,6,3,4,1,0
341,1,17,6,7,3,5,1,3,1,1,0
342,0,4,9,0,6,4,8,0,3,1,0
343,1,16,3,5,3,2,9,2,2,1,0
344,1,2,2,5,4,3,5,3,2,1,0
345,0,5,4,0,1,0,0,2,3,2,0
346,0,8,4,5,3,2,0,2,2,2,0
347,0,7,5,6,6,4,8,1,0,1,0
348,1,13,1,1,7,1,3,3,0,2,0
349,1,16,5,8,2,1,6,1,2,1,1
350,1,8,11,9,7,3,3,6,3,1,1
351,1,5,3,5,6,7,6,2,2,3,0
352,0,15,9,7,7,0,7,3,3,3,1
353,0,4,10,9,1,0,2,2,1,1,0
354,0,8,9,0,5,2,5,0,3,3,0
355,1,2,9,4,3,3,3,0,2,1,0
356,0,9,8,2,7,5,2,3,0,2,0
357,0,15,9,2,0,0,1,6,0,2,0
358,1,17,1,6,7,5,1,6,4,1,1
359,0,10,10,5,0,7,4,2,0,1,1
360,0,16,10,9,6,3,2,4,2,0,0
361,1,17,3,2,2,6,5,5,4,0,1
362,1,15,2,3,3,3,5,0,2,2,0
363,1,15,6,1,0,6,6,3,2,0,1
364,1,11,5,6,3,4,9,6,3,2,1
365,1,8,1,6,4,7,3,1,0,2,0
366,1,19,0,2,1,2,8,0,2,0,0
367,1,2,2,9,2,7,2,2,4,0,0
368,1,11,7,3,3,0,4,3,2,1,0
369,1,15,11,3,7,3,4,2,1,1,1
370,1,15,8,7,2,3,6,6,4,3,1
371,0,14,10,9,6,6,1,4,2,3,0
372,0,17,6,1,5,3,3,4,0,3,0
373,1,10,5,2,7,0,0,4,2,1,1
374,0,3,4,4,0,2,0,5,0,2,1
375,1,15,9,0,3,2,7,4,1,0,0
376,0,9,4,2,4,2,8,4,3,1,0
377,1,17,6,5,7,3,7,6,4,1,1
378,0,4,0,2,4,5,8,6,4,1,0
379,1,11,7,8,1,6,8,5,2,1,1
380,0,0,6,9,2,1,3,1,0,3,1
381,0,2,2,4,4,7,0,1,1,1,1
382,1,2,6,0,4,3,0,2,3,3,0
383,1,6,7,3,0,6,7,0,0,3,1
384,0,14,11,3,5,7,4,0,4,3,1
385,0,12,4,9,7,7,3,4,0,1,1
386,1,18,10,0,2,4,1,6,3,3,1
387,1,7,2,9,0,3,7,2,1,0,1
388,1,5,11,1,4,7,7,2,1,2,1
389,0,6,5,0,6,7,1,4,1,2,1
390,1,3,10,2,4,6,0,6,2,2,1
391,1,17,4,5,2,1,6,6,1,1,1
392,1,12,0,0,0,5,7,5,2,1,1
393,0,12,1,4,5,4,6,3,0,2,1
394,1,17,6,9,4,7,6,1,0,1,0
395,1,17,11,2,6,7,6,1,2,3,1
396,0,19,11,0,4,2,4,6,0,3,0
397,1,11,5,8,2,3,5,2,1,2,1
398,1,19,9,3,3,7,7,0,3,1,0
399,0,0,11,3,3,7,3,5,1,2,1
400,0,0,1,4,7,1,4,4,1,0,1
401,1,8,4,6,5,7,8,4,3,2,0
402,1,6,7,7,7,7,4,6,4,1,1
403,0,4,0,8,1,5,8,3,3,0,0
404,0,15,0,3,4,5,5,5,3,2,1
405,1,9,3,0,7,0,4,4,0,1,0
406,1,1,4,4,4,5,0,0,2,1,1
407,0,10,4,5,5,4,3,2,3,2,0
408,0,2,0,3,4,1,0,4,1,1,1
409,0,12,0,5,7,4,9,5,3,3,1
410,1,3,11,1,0,7,4,5,0,2,1
411,1,13,9,7,5,6,7,1,3,0,1
412,1,2,3,4,2,2,4,6,2,1,1
413,0,5,9,5,2,2,2,3,2,2,1
414,0,13,7,1,7,3,2,4,3,1,0
415,1,10,1,4,6,3,0,6,3,1,1
416,1,8,8,3,5,7,5,2,0,0,0
417,0,18,11,5,5,1,6,2,3,0,0
418,1,1,0,6,4,1,1,0,2,0,1
419,1,6,8,6,5,7,5,6,3,0,1
420,0,11,1,3,6,7,4,0,0,1,1
421,0,2,5,9,3,3,4,2,2,1,1
422,0,18,4,1,4,5,1,5,0,3,1
423,1,15,11,8,2,4,2,2,1,1,1
424,1,5,10,1,5,0,7,6,0,0,1
425,0,18,8,5,6,1,0,3,0,2,0
426,1,14,7,2,2,7,6,4,3,1,0
427,0,0,0,4,6,2,2,6,1,3,1
428,0,3,3,3,0,3,7,5,1,1,1
429,0,9,1,9,4,2,4,5,2,3,1
430,0,17,3,0,6,3,7,1,4,2,1
431,0,16,8,8,5,0,1,1,4,2,0
432,1,4,11,0,4,7,5,0,2,0,1
433,1,1,2,3,2,4,7,2,0,3,1
434,0,15,3,9,3,7,8,2,0,1,1
435,0,3,9,7,6,4,2,0,0,1,0
436,1,5,9,0,2,6,7,6,2,3,1
437,1,0,4,0,1,6,5,3,2,0,1
438,1,14,8,7,1,3,3,6,3,1,1
439,1,6,3,1,0,4,7,5,0,0,1
440,0,19,9,4,5,6,9,0,4,2,0
441,0,0,4,2,4,6,8,2,0,2,1
442,0,4,1,7,4,0,2,2,2,2,1
443,0,8,9,3,3,2,1,5,4,1,1
444,0,17,10,1,7,4,6,4,0,0,0
445,0,8,5,8,4,7,9,3,2,0,1
446,1,17,0,7,4,0,8,6,0,2,1
447,0,18,3,7,5,2,9,0,1,2,0
448,1,11,8,0,7,6,4,4,3,2,1
449,1,11,5,3,0,2,3,6,3,1,1
450,0,9,0,2,6,3,4,4,0,0,0
451,1,3,9,0,4,1,4,0,2,2,0
452,1,11,4,3,4,6,5,4,3,3,1
453,1,18,3,2,2,0,8,6,0,0,1
454,1,4,5,1,2,2,4,6,0,2,1
455,0,14,9,8,6,3,7,3,3,3,1
456,1,13,11,9,5,3,4,6,2,2,1
457,0,10,5,7,3,4,5,2,1,3,0
458,1,5,10,3,0,4,5,1,2,3,1
459,0,17,11,9,5,7,5,4,0,0,1
460,0,3,0,6,1,5,6,1,4,0,0
461,0,9,10,6,4,3,0,0,1,1,0
462,0,2,1,3,2,5,8,1,0,3,1
463,1,3,5,9,3,1,0,1,2,2,1
464,1,6,8,4,6,3,9,0,0,2,0
465,0,12,11,9,1,7,4,4,3,3,1
466,0,7,2,5,4,5,9,6,0,1,0
467,1,0,7,7,1,4,4,0,0,3,1
468,0,10,9,8,1,6,3,2,2,0,0
469,0,1,8,6,1,1,7,4,1,2,1
470,0,4,2,9,1,6,3,1,2,2,0
471,0,12,3,0,3,6,7,0,1,3,1
472,0,3,9,1,1,7,7,4,0,2,1
473,1,18,2,6,7,3,4,6,3,2,1
474,1,1,5,5,7,2,9,3,0,3,1
475,1,11,3,2,6,0,8,4,0,2,0
476,0,3,10,0,5,6,6,0,2,3,0
477,1,5,7,0,2,0,4,2,4,2,0
478,1,18,11,7,4,5,9,4,0,2,1
479,0,3,3,2,2,3,8,0,4,2,1
480,0,15,0,1,6,0,8,1,1,1,0
481,0,11,8,6,0,7,9,2,0,3,1
482,1,15,9,4,7,2,7,6,2,0,1
483,1,6,0,0,3,7,9,3,3,2,0
484,0,8,11,5,2,0,6,3,0,0,1
485,0,12,2,4,6,4,2,3,3,3,0
486,1,9,4,6,1,1,4,6,4,1,1
487,1,13,2,4,1,4,1,2,2,2,0
488,0,15,8,1,7,3,1,5,3,1,1
489,0,3,5,2,2,7,6,4,1,3,1
490,1,7,11,1,1,4,1,0,1,3,1
491,1,8,1,4,7,4,2,3,3,1,0
492,1,7,9,0,0,1,2,1,0,0,1
493,1,5,4,1,5,5,1,3,2,2,0
494,0,16,1,3,0,0,5,3,2,2,1
495,1,12,9,8,1,6,3,1,3,2,1
496,1,4,3,9,0,7,7,2,2,1,1
497,0,9,0,2,0,1,6,0,2,1,0
498,1,19,0,1,0,1,3,3,1,0,1
499,1,15,7,4,3,7,4,1,1,3,0
500,1,18,10,1,0,7,0,3,2,1,1
501,0,9,8,3,6,7,2,3,2,3,1
502,0,14,6,9,1,5,0,6,3,2,0
503,0,19,6,3,1,3,7,0,1,2,1
504,0,13,4,0,7,0,0,3,1,3,0
505,0,12,8,7,6,0,8,0,2,3,0
506,1,17,6,9,3,5,7,5,0,2,0
507,0,0,2,2,1,0,8,6,2,3,1
508,1,16,4,7,2,3,8,5,1,3,0
509,1,6,11,8,7,0,0,1,4,2,1
510,1,1,4,4,2,4,4,3,1,1,1
511,0,8,11,7,2,1,7,5,3,0,1
512,0,5,4,9,2,6,9,6,3,0,1
513,1,0,4,0,1,1,3,5,1,0,1
514,0,11,0,1,0,6,1,1,2,0,0
515,1,18,0,4,0,7,3,4,4,2,1
516,0,5,7,8,7,1,7,4,2,2,1
517,1,1,9,4,5,5,8,6,2,1,1
518,1,5,9,6,1,6,4,1,3,2,1
519,0,0,10,7,7,1,6,0,0,2,1
520,0,12,5,0,7,4,7,6,0,0,1
521,0,10,3,1,1,3,5,0,0,3,0
522,0,9,3,1,0,4,7,1,1,3,1
523,0,17,5,6,5,7,3,5,4,1,1
524,0,19,9,9,3,7,4,4,0,3,1
525,1,0,2,5,3,3,3,6,1,3,1
526,0,14,1,6,3,2,2,0,0,2,1
527,1,2,5,5,3,2,6,0,0,1,1
528,1,12,4,4,5,0,0,6,0,3,1
529,1,11,3,9,0,2,8,5,4,0,1
530,0,14,9,6,4,1,2,6,3,3,0
531,0,7,7,4,0,4,5,0,1,2,0
532,1,13,4,8,5,0,4,2,4,3,1
533,0,8,8,6,7,2,9,2,2,2,0
534,1,12,10,8,4,1,0,5,2,0,1
535,0,10,1,4,3,7,2,5,1,3,1
536,1,6,8,4,3,7,6,0,0,1,0
537,1,6,1,5,2,4,0,0,1,0,0
538,1,1,4,4,1,1,8,0,3,1,1
539,0,5,9,1,0,5,4,6,1,3,0
540,0,16,5,7,5,3,2,2,1,1,0
541,0,15,6,0,0,2,7,6,0,1,1
542,0,15,2,1,6,5,9,4,2,3,0
543,1,14,9,1,5,0,7,2,0,0,0
544,0,19,0,1,7,5,4,4,4,3,0
545,1,3,0,6,6,5,8,4,3,1,0
546,0,13,9,1,3,3,3,4,4,2,0
547,0,8,0,2,2,1,2,1,2,2,1
548,1,17,4,2,5,3,7,0,1,3,0
549,0,18,11,6,3,1,7,2,1,0,1
550,1,1,3,4,2,0,0,0,0,2,1
551,1,17,7,1,6,1,6,4,2,3,0
552,1,5,8,0,4,1,3,3,4,3,0
553,1,4,4,8,2,0,9,4,0,0,1
554,1,0,10,6,3,3,2,4,1,2,1
555,1,6,4,2,7,0,4,0,4,2,0
556,0,2,5,2,0,5,1,6,4,0,1
557,0,19,9,6,4,2,8,6,0,0,0
558,1,15,7,3,7,3,1,6,1,2,1
559,1,13,0,0,2,4,9,6,0,1,1
560,0,1,5,9,3,2,2,6,4,3,1
561,1,18,0,4,1,1,6,6,1,2,1
562,1,15,10,7,1,1,0,5,0,1,0
563,0,5,8,1,3,3,2,1,0,2,0
564,1,1,0,8,7,1,5,2,2,2,1
565,1,12,10,6,4,0,1,5,0,0,0
566,1,13,11,1,2,5,4,3,4,3,1
567,1,9,4,6,4,6,2,6,4,2,1
568,1,11,3,2,4,5,7,5,0,0,0
569,0,12,2,7,2,7,9,6,2,1,1
570,1,11,8,4,4,2,0,0,4,3,0
571,1,14,3,4,6,4,1,2,4,3,0
572,0,13,0,9,0,3,2,0,4,1,0
573,1,19,8,9,2,1,4,2,2,0,0
574,1,14,6,1,5,3,0,0,4,2,0
575,1,7,0,6,0,5,0,3,1,0,1
576,1,19,9,7,4,7,9,0,2,1,0
577,0,5,1,3,7,0,4,3,1,1,1
578,1,6,8,9,6,6,0,6,0,3,1
