TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season
128,female,3,10,7,0,3,1,4,2,0
129,male,12,9,9,3,4,8,4,1,3
130,female,7,4,1,5,1,6,4,1,3
131,female,3,8,9,1,1,7,5,0,2
132,male,3,7,3,3,2,7,6,3,1
133,female,0,6,1,1,7,5,6,2,3
134,female,3,10,9,7,3,1,0,4,2
135,female,13,11,7,2,1,2,4,1,1
136,female,9,6,2,1,7,2,6,4,0
137,male,6,4,6,3,0,4,0,4,1
138,male,19,2,8,3,1,2,6,2,1
139,female,2,9,3,0,0,6,3,2,1
140,female,9,7,8,1,2,7,0,2,2
141,female,6,4,6,2,1,7,5,0,2
142,female,6,4,9,7,2,9,0,1,2
143,female,10,11,1,7,2,1,2,2,3
144,male,8,9,8,7,4,7,5,2,0
145,female,19,4,4,6,6,6,5,0,1
146,male,11,4,1,2,1,0,5,2,2
147,male,14,8,7,7,4,1,4,3,1
148,male,5,2,5,2,3,5,6,1,0
149,male,0,9,3,5,6,8,6,2,1
150,female,13,5,2,2,3,9,1,1,0
151,male,5,3,9,5,1,8,0,1,2
152,female,1,2,7,1,5,4,4,3,2
153,male,19,5,8,3,7,8,4,1,1
154,female,3,2,4,6,5,1,5,3,3
155,female,6,6,1,7,4,5,0,0,2
156,male,17,2,8,3,7,9,3,3,0
157,female,19,2,9,1,7,3,6,4,1
158,male,11,8,2,3,7,0,5,2,1
159,female,1,0,8,2,2,8,2,4,2
160,male,4,1,9,6,6,6,0,3,2
161,female,14,7,4,2,5,6,5,2,3
162,female,1,5,9,4,4,8,5,3,1
163,male,10,7,8,1,0,7,6,3,3
164,female,2,11,7,0,7,0,3,4,0
165,male,12,0,9,2,0,7,1,2,3
166,male,4,2,6,6,3,9,3,4,0
167,male,13,0,8,6,6,9,1,2,0
168,female,8,7,4,0,5,3,6,3,2
169,female,8,1,1,0,5,9,0,4,1
170,male,15,3,4,6,0,2,6,4,2
171,male,4,10,3,6,4,8,6,0,3
172,male,17,2,4,2,2,3,4,3,0
173,male,8,7,5,7,6,8,6,1,2
174,female,4,3,7,1,4,9,2,2,1
175,female,9,6,5,7,3,6,6,1,2
176,female,13,4,9,3,4,2,0,1,3
177,male,4,4,6,0,7,9,5,0,0
178,male,18,8,7,6,4,8,0,4,1
179,female,9,6,1,0,1,2,4,0,2
180,male,18,7,1,2,0,5,2,3,3
181,female,19,0,0,2,2,4,1,4,0
182,female,5,11,4,5,1,1,6,0,3
183,male,4,10,3,2,1,3,1,4,1
184,male,18,2,0,6,0,6,0,2,1
185,male,2,8,0,7,2,6,0,2,0
186,male,15,4,2,7,6,2,0,3,1
187,female,12,9,6,4,1,6,1,1,2
188,male,14,11,1,7,5,3,4,2,0
189,female,8,9,7,1,5,8,4,1,3
190,female,19,11,2,3,1,6,0,2,2
191,female,9,10,8,6,6,1,1,2,2
192,male,11,0,9,2,0,6,6,2,1
193,male,14,0,7,4,2,6,2,2,0
194,female,3,6,2,0,5,7,3,0,2
195,female,11,11,6,0,1,8,1,2,3
196,male,1,7,5,0,2,6,6,3,0
197,female,10,9,5,1,2,7,4,3,1
198,male,0,4,8,1,6,2,0,1,3
199,male,15,7,0,6,0,8,0,4,3
200,female,6,9,9,2,4,2,3,4,2
201,male,3,1,3,5,0,8,1,4,0
202,male,10,7,2,6,7,9,2,0,1
203,female,11,10,4,5,6,8,1,4,0
204,female,1,7,1,2,4,5,4,1,2
205,female,4,0,0,2,4,8,5,4,3
206,male,4,6,3,5,1,0,1,2,0
207,female,0,4,2,4,1,0,4,3,2
208,female,5,4,3,2,7,7,5,0,0
209,male,18,11,8,7,4,2,2,3,2
210,male,17,7,1,7,2,3,4,0,0
211,female,0,7,2,2,0,5,4,3,3
212,female,8,6,9,7,4,2,5,3,2
213,female,16,1,6,0,5,0,0,0,2
214,male,4,1,9,2,7,8,0,2,2
215,female,14,1,9,2,4,3,2,2,3
216,female,0,7,6,4,5,3,5,0,3
217,male,6,7,2,3,7,5,5,1,1
218,male,1,3,9,6,4,7,6,0,3
219,male,8,9,5,1,7,5,5,0,1
220,female,0,2,8,6,2,1,2,4,2
221,female,3,3,3,4,3,5,4,2,3
222,male,19,2,7,5,6,5,2,3,1
223,male,3,5,5,5,2,7,6,3,2
224,female,15,6,2,5,2,6,3,3,1
225,male,15,0,0,1,6,9,4,0,1
226,male,7,9,6,3,7,5,4,0,3
227,female,1,1,5,6,5,9,0,4,0
228,male,18,4,3,5,4,9,3,1,0
229,female,4,9,5,7,2,1,0,2,0
230,female,14,9,4,0,5,6,3,2,1
231,male,19,4,8,0,1,8,6,3,2
232,female,2,1,0,0,0,5,0,0,1
233,male,19,3,6,5,5,6,1,1,3
234,male,16,8,6,4,5,3,5,1,2
235,female,3,1,7,4,3,7,1,0,2
236,male,4,3,4,4,6,7,3,4,0
237,female,14,11,2,7,4,7,2,4,0
238,female,2,0,7,4,3,2,0,0,2
239,female,8,11,0,0,6,0,5,4,1
240,male,16,8,5,6,1,4,1,4,2
241,female,17,0,2,7,3,4,2,4,3
242,male,8,2,8,6,7,3,0,1,3
243,female,19,5,8,2,6,3,2,2,2
244,female,8,6,0,2,3,6,0,3,0
245,female,7,9,4,2,0,8,1,1,2
246,male,5,5,3,4,7,7,2,4,1
247,male,3,3,1,3,1,1,6,2,2
248,female,5,6,0,1,0,5,6,1,2
249,male,13,7,2,4,3,5,5,1,2
250,female,0,5,8,1,4,6,6,0,0
251,male,3,0,1,2,6,0,5,3,1
252,female,3,4,4,0,3,6,0,1,2
253,female,16,0,3,2,3,1,1,3,0
254,female,6,6,8,3,4,7,3,0,2
255,male,17,11,4,0,2,3,2,0,2
256,male,15,5,3,4,7,8,1,0,2
257,male,19,0,9,3,0,3,3,3,0
258,female,6,4,9,7,6,1,1,4,2
259,female,11,2,4,6,4,5,5,2,2
260,male,19,7,6,1,7,6,4,0,0
261,male,6,11,1,7,4,5,5,2,1
262,male,18,3,8,1,3,9,4,0,0
263,male,2,2,2,4,2,4,2,2,0
264,male,0,7,0,5,1,5,2,1,0
265,male,19,3,7,1,4,7,4,2,0
266,male,17,9,0,5,2,4,6,0,1
267,female,8,10,4,4,4,6,5,1,0
268,male,1,5,8,1,5,9,0,2,3
269,female,7,0,3,4,7,0,0,0,2
270,male,8,6,5,7,7,0,2,3,1
271,male,4,8,9,7,5,1,6,4,2
272,female,19,11,3,3,0,6,2,4,2
273,female,4,6,4,0,5,5,1,2,2
274,female,14,8,8,1,7,0,4,1,3
275,male,6,2,4,3,2,1,3,2,0
276,male,15,1,8,1,0,6,0,0,2
277,male,11,1,4,2,3,7,0,3,3
278,female,11,6,8,1,6,9,0,3,1
279,female,8,11,9,0,3,3,3,4,3
280,male,7,6,8,4,6,5,2,2,1
281,female,7,0,8,4,1,8,6,0,0
282,male,8,0,8,3,3,7,2,4,3
283,female,12,7,9,0,0,7,0,4,1
284,female,1,1,8,0,6,2,4,4,2
285,female,1,5,6,2,5,6,6,1,3
286,male,4,5,1,2,3,6,2,0,0
287,female,11,0,1,4,4,4,4,0,1
288,female,7,2,6,0,6,9,0,3,0
289,female,5,9,6,1,0,5,1,2,2
290,male,8,9,1,5,3,5,1,3,3
291,female,8,10,0,6,3,8,6,1,1
292,female,1,2,7,0,1,0,1,0,2
293,female,10,10,1,3,7,7,3,2,0
294,male,9,2,4,5,6,6,5,1,3
295,male,14,4,2,6,4,0,6,2,2
296,male,19,9,8,3,3,0,1,0,3
297,male,14,4,8,1,4,6,4,2,3
298,male,15,8,4,5,5,3,5,3,3
299,male,1,1,6,7,6,8,5,2,0
300,male,2,5,4,5,5,7,0,3,1
301,female,13,6,9,5,5,9,0,3,1
302,male,6,11,2,7,0,1,3,2,0
303,female,5,0,4,2,6,6,2,4,1
304,female,1,11,8,1,0,1,4,0,0
305,male,12,11,4,0,6,3,5,4,0
306,male,5,6,7,0,0,3,6,0,0
307,male,1,6,3,3,7,0,6,1,2
308,female,17,4,7,5,0,5,1,1,2
309,male,18,8,8,1,1,8,0,3,0
310,male,5,10,2,6,3,5,2,3,3
311,female,6,10,4,4,1,2,6,4,1
312,male,1,9,1,3,7,0,0,1,3
313,female,4,2,4,5,1,6,0,0,2
314,male,0,2,9,6,1,6,3,0,1
315,female,11,2,9,0,4,4,6,1,1
316,female,19,0,9,5,1,4,6,2,3
317,male,15,6,3,3,3,6,1,2,0
318,male,8,5,1,6,7,8,5,4,1
319,male,8,5,1,7,3,0,0,0,0
320,female,13,6,9,0,5,6,6,2,0
321,male,7,3,5,7,4,5,2,1,0
322,female,4,2,9,4,7,0,5,1,2
323,male,10,8,4,1,5,2,4,1,0
324,female,1,2,8,5,2,5,5,2,2
325,female,17,5,3,4,0,8,5,2,2
326,male,16,7,7,1,0,9,0,4,3
327,male,3,0,9,3,5,8,6,0,1
328,male,3,4,0,4,5,1,6,1,2
329,male,2,10,7,1,4,6,4,4,2
330,female,0,1,6,0,0,2,1,4,3
331,male,17,11,4,4,4,1,2,3,3
332,female,12,3,9,2,6,8,0,1,1
333,male,17,0,2,2,3,5,2,0,1
334,female,3,5,6,4,1,8,0,0,0
335,female,4,3,8,7,4,7,5,3,2
336,male,2,6,5,1,6,1,1,1,0
337,male,18,3,8,5,5,8,6,2,3
338,male,18,0,0,7,1,5,3,1,2
339,male,8,2,5,6,0,7,0,0,1
340,male,13,1,5,4,4,6,3,4,1
341,male,17,6,7,3,5,1,3,1,1
342,female,4,9,0,6,4,8,0,3,1
343,male,16,3,5,3,2,9,2,2,1
344,male,2,2,5,4,3,5,3,2,1
345,female,5,4,0,1,0,0,2,3,2
346,female,8,4,5,3,2,0,2,2,2
347,female,7,5,6,6,4,8,1,0,1
348,male,13,1,1,7,1,3,3,0,2
349,male,16,5,8,2,1,6,1,2,1
350,male,8,11,9,7,3,3,6,3,1
351,male,5,3,5,6,7,6,2,2,3
352,female,15,9,7,7,0,7,3,3,3
353,female,4,10,9,1,0,2,2,1,1
354,female,8,9,0,5,2,5,0,3,3
355,male,2,9,4,3,3,3,0,2,1
356,female,9,8,2,7,5,2,3,0,2
357,female,15,9,2,0,0,1,6,0,2
358,male,17,1,6,7,5,1,6,4,1
359,female,10,10,5,0,7,4,2,0,1
360,female,16,10,9,6,3,2,4,2,0
361,male,17,3,2,2,6,5,5,4,0
362,male,15,2,3,3,3,5,0,2,2
363,male,15,6,1,0,6,6,3,2,0
364,male,11,5,6,3,4,9,6,3,2
365,male,8,1,6,4,7,3,1,0,2
366,male,19,0,2,1,2,8,0,2,0
367,male,2,2,9,2,7,2,2,4,0
368,male,11,7,3,3,0,4,3,2,1
369,male,15,11,3,7,3,4,2,1,1
370,male,15,8,7,2,3,6,6,4,3
371,female,14,10,9,6,6,1,4,2,3
372,female,17,6,1,5,3,3,4,0,3
373,male,10,5,2,7,0,0,4,2,1
374,female,3,4,4,0,2,0,5,0,2
375,male,15,9,0,3,2,7,4,1,0
376,female,9,4,2,4,2,8,4,3,1
377,male,17,6,5,7,3,7,6,4,1
378,female,4,0,2,4,5,8,6,4,1
379,male,11,7,8,1,6,8,5,2,1
380,female,0,6,9,2,1,3,1,0,3
381,female,2,2,4,4,7,0,1,1,1
382,male,2,6,0,4,3,0,2,3,3
383,male,6,7,3,0,6,7,0,0,3
384,female,14,11,3,5,7,4,0,4,3
385,female,12,4,9,7,7,3,4,0,1
386,male,18,10,0,2,4,1,6,3,3
387,male,7,2,9,0,3,7,2,1,0
388,male,5,11,1,4,7,7,2,1,2
389,female,6,5,0,6,7,1,4,1,2
390,male,3,10,2,4,6,0,6,2,2
391,male,17,4,5,2,1,6,6,1,1
392,male,12,0,0,0,5,7,5,2,1
393,female,12,1,4,5,4,6,3,0,2
394,male,17,6,9,4,7,6,1,0,1
395,male,17,11,2,6,7,6,1,2,3
396,female,19,11,0,4,2,4,6,0,3
397,male,11,5,8,2,3,5,2,1,2
398,male,19,9,3,3,7,7,0,3,1
399,female,0,11,3,3,7,3,5,1,2
400,female,0,1,4,7,1,4,4,1,0
401,male,8,4,6,5,7,8,4,3,2
402,male,6,7,7,7,7,4,6,4,1
403,female,4,0,8,1,5,8,3,3,0
404,female,15,0,3,4,5,5,5,3,2
405,male,9,3,0,7,0,4,4,0,1
406,male,1,4,4,4,5,0,0,2,1
407,female,10,4,5,5,4,3,2,3,2
408,female,2,0,3,4,1,0,4,1,1
409,female,12,0,5,7,4,9,5,3,3
410,male,3,11,1,0,7,4,5,0,2
411,male,13,9,7,5,6,7,1,3,0
412,male,2,3,4,2,2,4,6,2,1
413,female,5,9,5,2,2,2,3,2,2
414,female,13,7,1,7,3,2,4,3,1
415,male,10,1,4,6,3,0,6,3,1
416,male,8,8,3,5,7,5,2,0,0
417,female,18,11,5,5,1,6,2,3,0
418,male,1,0,6,4,1,1,0,2,0
419,male,6,8,6,5,7,5,6,3,0
420,female,11,1,3,6,7,4,0,0,1
421,female,2,5,9,3,3,4,2,2,1
422,female,18,4,1,4,5,1,5,0,3
423,male,15,11,8,2,4,2,2,1,1
424,male,5,10,1,5,0,7,6,0,0
425,female,18,8,5,6,1,0,3,0,2
426,male,14,7,2,2,7,6,4,3,1
427,female,0,0,4,6,2,2,6,1,3
428,female,3,3,3,0,3,7,5,1,1
429,female,9,1,9,4,2,4,5,2,3
430,female,17,3,0,6,3,7,1,4,2
431,female,16,8,8,5,0,1,1,4,2
432,male,4,11,0,4,7,5,0,2,0
433,male,1,2,3,2,4,7,2,0,3
434,female,15,3,9,3,7,8,2,0,1
435,female,3,9,7,6,4,2,0,0,1
436,male,5,9,0,2,6,7,6,2,3
437,male,0,4,0,1,6,5,3,2,0
438,male,14,8,7,1,3,3,6,3,1
439,male,6,3,1,0,4,7,5,0,0
440,female,19,9,4,5,6,9,0,4,2
441,female,0,4,2,4,6,8,2,0,2
442,female,4,1,7,4,0,2,2,2,2
443,female,8,9,3,3,2,1,5,4,1
444,female,17,10,1,7,4,6,4,0,0
445,female,8,5,8,4,7,9,3,2,0
446,male,17,0,7,4,0,8,6,0,2
447,female,18,3,7,5,2,9,0,1,2
448,male,11,8,0,7,6,4,4,3,2
449,male,11,5,3,0,2,3,6,3,1
450,female,9,0,2,6,3,4,4,0,0
451,male,3,9,0,4,1,4,0,2,2
452,male,11,4,3,4,6,5,4,3,3
453,male,18,3,2,2,0,8,6,0,0
454,male,4,5,1,2,2,4,6,0,2
455,female,14,9,8,6,3,7,3,3,3
456,male,13,11,9,5,3,4,6,2,2
457,female,10,5,7,3,4,5,2,1,3
458,male,5,10,3,0,4,5,1,2,3
459,female,17,11,9,5,7,5,4,0,0
460,female,3,0,6,1,5,6,1,4,0
461,female,9,10,6,4,3,0,0,1,1
462,female,2,1,3,2,5,8,1,0,3
463,male,3,5,9,3,1,0,1,2,2
464,male,6,8,4,6,3,9,0,0,2
465,female,12,11,9,1,7,4,4,3,3
466,female,7,2,5,4,5,9,6,0,1
467,male,0,7,7,1,4,4,0,0,3
468,female,10,9,8,1,6,3,2,2,0
469,female,1,8,6,1,1,7,4,1,2
470,female,4,2,9,1,6,3,1,2,2
471,female,12,3,0,3,6,7,0,1,3
472,female,3,9,1,1,7,7,4,0,2
473,male,18,2,6,7,3,4,6,3,2
474,male,1,5,5,7,2,9,3,0,3
475,male,11,3,2,6,0,8,4,0,2
476,female,3,10,0,5,6,6,0,2,3
477,male,5,7,0,2,0,4,2,4,2
478,male,18,11,7,4,5,9,4,0,2
479,female,3,3,2,2,3,8,0,4,2
480,female,15,0,1,6,0,8,1,1,1
481,female,11,8,6,0,7,9,2,0,3
482,male,15,9,4,7,2,7,6,2,0
483,male,6,0,0,3,7,9,3,3,2
484,female,8,11,5,2,0,6,3,0,0
485,female,12,2,4,6,4,2,3,3,3
486,male,9,4,6,1,1,4,6,4,1
487,male,13,2,4,1,4,1,2,2,2
488,female,15,8,1,7,3,1,5,3,1
489,female,3,5,2,2,7,6,4,1,3
490,male,7,11,1,1,4,1,0,1,3
491,male,8,1,4,7,4,2,3,3,1
492,male,7,9,0,0,1,2,1,0,0
493,male,5,4,1,5,5,1,3,2,2
494,female,16,1,3,0,0,5,3,2,2
495,male,12,9,8,1,6,3,1,3,2
496,male,4,3,9,0,7,7,2,2,1
497,female,9,0,2,0,1,6,0,2,1
498,male,19,0,1,0,1,3,3,1,0
499,male,15,7,4,3,7,4,1,1,3
500,male,18,10,1,0,7,0,3,2,1
501,female,9,8,3,6,7,2,3,2,3
502,female,14,6,9,1,5,0,6,3,2
503,female,19,6,3,1,3,7,0,1,2
504,female,13,4,0,7,0,0,3,1,3
505,female,12,8,7,6,0,8,0,2,3
506,male,17,6,9,3,5,7,5,0,2
507,female,0,2,2,1,0,8,6,2,3
508,male,16,4,7,2,3,8,5,1,3
509,male,6,11,8,7,0,0,1,4,2
510,male,1,4,4,2,4,4,3,1,1
511,female,8,11,7,2,1,7,5,3,0
512,female,5,4,9,2,6,9,6,3,0
513,male,0,4,0,1,1,3,5,1,0
514,female,11,0,1,0,6,1,1,2,0
515,male,18,0,4,0,7,3,4,4,2
516,female,5,7,8,7,1,7,4,2,2
517,male,1,9,4,5,5,8,6,2,1
518,male,5,9,6,1,6,4,1,3,2
519,female,0,10,7,7,1,6,0,0,2
520,female,12,5,0,7,4,7,6,0,0
521,female,10,3,1,1,3,5,0,0,3
522,female,9,3,1,0,4,7,1,1,3
523,female,17,5,6,5,7,3,5,4,1
524,female,19,9,9,3,7,4,4,0,3
525,male,0,2,5,3,3,3,6,1,3
526,female,14,1,6,3,2,2,0,0,2
527,male,2,5,5,3,2,6,0,0,1
528,male,12,4,4,5,0,0,6,0,3
529,male,11,3,9,0,2,8,5,4,0
530,female,14,9,6,4,1,2,6,3,3
531,female,7,7,4,0,4,5,0,1,2
532,male,13,4,8,5,0,4,2,4,3
533,female,8,8,6,7,2,9,2,2,2
534,male,12,10,8,4,1,0,5,2,0
535,female,10,1,4,3,7,2,5,1,3
536,male,6,8,4,3,7,6,0,0,1
537,male,6,1,5,2,4,0,0,1,0
538,male,1,4,4,1,1,8,0,3,1
539,female,5,9,1,0,5,4,6,1,3
540,female,16,5,7,5,3,2,2,1,1
541,female,15,6,0,0,2,7,6,0,1
542,female,15,2,1,6,5,9,4,2,3
543,male,14,9,1,5,0,7,2,0,0
544,female,19,0,1,7,5,4,4,4,3
545,male,3,0,6,6,5,8,4,3,1
546,female,13,9,1,3,3,3,4,4,2
547,female,8,0,2,2,1,2,1,2,2
548,male,17,4,2,5,3,7,0,1,3
549,female,18,11,6,3,1,7,2,1,0
550,male,1,3,4,2,0,0,0,0,2
551,male,17,7,1,6,1,6,4,2,3
552,male,5,8,0,4,1,3,3,4,3
553,male,4,4,8,2,0,9,4,0,0
554,male,0,10,6,3,3,2,4,1,2
555,male,6,4,2,7,0,4,0,4,2
556,female,2,5,2,0,5,1,6,4,0
557,female,19,9,6,4,2,8,6,0,0
558,male,15,7,3,7,3,1,6,1,2
559,male,13,0,0,2,4,9,6,0,1
560,female,1,5,9,3,2,2,6,4,3
561,male,18,0,4,1,1,6,6,1,2
562,male,15,10,7,1,1,0,5,0,1
563,female,5,8,1,3,3,2,1,0,2
564,male,1,0,8,7,1,5,2,2,2
565,male,12,10,6,4,0,1,5,0,0
566,male,13,11,1,2,5,4,3,4,3
567,male,9,4,6,4,6,2,6,4,2
568,male,11,3,2,4,5,7,5,0,0
569,female,12,2,7,2,7,9,6,2,1
570,male,11,8,4,4,2,0,0,4,3
571,male,14,3,4,6,4,1,2,4,3
572,female,13,0,9,0,3,2,0,4,1
573,male,19,8,9,2,1,4,2,2,0
574,male,14,6,1,5,3,0,0,4,2
575,male,7,0,6,0,5,0,3,1,0
576,male,19,9,7,4,7,9,0,2,1
577,female,5,1,3,7,0,4,3,1,1
578,male,6,8,9,6,6,0,6,0,3
579,male,6,6,1,2,7,0,1,4,3
580,female,8,1,2,0,6,4,5,4,1
581,female,7,11,4,4,4,5,0,0,2
582,female,1,8,1,3,4,9,0,2,0
583,male,13,6,6,1,5,2,1,2,2
584,female,16,7,3,5,2,7,1,1,0
585,female,14,11,0,2,6,7,6,0,3
586,female,5,6,0,0,3,9,2,4,1
587,male,18,0,7,0,3,0,5,2,2
588,male,17,7,0,5,5,3,3,2,0
589,male,8,6,6,4,0,9,4,3,0
590,female,8,3,2,0,1,0,6,3,0
591,female,2,4,1,5,2,8,1,2,2
592,female,10,6,7,3,2,7,4,2,1
593,male,19,7,4,0,6,7,6,4,3
594,male,11,7,6,2,6,3,0,4,2
595,male,1,0,9,7,2,7,2,2,2
596,female,12,2,5,2,6,9,4,2,3
597,male,18,2,4,4,1,1,2,3,1
598,female,6,6,6,6,6,4,5,3,1
599,male,18,8,4,3,6,5,2,1,3
600,female,8,4,4,1,6,3,2,1,1
601,male,11,9,1,4,2,5,5,4,1
602,male,16,4,6,4,5,0,5,1,3
603,male,11,7,0,2,1,0,4,3,0
604,female,11,8,4,3,1,9,3,2,1
605,female,9,8,7,2,4,3,1,3,3
606,male,1,5,9,5,4,6,5,3,2
607,female,13,10,0,7,1,0,6,3,3
608,female,11,9,2,5,1,9,2,3,3
609,female,16,1,9,7,6,6,0,3,3
610,male,15,7,7,4,3,3,0,4,0
611,male,4,2,6,0,5,5,5,2,2
612,male,18,6,3,0,1,8,4,2,2
613,male,16,7,8,2,0,8,6,4,2
614,female,7,7,5,5,1,8,6,0,0
615,male,12,1,2,4,2,9,5,4,0
616,male,7,8,1,3,7,3,3,0,0
617,female,15,6,3,6,1,2,2,3,2
618,female,8,7,0,4,2,3,0,1,0
619,male,8,4,8,3,5,8,1,0,2
620,male,15,1,1,2,2,6,6,3,3
621,female,15,7,3,5,0,2,6,1,3
622,female,5,10,7,4,2,4,3,1,0
623,female,0,6,0,3,1,9,6,0,0
624,male,19,6,2,2,5,7,2,2,0
625,male,17,9,0,3,2,9,5,3,3
626,male,6,1,4,1,0,0,6,1,3
627,female,6,4,7,0,2,7,4,4,1
628,female,15,5,8,1,4,3,4,2,3
629,female,4,6,8,4,2,7,6,2,3
630,male,2,2,0,7,6,3,2,4,3
631,male,8,5,1,7,3,4,1,4,0
