TID,Sex,Price,Category,Color,Size,Brand,Material,Origin,Sales_channel,Season
33,female,200,pants,Brown,M,H&M,acetate,Japan,amazon,fall
34,female,100,shoes,pink,L,GAP,polyester,Japan,amazon,winter
35,male,300,uniforms,orange,XXXL,Adidas,lycra,Korea,Internet,fall
36,male,1300,shirt,pink,XL,H&M,cotton,Taiwan,Storefront,spring
37,female,1000,suit,red,M,GU,acetate,Taiwan,Adidas,fall
38,male,600,louse,black,M,NET,acetate,America,Storefront,winter
39,female,500,suit,orange,XXL,H&M,linen,Europe,Storefront,spring
40,female,1500,coat,purple,M,GAP,acrylic,America,Adidas,spring
41,male,100,shirt,yellow,L,GU,spandex,America,amazon,fall
42,female,400,vest,orange,XXXL,Zara,cotton,China,shopee,fall
43,male,1100,pants,white,XS,H&M,acetate,Europe,shopee,summer
44,female,700,garter,purple,XSS,Unique,polyester,Taiwan,Internet,winter
45,male,2000,jack,Brown,XL,GAP,polyester,America,Storefront,spring
46,female,1700,pants,green,XXL,H&M,nylon,Japan,amazon,fall
47,female,1000,jack,white,XSS,H&M,spandex,Canada,amazon,fall
48,male,1000,dress,red,XS,NET,nylon,Europe,shopee,spring
49,female,900,uniforms,white,S,Zara,nylon,America,amazon,summer
50,male,1700,dress,purple,L,GAP,nylon,Europe,shopee,summer
51,female,1800,suit,pink,XSS,NIKE,lycra,Japan,Storefront,winter
52,female,1800,louse,pink,XXXL,H&M,silk,America,Storefront,fall
53,male,1000,vest,white,S,Unique,acetate,Korea,Adidas,winter
54,female,400,jack,purple,M,Zara,nylon,Taiwan,Adidas,fall
55,female,2000,shirt,yellow,XL,Adidas,rayon,Europe,Internet,summer
56,male,1900,sweater,purple,XXL,Unique,polyester,Taiwan,Internet,winter
57,male,800,vest,black,XSS,NIKE,silk,Japan,amazon,fall
58,male,2000,louse,black,XSS,Zara,lycra,Canada,amazon,fall
59,male,1200,vest,Brown,XSS,Unique,acetate,Europe,shopee,fall
60,female,700,garter,black,XXXL,Zara,linen,China,shopee,spring
61,female,1200,coat,green,L,Adidas,cotton,Japan,amazon,winter
62,male,1800,louse,yellow,XXXL,Zara,lycra,China,Adidas,winter
63,male,1900,shoes,black,XXXL,NIKE,nylon,Europe,Internet,fall
64,male,600,louse,orange,XSS,H&M,spandex,America,Adidas,winter
65,male,1000,dress,red,L,GAP,lycra,Taiwan,amazon,spring
66,female,100,dress,red,L,GU,linen,Japan,shopee,summer
67,male,1900,uniforms,Brown,XSS,Adidas,polyester,Europe,Internet,spring
68,male,500,jack,green,L,GU,silk,China,amazon,summer
69,male,900,dress,orange,S,Unique,linen,China,amazon,summer
70,female,1300,dress,yellow,XXXL,Adidas,acetate,China,shopee,fall
71,female,1200,shirt,white,L,Unique,silk,Europe,Internet,winter
72,female,300,vest,orange,M,NET,cotton,Canada,shopee,fall
73,female,1500,dress,blue,M,Zara,rayon,Taiwan,Adidas,spring
74,female,200,shirt,red,XXL,Zara,acetate,Japan,Internet,fall
75,female,800,uniforms,Brown,S,NIKE,nylon,Europe,shopee,winter
76,male,1900,shoes,white,M,H&M,cotton,Europe,Internet,winter
77,female,1000,suit,Brown,XXXL,GU,acetate,Canada,Internet,winter
78,female,1500,shirt,orange,XXL,Adidas,spandex,Canada,Internet,fall
79,male,200,vest,orange,XXXL,Unique,acetate,Japan,Internet,winter
80,female,700,jack,green,XXL,Adidas,nylon,Japan,Internet,winter
81,female,400,coat,green,XXXL,Adidas,linen,Canada,Adidas,winter
82,female,1200,louse,black,L,H&M,polyester,China,Internet,fall
83,male,1700,vest,Brown,M,NIKE,cotton,Taiwan,Internet,winter
84,male,900,suit,white,XXXL,H&M,spandex,Canada,shopee,fall
85,male,1000,pants,red,M,NET,lycra,Europe,shopee,spring
86,female,700,coat,purple,XSS,NET,acrylic,Korea,Internet,summer
87,female,1800,uniforms,red,XSS,GU,linen,Korea,Internet,summer
88,female,2000,uniforms,green,XS,NET,rayon,Taiwan,Internet,fall
89,male,1400,vest,purple,XS,NET,silk,America,Storefront,summer
90,male,1800,shoes,orange,S,Adidas,nylon,Canada,Internet,winter
91,male,700,garter,blue,L,H&M,spandex,Taiwan,amazon,fall
92,male,100,sweater,black,XXXL,GAP,acetate,America,amazon,summer
93,female,100,jack,green,XSS,Adidas,cotton,Europe,Adidas,summer
94,male,100,jack,green,XSS,NET,nylon,Taiwan,Adidas,winter
95,female,800,louse,Brown,XXL,Unique,spandex,Europe,Adidas,winter
96,female,700,shoes,yellow,M,Adidas,acetate,Taiwan,shopee,spring
97,female,1900,shoes,blue,XSS,Adidas,acetate,Japan,amazon,fall
98,female,100,suit,green,M,Unique,silk,Canada,amazon,spring
99,female,1900,garter,black,XXXL,NIKE,nylon,America,amazon,fall
100,female,1600,dress,orange,XL,Zara,acetate,America,amazon,winter
101,male,1900,suit,orange,M,GAP,rayon,Japan,Adidas,summer
102,male,1800,louse,Brown,L,NET,acetate,Taiwan,Adidas,fall
103,female,800,jack,yellow,L,Unique,rayon,Taiwan,Storefront,summer
104,male,1600,pants,blue,XXXL,NET,polyester,China,amazon,fall
105,female,400,sweater,black,XXXL,H&M,nylon,Canada,shopee,winter
106,male,1500,shoes,purple,XXXL,NET,acetate,America,Adidas,spring
107,female,400,suit,black,XL,Unique,acrylic,Korea,Adidas,winter
108,male,1600,vest,pink,M,Adidas,spandex,Taiwan,amazon,winter
109,male,2000,sweater,green,XXXL,Zara,polyester,Taiwan,Internet,spring
110,male,900,vest,purple,XXXL,H&M,spandex,China,Internet,spring
111,female,500,coat,orange,L,NIKE,cotton,Taiwan,amazon,fall
112,female,100,vest,green,M,GAP,spandex,Europe,Internet,winter
113,female,800,dress,blue,XXXL,Adidas,acetate,China,Adidas,fall
114,female,2000,shoes,green,XL,NET,acrylic,Japan,Adidas,fall
115,male,1600,vest,black,XL,NIKE,cotton,Canada,amazon,summer
116,male,1600,dress,green,L,Unique,acrylic,Japan,Internet,spring
117,female,1500,shoes,green,XXL,GU,linen,China,Adidas,fall
118,male,1400,shirt,yellow,L,Adidas,lycra,Taiwan,Adidas,spring
119,female,800,shoes,purple,XSS,GAP,acetate,America,Adidas,fall
120,male,800,shirt,red,XXXL,GU,acrylic,Japan,Internet,winter
121,male,1000,vest,green,S,NIKE,nylon,America,amazon,fall
122,male,1100,jack,red,M,NIKE,acrylic,America,Internet,spring
123,male,2000,coat,red,S,NIKE,acetate,Japan,Adidas,spring
124,male,500,coat,green,XS,GU,linen,Europe,Internet,winter
125,female,700,sweater,white,L,NET,acrylic,Taiwan,shopee,summer
126,male,1400,pants,black,XL,GU,acrylic,Japan,Internet,summer
127,male,2000,pants,yellow,XSS,NET,lycra,Korea,Internet,winter
128,male,1100,sweater,green,XL,Unique,rayon,Taiwan,shopee,spring
129,male,1000,pants,yellow,M,Zara,spandex,China,amazon,winter
130,male,900,vest,yellow,XXXL,GU,acetate,Japan,amazon,winter
131,female,1200,dress,red,XL,GU,acetate,Taiwan,Storefront,spring
132,female,1100,louse,green,XS,GAP,linen,Taiwan,Storefront,winter
133,male,200,jack,yellow,XXL,Unique,silk,Canada,amazon,fall
134,male,2000,vest,pink,M,Unique,nylon,Taiwan,amazon,winter
135,male,1000,sweater,Brown,XXXL,NIKE,acetate,America,Storefront,fall
136,male,1200,garter,orange,XXXL,GU,cotton,Japan,Storefront,fall
137,male,1600,shirt,blue,M,NIKE,acetate,Canada,Internet,spring
138,female,1400,pants,Brown,XL,NIKE,rayon,Japan,Adidas,summer
139,female,1700,uniforms,Brown,M,NET,lycra,Taiwan,amazon,fall
140,male,100,garter,purple,XS,GAP,lycra,Korea,amazon,winter
141,male,1200,dress,black,S,NET,acetate,Taiwan,Adidas,summer
142,male,900,louse,green,L,Zara,acrylic,America,amazon,spring
143,female,1800,garter,red,XXL,GAP,silk,Europe,Adidas,spring
144,female,700,jack,orange,XL,NET,cotton,China,Internet,winter
145,female,2000,jack,blue,L,GAP,nylon,Europe,shopee,spring
146,female,800,shoes,purple,XSS,NIKE,lycra,Europe,amazon,spring
147,male,200,jack,white,L,H&M,linen,Canada,amazon,winter
148,male,1600,suit,white,XL,H&M,polyester,Taiwan,Adidas,winter
149,female,100,suit,orange,L,Zara,spandex,Canada,Storefront,winter
150,female,600,uniforms,white,S,Unique,acrylic,Canada,Internet,spring
151,female,400,dress,orange,XXL,Unique,polyester,China,shopee,summer
152,male,1500,louse,green,XSS,Zara,silk,Canada,shopee,summer
153,male,1800,suit,pink,XL,Unique,lycra,Taiwan,Internet,summer
154,male,1500,dress,orange,XS,NIKE,lycra,America,Adidas,fall
155,male,1800,suit,green,XS,Unique,cotton,Japan,amazon,spring
156,female,1300,garter,red,L,NET,silk,China,Adidas,summer
157,female,1500,coat,red,XXXL,NET,acrylic,America,Storefront,fall
158,male,1000,shoes,black,XXXL,H&M,lycra,Korea,Adidas,spring
159,female,1900,sweater,green,XXL,GAP,lycra,Japan,Storefront,spring
160,female,700,garter,orange,XXL,Unique,nylon,China,shopee,summer
161,male,300,jack,yellow,XXL,Unique,silk,America,amazon,summer
162,female,1600,jack,green,XSS,NIKE,acrylic,Korea,Adidas,winter
163,female,1700,suit,red,XXL,Unique,cotton,China,Internet,fall
164,female,1100,jack,red,S,Unique,rayon,America,Adidas,winter
165,male,1700,shoes,purple,XSS,H&M,polyester,America,Storefront,winter
166,female,700,suit,red,XSS,H&M,cotton,Japan,Storefront,fall
167,female,300,uniforms,pink,M,Zara,silk,Japan,Storefront,winter
168,female,2000,shoes,green,S,Adidas,acrylic,America,Storefront,winter
169,female,1400,suit,yellow,XS,Unique,linen,Japan,amazon,spring
170,male,200,shirt,blue,XL,Unique,linen,China,Adidas,winter
171,male,900,pants,blue,XSS,Zara,lycra,Taiwan,amazon,spring
172,female,1100,garter,purple,S,NIKE,acetate,China,shopee,winter
173,male,1400,jack,white,L,Unique,acetate,Taiwan,Internet,winter
174,female,1800,garter,pink,XXXL,GAP,lycra,America,Adidas,fall
175,female,600,sweater,red,L,GU,lycra,China,shopee,summer
176,female,100,jack,red,S,GAP,linen,Canada,Storefront,summer
177,female,600,vest,green,XXL,Unique,nylon,America,amazon,summer
178,female,1100,uniforms,black,XSS,Zara,rayon,Korea,Adidas,spring
179,female,500,garter,white,M,H&M,acrylic,Europe,Storefront,summer
180,female,1400,suit,Brown,XL,GU,silk,Europe,shopee,spring
181,male,400,shoes,Brown,XXXL,NET,silk,Canada,Internet,summer
182,female,1400,sweater,white,S,H&M,linen,Europe,amazon,summer
183,male,1500,pants,pink,XL,H&M,nylon,Canada,amazon,fall
184,female,2000,coat,green,L,Zara,cotton,Europe,Adidas,winter
185,male,900,uniforms,blue,XL,H&M,silk,Taiwan,Storefront,fall
186,female,600,jack,pink,XXL,Adidas,spandex,Canada,amazon,spring
187,female,800,uniforms,purple,M,NET,spandex,Canada,shopee,spring
188,male,1500,shirt,yellow,XXXL,GU,acrylic,Japan,Storefront,fall
189,male,1500,vest,white,XL,Unique,rayon,Japan,Internet,fall
190,male,500,shoes,green,XXXL,Adidas,spandex,Korea,Internet,winter
191,male,900,garter,orange,L,Zara,spandex,Taiwan,shopee,summer
192,male,1400,dress,white,XXL,NIKE,polyester,America,amazon,winter
193,female,400,vest,orange,M,GU,spandex,Taiwan,amazon,spring
194,male,400,coat,Brown,L,NET,linen,Europe,amazon,spring
195,male,1300,suit,blue,M,Unique,acrylic,China,amazon,spring
196,male,400,jack,black,S,Zara,acetate,Canada,Storefront,winter
197,male,1700,shoes,purple,XS,H&M,acrylic,America,shopee,fall
198,female,700,uniforms,purple,XL,Adidas,acrylic,America,Adidas,winter
199,female,1500,shoes,orange,XS,Adidas,nylon,Canada,shopee,fall
200,female,1800,shirt,red,L,Unique,nylon,America,shopee,winter
201,male,600,shirt,white,L,Zara,linen,Europe,Internet,spring
202,female,1800,louse,red,XS,Zara,polyester,America,Storefront,fall
203,male,1900,shirt,Brown,M,Adidas,polyester,Japan,Storefront,spring
204,male,800,jack,orange,XS,Adidas,linen,Taiwan,amazon,spring
205,male,1000,louse,red,XL,Adidas,linen,Japan,shopee,fall
206,male,1900,shirt,Brown,S,GU,cotton,Canada,shopee,spring
207,female,500,shoes,blue,M,NIKE,acetate,America,Internet,spring
208,female,2000,coat,green,S,NET,lycra,Taiwan,Adidas,summer
209,male,1200,coat,blue,XS,NIKE,linen,Canada,Internet,spring
210,male,200,shirt,red,XS,NET,rayon,America,shopee,spring
211,female,1600,jack,orange,XS,GAP,linen,Taiwan,Storefront,summer
212,male,2000,pants,blue,M,NIKE,cotton,Taiwan,shopee,spring
213,female,1400,suit,blue,XSS,Zara,acrylic,China,Adidas,spring
214,male,300,vest,blue,XXL,GAP,cotton,Taiwan,Adidas,summer
215,male,400,coat,orange,XXXL,NIKE,rayon,Europe,amazon,spring
216,female,300,shoes,green,XS,NIKE,polyester,America,Storefront,spring
217,female,1000,shirt,white,XXL,H&M,nylon,Europe,amazon,summer
218,male,1900,vest,pink,S,Adidas,lycra,Korea,Storefront,summer
219,female,300,jack,white,XL,NET,spandex,Japan,amazon,winter
220,male,1200,sweater,orange,XSS,NET,rayon,Europe,Storefront,summer
221,female,1500,vest,red,L,Unique,acetate,Korea,Storefront,spring
222,female,1600,uniforms,black,S,GU,rayon,Korea,Adidas,winter
223,male,300,louse,black,XL,H&M,silk,Taiwan,Internet,spring
224,female,800,pants,pink,XXXL,NET,cotton,Canada,Storefront,winter
225,male,800,pants,Brown,XS,Adidas,rayon,America,Adidas,spring
226,female,1100,coat,purple,XS,H&M,nylon,Japan,Adidas,fall
227,female,1000,suit,yellow,L,NIKE,acetate,Korea,amazon,fall
228,female,1800,shoes,Brown,L,Zara,polyester,Europe,Storefront,fall
229,male,1200,louse,white,XXL,GAP,acrylic,Canada,Adidas,spring
230,male,900,louse,blue,XXL,GU,cotton,Japan,Internet,spring
231,female,1900,suit,black,L,H&M,cotton,Taiwan,amazon,spring
232,female,1800,jack,yellow,M,NIKE,spandex,Canada,Storefront,spring
233,female,1100,vest,red,L,NIKE,cotton,Europe,amazon,winter
234,female,500,shoes,Brown,XXXL,NIKE,acetate,Europe,Internet,spring
235,male,1000,vest,yellow,XL,Adidas,rayon,America,amazon,winter
236,male,200,jack,blue,XXL,H&M,linen,Korea,amazon,spring
237,female,700,coat,black,M,Adidas,spandex,Taiwan,Internet,summer
238,male,300,uniforms,blue,XXXL,Zara,rayon,China,amazon,summer
239,male,1700,coat,black,XS,GAP,cotton,Korea,Adidas,fall
240,male,1900,coat,purple,S,NIKE,linen,Korea,Storefront,summer
241,female,1300,louse,purple,XXXL,GAP,acetate,America,Adidas,fall
242,male,100,garter,Brown,XL,GAP,linen,Europe,Storefront,spring
243,male,500,coat,Brown,XSS,Adidas,nylon,Japan,Internet,summer
244,male,600,uniforms,black,XXXL,Adidas,lycra,Taiwan,Adidas,fall
245,female,1500,suit,orange,XS,NIKE,acrylic,China,Adidas,winter
246,female,1200,pants,Brown,XS,Adidas,polyester,Europe,Internet,spring
247,female,100,suit,red,XL,Unique,nylon,Korea,shopee,fall
248,male,1400,jack,purple,L,Zara,polyester,Taiwan,shopee,fall
249,female,200,shoes,red,M,NET,silk,Taiwan,Adidas,summer
250,female,1000,uniforms,orange,XL,NET,spandex,Korea,amazon,winter
251,male,200,vest,black,M,NIKE,rayon,Japan,amazon,fall
252,female,1100,uniforms,red,S,Zara,acetate,China,Storefront,spring
253,male,1000,pants,white,XXXL,Zara,silk,Canada,Storefront,spring
254,female,1100,coat,black,XL,GAP,silk,Taiwan,Adidas,fall
255,female,900,jack,orange,XSS,NIKE,linen,Korea,Storefront,winter
256,female,1000,garter,green,S,H&M,silk,America,Storefront,summer
257,male,1900,pants,blue,XS,Unique,acetate,China,Adidas,fall
258,male,300,dress,white,S,NIKE,spandex,Japan,shopee,fall
259,male,800,sweater,pink,L,Adidas,cotton,Taiwan,Internet,fall
260,female,300,suit,black,XXL,Unique,lycra,Japan,Internet,spring
261,male,500,jack,yellow,XXL,H&M,cotton,Taiwan,Storefront,fall
262,female,800,shirt,black,XS,NET,silk,Europe,Adidas,summer
263,male,100,vest,red,XSS,Zara,rayon,Korea,Adidas,fall
264,female,2000,coat,yellow,M,H&M,spandex,Europe,Internet,summer
265,male,500,uniforms,Brown,S,H&M,lycra,Canada,Internet,summer
266,female,300,suit,black,XL,Adidas,silk,Japan,Storefront,winter
267,female,1400,suit,orange,S,GAP,linen,Canada,Storefront,winter
268,female,1100,vest,pink,XXL,Adidas,lycra,Korea,Storefront,winter
269,male,1600,jack,black,M,NET,cotton,America,Internet,winter
270,female,700,suit,orange,L,Adidas,silk,China,shopee,spring
271,male,1900,pants,white,XXL,Zara,spandex,Taiwan,shopee,winter
272,male,800,shoes,white,XXL,GU,spandex,America,shopee,spring
273,male,1700,shoes,Brown,XXXL,NIKE,spandex,Japan,amazon,spring
274,male,400,shirt,yellow,XL,NET,lycra,China,shopee,fall
275,female,200,vest,white,XL,GAP,nylon,China,amazon,fall
276,female,600,garter,red,XSS,Zara,acetate,Europe,Adidas,spring
277,female,600,jack,white,XXXL,GAP,silk,Taiwan,amazon,fall
278,female,700,suit,blue,M,H&M,acrylic,Europe,Storefront,winter
279,female,500,garter,white,XSS,NET,acetate,Taiwan,Internet,spring
280,female,400,sweater,pink,S,GU,acrylic,Canada,Internet,summer
281,male,100,sweater,red,XSS,Unique,rayon,America,Adidas,spring
282,male,1800,pants,black,S,Zara,silk,Korea,Storefront,spring
283,male,1800,uniforms,blue,XL,NIKE,lycra,Japan,amazon,fall
284,male,900,coat,black,XSS,NIKE,rayon,America,shopee,winter
285,male,800,sweater,purple,XXXL,GU,polyester,Korea,amazon,spring
286,male,400,pants,purple,S,Adidas,silk,Canada,amazon,winter
287,female,100,vest,purple,XL,GU,polyester,Korea,Adidas,fall
288,male,100,dress,black,XXXL,GAP,lycra,America,Adidas,summer
289,female,600,suit,Brown,M,NIKE,nylon,Europe,Storefront,spring
290,female,200,pants,orange,XS,NIKE,silk,America,Storefront,spring
291,male,1200,suit,yellow,XXL,H&M,cotton,Korea,shopee,spring
292,male,2000,vest,pink,XXL,GU,acetate,Taiwan,Internet,summer
293,female,1400,uniforms,pink,S,Adidas,acrylic,Canada,amazon,fall
294,female,1700,sweater,black,XXXL,H&M,lycra,Taiwan,Internet,spring
295,male,1400,pants,white,S,NIKE,spandex,America,Storefront,fall
296,female,300,uniforms,white,XSS,GU,silk,America,Storefront,fall
297,female,1400,dress,purple,XXXL,Adidas,lycra,Korea,shopee,spring
298,male,100,jack,yellow,XXXL,NET,spandex,Taiwan,Internet,fall
299,male,600,shirt,white,M,GU,silk,Canada,amazon,winter
300,male,1100,shirt,Brown,S,Unique,cotton,America,Storefront,summer
301,female,1200,shoes,black,XS,Unique,cotton,Taiwan,Storefront,spring
302,female,1300,coat,orange,XL,Adidas,linen,Korea,Storefront,fall
303,female,300,dress,black,S,GAP,silk,China,shopee,winter
304,male,1200,coat,white,XXXL,NET,spandex,China,Adidas,spring
305,female,1300,coat,red,XXXL,Zara,cotton,Canada,Adidas,summer
306,female,1400,louse,Brown,M,H&M,polyester,Japan,Internet,winter
307,male,700,louse,white,XXL,H&M,nylon,Korea,shopee,fall
308,male,1200,suit,pink,M,Adidas,nylon,Taiwan,shopee,fall
309,male,2000,dress,purple,XXXL,NIKE,silk,Japan,Adidas,fall
310,male,500,uniforms,purple,XXXL,H&M,rayon,Europe,Adidas,fall
311,female,1400,suit,green,L,GU,linen,America,amazon,spring
312,female,200,louse,white,XSS,H&M,rayon,China,Internet,fall
313,male,700,suit,Brown,XXL,NIKE,polyester,China,amazon,spring
314,male,1800,coat,purple,M,H&M,silk,Canada,shopee,fall
315,male,500,shoes,blue,XXXL,Adidas,cotton,Japan,shopee,winter
316,male,500,jack,white,XXXL,NIKE,nylon,China,Internet,summer
317,male,1200,suit,green,XXXL,GU,polyester,Korea,Adidas,fall
318,male,1900,pants,yellow,XSS,NET,spandex,Taiwan,Adidas,spring
319,female,1200,coat,pink,XXL,Adidas,silk,Taiwan,Storefront,winter
320,male,300,louse,yellow,L,H&M,silk,Taiwan,amazon,summer
321,male,1900,garter,green,L,NIKE,acrylic,Canada,Adidas,winter
322,male,1600,suit,white,XXL,NET,spandex,Taiwan,shopee,winter
323,female,1700,dress,black,M,GAP,acrylic,China,Adidas,spring
324,female,400,pants,black,XXXL,GU,spandex,America,amazon,spring
325,male,200,vest,blue,M,NET,lycra,Canada,Adidas,winter
326,male,1900,dress,red,XL,GAP,nylon,China,Storefront,spring
327,male,2000,louse,black,S,Adidas,polyester,Canada,amazon,spring
328,female,400,vest,white,XXXL,H&M,acrylic,China,Internet,spring
329,female,1600,sweater,orange,XSS,NIKE,nylon,Canada,Internet,spring
330,female,600,sweater,Brown,XXL,GU,acrylic,Japan,amazon,summer
331,female,1800,shoes,orange,XXL,Adidas,acetate,Europe,Internet,spring
332,female,100,dress,red,XS,GAP,silk,Taiwan,shopee,summer
333,female,600,suit,red,L,GU,lycra,Canada,Adidas,fall
334,male,200,dress,purple,XS,Adidas,linen,Taiwan,Adidas,winter
335,male,1300,dress,purple,S,NIKE,cotton,Japan,amazon,winter
336,male,300,jack,purple,M,Zara,rayon,Canada,Internet,winter
337,male,1300,shirt,red,XL,GAP,acrylic,Europe,Adidas,summer
338,female,200,uniforms,Brown,L,GAP,polyester,America,shopee,winter
339,male,300,shirt,Brown,M,H&M,lycra,China,Adidas,summer
340,male,1500,dress,red,XL,NET,polyester,Europe,Adidas,spring
341,male,1700,dress,pink,XL,H&M,cotton,Canada,Storefront,winter
342,male,400,pants,pink,M,GU,acetate,Korea,Internet,winter
343,male,700,sweater,pink,XS,GAP,linen,Europe,Adidas,summer
344,female,1500,garter,red,XS,Adidas,lycra,Taiwan,shopee,fall
345,male,2000,jack,purple,XL,Unique,linen,America,Internet,summer
346,male,1700,uniforms,Brown,S,Unique,spandex,Europe,Adidas,fall
347,female,1800,pants,blue,XXXL,GU,linen,Korea,shopee,summer
348,female,300,vest,yellow,L,NET,acrylic,America,Internet,fall
349,female,1100,louse,white,S,H&M,polyester,Canada,Internet,winter
350,male,900,louse,black,XSS,H&M,nylon,America,Adidas,fall
351,male,1900,garter,Brown,XS,GAP,rayon,China,Storefront,summer
352,male,1100,coat,blue,XXXL,H&M,acrylic,Taiwan,Internet,summer
353,female,1800,garter,yellow,XXXL,Zara,nylon,Canada,amazon,winter
354,female,400,suit,green,S,H&M,rayon,Canada,Storefront,spring
355,female,1300,pants,orange,S,Zara,acrylic,Taiwan,Internet,fall
356,female,400,dress,yellow,S,NET,acrylic,Canada,amazon,fall
357,female,1300,garter,white,XXXL,Unique,lycra,Canada,Storefront,fall
358,female,1300,shoes,black,XS,Unique,nylon,Japan,Internet,spring
359,male,800,sweater,pink,L,NET,spandex,Japan,amazon,fall
360,male,700,louse,blue,L,Unique,rayon,Europe,Storefront,winter
361,male,2000,louse,green,M,Zara,linen,Taiwan,Storefront,summer
362,female,1500,uniforms,purple,XL,H&M,polyester,Japan,Storefront,winter
363,male,900,dress,orange,XL,Zara,lycra,China,Adidas,winter
364,male,1800,uniforms,purple,XS,GAP,cotton,Japan,Storefront,winter
365,male,700,suit,yellow,XXXL,GAP,acrylic,Korea,Internet,spring
366,female,300,uniforms,Brown,XXL,H&M,rayon,Canada,amazon,fall
367,male,300,sweater,orange,XXXL,Zara,spandex,Taiwan,Internet,summer
368,male,600,uniforms,orange,L,GAP,acrylic,Japan,Adidas,fall
369,male,600,sweater,black,S,GAP,silk,Taiwan,Internet,spring
370,female,700,jack,pink,XXL,Unique,linen,Canada,amazon,fall
371,male,1300,coat,pink,S,GAP,spandex,China,Adidas,summer
372,female,1700,dress,orange,XSS,GU,spandex,Japan,Storefront,fall
373,male,1000,shoes,orange,M,NIKE,silk,Europe,shopee,summer
374,female,300,louse,purple,XXL,NIKE,linen,Japan,Adidas,summer
375,female,1100,shoes,green,M,NIKE,polyester,Canada,amazon,summer
376,male,1600,vest,black,XL,GU,acetate,Europe,Internet,spring
377,male,1000,shirt,purple,XXXL,Unique,lycra,Japan,amazon,fall
378,female,2000,uniforms,pink,XL,GU,linen,America,shopee,winter
379,female,1600,louse,yellow,S,H&M,nylon,America,amazon,summer
380,male,100,coat,black,M,H&M,rayon,Taiwan,shopee,fall
381,male,1300,sweater,red,XSS,Zara,acetate,Korea,Adidas,winter
382,female,1400,uniforms,Brown,M,NIKE,polyester,America,Internet,winter
383,male,200,suit,green,XXL,GU,acetate,Europe,Storefront,spring
384,male,1800,garter,pink,XXL,GU,silk,China,Internet,winter
385,female,1500,garter,black,XS,H&M,silk,America,Adidas,winter
386,male,200,shirt,green,XL,GU,nylon,America,shopee,fall
387,female,800,uniforms,black,XXL,Adidas,silk,Taiwan,Adidas,winter
388,female,700,dress,yellow,XL,Zara,linen,Japan,Internet,winter
389,male,2000,dress,pink,M,NET,lycra,America,amazon,fall
390,female,1400,shirt,white,XS,NIKE,spandex,Taiwan,Adidas,summer
391,female,900,vest,white,XL,Unique,nylon,Europe,Storefront,summer
392,female,1900,suit,black,XXL,Zara,nylon,Japan,Internet,spring
393,male,100,louse,yellow,S,Zara,lycra,Europe,Adidas,spring
394,female,1900,dress,pink,XSS,NIKE,acetate,Europe,Internet,winter
395,female,1600,suit,purple,XS,Adidas,spandex,Canada,Adidas,spring
396,male,1900,suit,orange,XXL,NIKE,polyester,Europe,amazon,spring
397,male,700,jack,Brown,XXXL,Zara,linen,Korea,Storefront,fall
